|dates|Juab_Utah_UnitedStates.JHU_ConfirmedCases.data|Juab_Utah_UnitedStates.JHU_ConfirmedCases.missing|Juab_Utah_UnitedStates.NYT_ConfirmedCases.data|Juab_Utah_UnitedStates.NYT_ConfirmedCases.missing|Juab_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Juab_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Juab_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Juab_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|0.0|0|1902.0|0|0.0|0|0.0|100
0|2021-10-18|0.0|0|1902.0|0|0.0|0|0.0|100
0|2021-10-19|0.0|0|1917.0|0|0.0|0|0.0|100
0|2021-10-20|0.0|0|1924.0|0|0.0|0|0.0|100
0|2021-10-21|0.0|0|1924.0|0|0.0|0|0.0|100
0|2021-10-22|0.0|0|1941.0|0|0.0|0|0.0|100
0|2021-10-23|0.0|0|1941.0|0|0.0|0|0.0|100
0|2021-10-24|0.0|0|1941.0|0|0.0|0|0.0|100
0|2021-10-25|0.0|0|1950.0|0|0.0|0|0.0|100
0|2021-10-26|0.0|0|1953.0|0|0.0|0|0.0|100
0|2021-10-27|0.0|0|1959.0|0|0.0|0|0.0|100
0|2021-10-28|0.0|0|1959.0|0|0.0|0|0.0|100
0|2021-10-29|0.0|0|1981.0|0|0.0|0|0.0|100
0|2021-10-30|0.0|0|1981.0|0|0.0|0|0.0|100
0|2021-10-31|0.0|0|1981.0|0|0.0|0|0.0|100
0|2021-11-01|0.0|0|1981.0|0|0.0|0|0.0|100
0|2021-11-02|0.0|0|1993.0|0|0.0|0|0.0|100
0|2021-11-03|0.0|0|1998.0|0|0.0|0|0.0|100
0|2021-11-04|0.0|0|2011.0|0|0.0|0|0.0|100
0|2021-11-05|0.0|0|2018.0|0|0.0|0|0.0|100
0|2021-11-06|0.0|0|2018.0|0|0.0|0|0.0|100
0|2021-11-07|0.0|0|2018.0|0|0.0|0|0.0|100
0|2021-11-08|0.0|0|2018.0|0|0.0|0|0.0|100
0|2021-11-09|0.0|0|2038.0|0|0.0|0|0.0|100
0|2021-11-10|0.0|0|2038.0|0|0.0|0|0.0|100
0|2021-11-11|0.0|0|2048.0|0|0.0|0|0.0|100
0|2021-11-12|0.0|0|2055.0|0|0.0|0|0.0|100
0|2021-11-13|0.0|0|2055.0|0|0.0|0|0.0|100
0|2021-11-14|0.0|0|2055.0|0|0.0|0|0.0|100
0|2021-11-15|0.0|0|2055.0|0|0.0|0|0.0|100
0|2021-11-16|0.0|0|2069.0|0|0.0|0|0.0|100
0|2021-11-17|0.0|0|2069.0|0|0.0|0|0.0|100
0|2021-11-18|0.0|0|2081.0|0|0.0|0|0.0|100
0|2021-11-19|0.0|0|2083.0|0|0.0|0|0.0|100
0|2021-11-20|0.0|0|2083.0|0|0.0|0|0.0|100
0|2021-11-21|0.0|0|2083.0|0|0.0|0|0.0|100
0|2021-11-22|0.0|0|2085.0|0|0.0|0|0.0|100
0|2021-11-23|0.0|0|2086.0|0|0.0|0|0.0|100
0|2021-11-24|0.0|0|2089.0|0|0.0|0|0.0|100
0|2021-11-25|0.0|0|2089.0|0|0.0|0|0.0|100
0|2021-11-26|0.0|0|2094.0|0|0.0|0|0.0|100
0|2021-11-27|0.0|0|2094.0|0|0.0|0|0.0|100
0|2021-11-28|0.0|0|2094.0|0|0.0|0|0.0|100
0|2021-11-29|0.0|0|2098.0|0|0.0|0|0.0|100
