|dates|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.NYT_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|47513.0|0|47792.0|0|494.0|0|0.0|100
0|2021-12-30|48110.0|0|48389.0|0|494.0|0|0.0|100
0|2021-12-31|48682.0|0|48961.0|0|496.0|0|0.0|100
0|2022-01-01|48682.0|0|48961.0|0|496.0|0|0.0|100
0|2022-01-02|48682.0|0|48961.0|0|496.0|0|0.0|100
0|2022-01-03|48682.0|0|48961.0|0|496.0|0|0.0|100
0|2022-01-04|50197.0|0|50476.0|0|497.0|0|0.0|100
0|2022-01-05|50734.0|0|51013.0|0|497.0|0|0.0|100
0|2022-01-06|50734.0|0|51013.0|0|497.0|0|0.0|100
0|2022-01-07|50734.0|0|51013.0|0|497.0|0|0.0|100
0|2022-01-08|50734.0|0|51013.0|0|497.0|0|0.0|100
0|2022-01-09|50734.0|0|51013.0|0|497.0|0|0.0|100
0|2022-01-10|52878.0|0|53161.0|0|498.0|0|0.0|100
0|2022-01-11|53502.0|0|53785.0|0|498.0|0|0.0|100
0|2022-01-12|54030.0|0|54313.0|0|498.0|0|0.0|100
0|2022-01-13|54030.0|0|54932.0|0|498.0|0|0.0|100
0|2022-01-14|55087.0|0|55370.0|0|500.0|0|0.0|100
0|2022-01-15|55087.0|0|55370.0|0|500.0|0|0.0|100
0|2022-01-16|55087.0|0|55370.0|0|500.0|0|0.0|100
0|2022-01-17|56009.0|0|0.0|100|502.0|0|0.0|100
