|dates|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.NYT_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|42949.0|0|43232.0|0|438.0|0|0.0|100
0|2021-10-18|43031.0|0|43315.0|0|438.0|0|0.0|100
0|2021-10-19|43059.0|0|43343.0|0|438.0|0|0.0|100
0|2021-10-20|43095.0|0|43379.0|0|442.0|0|0.0|100
0|2021-10-21|43128.0|0|43412.0|0|446.0|0|0.0|100
0|2021-10-22|43151.0|0|43435.0|0|446.0|0|0.0|100
0|2021-10-23|43151.0|0|43435.0|0|446.0|0|0.0|100
0|2021-10-24|43151.0|0|43435.0|0|446.0|0|0.0|100
0|2021-10-25|43220.0|0|43505.0|0|447.0|0|0.0|100
0|2021-10-26|43240.0|0|43525.0|0|447.0|0|0.0|100
0|2021-10-27|43745.0|0|44030.0|0|449.0|0|0.0|100
0|2021-10-28|43784.0|0|44069.0|0|450.0|0|0.0|100
0|2021-10-29|43814.0|0|44099.0|0|449.0|0|0.0|100
0|2021-10-30|43814.0|0|44099.0|0|449.0|0|0.0|100
0|2021-10-31|43814.0|0|44099.0|0|449.0|0|0.0|100
0|2021-11-01|43867.0|0|44150.0|0|452.0|0|0.0|100
0|2021-11-02|43885.0|0|44168.0|0|452.0|0|0.0|100
0|2021-11-03|43915.0|0|44198.0|0|454.0|0|0.0|100
0|2021-11-04|43941.0|0|44224.0|0|458.0|0|0.0|100
0|2021-11-05|43963.0|0|44246.0|0|460.0|0|0.0|100
0|2021-11-06|43963.0|0|44246.0|0|460.0|0|0.0|100
0|2021-11-07|43963.0|0|44246.0|0|460.0|0|0.0|100
0|2021-11-08|43963.0|0|44243.0|0|460.0|0|0.0|100
0|2021-11-09|44026.0|0|44306.0|0|461.0|0|0.0|100
0|2021-11-10|44026.0|0|44318.0|0|461.0|0|0.0|100
0|2021-11-11|44038.0|0|44318.0|0|464.0|0|0.0|100
0|2021-11-12|44109.0|0|44389.0|0|469.0|0|0.0|100
0|2021-11-13|44109.0|0|44389.0|0|469.0|0|0.0|100
0|2021-11-14|44109.0|0|44389.0|0|469.0|0|0.0|100
0|2021-11-15|44170.0|0|44450.0|0|469.0|0|0.0|100
0|2021-11-16|44192.0|0|44472.0|0|470.0|0|0.0|100
0|2021-11-17|44221.0|0|44501.0|0|472.0|0|0.0|100
0|2021-11-18|44251.0|0|44531.0|0|473.0|0|0.0|100
0|2021-11-19|44264.0|0|44544.0|0|474.0|0|0.0|100
0|2021-11-20|44264.0|0|44544.0|0|474.0|0|0.0|100
0|2021-11-21|44264.0|0|44544.0|0|474.0|0|0.0|100
0|2021-11-22|44314.0|0|44595.0|0|475.0|0|0.0|100
0|2021-11-23|44350.0|0|44631.0|0|475.0|0|0.0|100
0|2021-11-24|44370.0|0|44651.0|0|476.0|0|0.0|100
0|2021-11-25|44370.0|0|44651.0|0|476.0|0|0.0|100
0|2021-11-26|44370.0|0|44651.0|0|476.0|0|0.0|100
0|2021-11-27|44370.0|0|44651.0|0|476.0|0|0.0|100
0|2021-11-28|44370.0|0|44651.0|0|476.0|0|0.0|100
0|2021-11-29|44473.0|0|44754.0|0|476.0|0|0.0|100
0|2021-11-30|44513.0|0|44797.0|0|476.0|0|0.0|100
0|2021-12-01|44554.0|0|44838.0|0|478.0|0|0.0|100
0|2021-12-02|44554.0|0|44887.0|0|478.0|0|0.0|100
0|2021-12-03|44646.0|0|44930.0|0|478.0|0|0.0|100
0|2021-12-04|44646.0|0|44930.0|0|478.0|0|0.0|100
0|2021-12-05|44646.0|0|44930.0|0|478.0|0|0.0|100
0|2021-12-06|44743.0|0|45028.0|0|482.0|0|0.0|100
0|2021-12-07|44772.0|0|45057.0|0|485.0|0|0.0|100
0|2021-12-08|44826.0|0|45111.0|0|485.0|0|0.0|100
0|2021-12-09|44867.0|0|45152.0|0|486.0|0|0.0|100
0|2021-12-10|44936.0|0|45221.0|0|487.0|0|0.0|100
0|2021-12-11|44936.0|0|45221.0|0|487.0|0|0.0|100
0|2021-12-12|44936.0|0|45221.0|0|487.0|0|0.0|100
0|2021-12-13|45025.0|0|45306.0|0|488.0|0|0.0|100
0|2021-12-14|45025.0|0|45370.0|0|488.0|0|0.0|100
0|2021-12-15|45149.0|0|45430.0|0|488.0|0|0.0|100
0|2021-12-16|45195.0|0|45476.0|0|488.0|0|0.0|100
0|2021-12-17|45254.0|0|45535.0|0|490.0|0|0.0|100
0|2021-12-18|45254.0|0|45535.0|0|490.0|0|0.0|100
0|2021-12-19|45254.0|0|45535.0|0|490.0|0|0.0|100
0|2021-12-20|45448.0|0|45729.0|0|490.0|0|0.0|100
0|2021-12-21|45581.0|0|45862.0|0|490.0|0|0.0|100
0|2021-12-22|45756.0|0|46037.0|0|490.0|0|0.0|100
0|2021-12-23|45986.0|0|46267.0|0|491.0|0|0.0|100
0|2021-12-24|46247.0|0|46528.0|0|491.0|0|0.0|100
0|2021-12-25|46247.0|0|46528.0|0|491.0|0|0.0|100
0|2021-12-26|46247.0|0|46528.0|0|491.0|0|0.0|100
0|2021-12-27|46798.0|0|47077.0|0|491.0|0|0.0|100
0|2021-12-28|47063.0|0|47342.0|0|491.0|0|0.0|100
