|dates|McIntosh_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|McIntosh_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|McIntosh_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|McIntosh_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|McIntosh_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|McIntosh_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|McIntosh_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|McIntosh_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2831.0|0|2831.0|0|80.0|0|0.0|100
0|2021-10-18|2831.0|0|2831.0|0|80.0|0|0.0|100
0|2021-10-19|2831.0|0|2831.0|0|80.0|0|0.0|100
0|2021-10-20|2855.0|0|2855.0|0|90.0|0|0.0|100
0|2021-10-21|2855.0|0|2855.0|0|90.0|0|0.0|100
0|2021-10-22|2855.0|0|2855.0|0|90.0|0|0.0|100
0|2021-10-23|2855.0|0|2855.0|0|90.0|0|0.0|100
0|2021-10-24|2855.0|0|2855.0|0|90.0|0|0.0|100
0|2021-10-25|2855.0|0|2855.0|0|90.0|0|0.0|100
0|2021-10-26|2855.0|0|2855.0|0|90.0|0|0.0|100
0|2021-10-27|2880.0|0|2880.0|0|92.0|0|0.0|100
0|2021-10-28|2880.0|0|2880.0|0|92.0|0|0.0|100
0|2021-10-29|2880.0|0|2880.0|0|92.0|0|0.0|100
0|2021-10-30|2880.0|0|2880.0|0|92.0|0|0.0|100
0|2021-10-31|2880.0|0|2880.0|0|92.0|0|0.0|100
0|2021-11-01|2880.0|0|2880.0|0|92.0|0|0.0|100
0|2021-11-02|2880.0|0|2880.0|0|92.0|0|0.0|100
0|2021-11-03|2899.0|0|2899.0|0|94.0|0|0.0|100
0|2021-11-04|2899.0|0|2899.0|0|94.0|0|0.0|100
0|2021-11-05|2899.0|0|2899.0|0|94.0|0|0.0|100
0|2021-11-06|2899.0|0|2899.0|0|94.0|0|0.0|100
0|2021-11-07|2899.0|0|2899.0|0|94.0|0|0.0|100
0|2021-11-08|2899.0|0|2899.0|0|94.0|0|0.0|100
0|2021-11-09|2899.0|0|2899.0|0|94.0|0|0.0|100
0|2021-11-10|2899.0|0|2914.0|0|94.0|0|0.0|100
0|2021-11-11|2899.0|0|2914.0|0|94.0|0|0.0|100
0|2021-11-12|2914.0|0|2914.0|0|94.0|0|0.0|100
0|2021-11-13|2914.0|0|2914.0|0|94.0|0|0.0|100
0|2021-11-14|2914.0|0|2914.0|0|94.0|0|0.0|100
0|2021-11-15|2914.0|0|2914.0|0|94.0|0|0.0|100
0|2021-11-16|2914.0|0|2914.0|0|94.0|0|0.0|100
0|2021-11-17|2938.0|0|2938.0|0|94.0|0|0.0|100
0|2021-11-18|2938.0|0|2938.0|0|94.0|0|0.0|100
0|2021-11-19|2938.0|0|2938.0|0|94.0|0|0.0|100
0|2021-11-20|2938.0|0|2938.0|0|94.0|0|0.0|100
0|2021-11-21|2938.0|0|2938.0|0|94.0|0|0.0|100
0|2021-11-22|2938.0|0|2938.0|0|94.0|0|0.0|100
0|2021-11-23|2938.0|0|2938.0|0|94.0|0|0.0|100
0|2021-11-24|2954.0|0|2954.0|0|94.0|0|0.0|100
0|2021-11-25|2954.0|0|2954.0|0|94.0|0|0.0|100
0|2021-11-26|2954.0|0|2954.0|0|94.0|0|0.0|100
0|2021-11-27|2954.0|0|2954.0|0|94.0|0|0.0|100
0|2021-11-28|2954.0|0|2954.0|0|94.0|0|0.0|100
0|2021-11-29|2954.0|0|2954.0|0|94.0|0|0.0|100
0|2021-11-30|2954.0|0|2954.0|0|94.0|0|0.0|100
0|2021-12-01|2973.0|0|2973.0|0|94.0|0|0.0|100
0|2021-12-02|2973.0|0|2973.0|0|94.0|0|0.0|100
0|2021-12-03|2973.0|0|2973.0|0|94.0|0|0.0|100
0|2021-12-04|2973.0|0|2973.0|0|94.0|0|0.0|100
0|2021-12-05|2973.0|0|2973.0|0|94.0|0|0.0|100
0|2021-12-06|2973.0|0|2973.0|0|94.0|0|0.0|100
0|2021-12-07|2973.0|0|2973.0|0|94.0|0|0.0|100
0|2021-12-08|2992.0|0|2992.0|0|94.0|0|0.0|100
0|2021-12-09|2992.0|0|2992.0|0|94.0|0|0.0|100
0|2021-12-10|2992.0|0|2992.0|0|94.0|0|0.0|100
0|2021-12-11|2992.0|0|2992.0|0|94.0|0|0.0|100
0|2021-12-12|2992.0|0|2992.0|0|94.0|0|0.0|100
0|2021-12-13|2992.0|0|2992.0|0|94.0|0|0.0|100
0|2021-12-14|2992.0|0|2992.0|0|94.0|0|0.0|100
0|2021-12-15|2992.0|0|3018.0|0|94.0|0|0.0|100
0|2021-12-16|3018.0|0|3018.0|0|94.0|0|0.0|100
0|2021-12-17|3018.0|0|3018.0|0|94.0|0|0.0|100
