|dates|Skagit_Washington_UnitedStates.BLS_EmployedPopulation.data|Skagit_Washington_UnitedStates.BLS_EmployedPopulation.missing|Skagit_Washington_UnitedStates.BLS_UnemployedPopulation.data|Skagit_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Skagit_Washington_UnitedStates.BLS_UnemploymentRate.data|Skagit_Washington_UnitedStates.BLS_UnemploymentRate.missing|Skagit_Washington_UnitedStates.BLS_LaborForcePopulation.data|Skagit_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-18|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-19|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-20|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-21|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-22|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-23|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-24|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-25|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-26|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-27|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-28|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-29|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-30|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-10-31|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-01|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-02|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-03|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-04|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-05|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-06|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-07|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-08|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-09|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-10|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-11|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-12|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-13|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-14|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-15|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-16|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-17|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-18|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-19|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-20|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-21|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-22|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-23|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-24|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-25|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-26|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
0|2021-11-27|58706.0|0|3625.0|0|5.8157257223532435|0|62331.0|0
