|dates|Branch_Michigan_UnitedStates.JHU_ConfirmedCases.data|Branch_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Branch_Michigan_UnitedStates.NYT_ConfirmedCases.data|Branch_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Branch_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Branch_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Branch_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Branch_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|8370.0|0|9219.0|0|133.0|0|0.0|100
0|2021-12-22|8420.0|0|9269.0|0|137.0|0|0.0|100
0|2021-12-23|8420.0|0|9269.0|0|137.0|0|0.0|100
0|2021-12-24|8420.0|0|9269.0|0|137.0|0|0.0|100
0|2021-12-25|8420.0|0|9269.0|0|137.0|0|0.0|100
0|2021-12-26|8420.0|0|9269.0|0|137.0|0|0.0|100
0|2021-12-27|8476.0|0|9325.0|0|139.0|0|0.0|100
0|2021-12-28|8476.0|0|9325.0|0|139.0|0|0.0|100
0|2021-12-29|8553.0|0|9402.0|0|143.0|0|0.0|100
0|2021-12-30|8553.0|0|9402.0|0|143.0|0|0.0|100
0|2021-12-31|8553.0|0|9402.0|0|143.0|0|0.0|100
0|2022-01-01|8553.0|0|9402.0|0|143.0|0|0.0|100
0|2022-01-02|8553.0|0|9402.0|0|143.0|0|0.0|100
0|2022-01-03|8666.0|0|9515.0|0|143.0|0|0.0|100
0|2022-01-04|8666.0|0|9515.0|0|143.0|0|0.0|100
0|2022-01-05|8741.0|0|9590.0|0|144.0|0|0.0|100
0|2022-01-06|8741.0|0|9590.0|0|144.0|0|0.0|100
0|2022-01-07|8852.0|0|9701.0|0|146.0|0|0.0|100
0|2022-01-08|8852.0|0|9701.0|0|146.0|0|0.0|100
0|2022-01-09|8852.0|0|9701.0|0|146.0|0|0.0|100
0|2022-01-10|8994.0|0|9843.0|0|146.0|0|0.0|100
0|2022-01-11|8994.0|0|9843.0|0|146.0|0|0.0|100
0|2022-01-12|9125.0|0|9974.0|0|147.0|0|0.0|100
0|2022-01-13|9125.0|0|9974.0|0|147.0|0|0.0|100
0|2022-01-14|9214.0|0|10063.0|0|150.0|0|0.0|100
0|2022-01-15|9214.0|0|10063.0|0|150.0|0|0.0|100
0|2022-01-16|9214.0|0|10063.0|0|150.0|0|0.0|100
0|2022-01-17|9214.0|0|0.0|100|150.0|0|0.0|100
