|dates|Branch_Michigan_UnitedStates.JHU_ConfirmedCases.data|Branch_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Branch_Michigan_UnitedStates.NYT_ConfirmedCases.data|Branch_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Branch_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Branch_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Branch_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Branch_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6260.0|0|7109.0|0|110.0|0|0.0|100
0|2021-10-18|6293.0|0|7142.0|0|110.0|0|0.0|100
0|2021-10-19|6293.0|0|7142.0|0|110.0|0|0.0|100
0|2021-10-20|6330.0|0|7179.0|0|110.0|0|0.0|100
0|2021-10-21|6330.0|0|7179.0|0|110.0|0|0.0|100
0|2021-10-22|6366.0|0|7215.0|0|110.0|0|0.0|100
0|2021-10-23|6366.0|0|7215.0|0|110.0|0|0.0|100
0|2021-10-24|6366.0|0|7215.0|0|110.0|0|0.0|100
0|2021-10-25|6420.0|0|7269.0|0|111.0|0|0.0|100
0|2021-10-26|6420.0|0|7269.0|0|111.0|0|0.0|100
0|2021-10-27|6467.0|0|7316.0|0|113.0|0|0.0|100
0|2021-10-28|6467.0|0|7316.0|0|113.0|0|0.0|100
0|2021-10-29|6525.0|0|7374.0|0|113.0|0|0.0|100
0|2021-10-30|6525.0|0|7374.0|0|113.0|0|0.0|100
0|2021-10-31|6525.0|0|7374.0|0|113.0|0|0.0|100
0|2021-11-01|6597.0|0|7446.0|0|113.0|0|0.0|100
0|2021-11-02|6597.0|0|7446.0|0|113.0|0|0.0|100
0|2021-11-03|6679.0|0|7528.0|0|113.0|0|0.0|100
0|2021-11-04|6679.0|0|7528.0|0|113.0|0|0.0|100
0|2021-11-05|6747.0|0|7596.0|0|113.0|0|0.0|100
0|2021-11-06|6747.0|0|7596.0|0|113.0|0|0.0|100
0|2021-11-07|6747.0|0|7596.0|0|113.0|0|0.0|100
0|2021-11-08|6796.0|0|7645.0|0|113.0|0|0.0|100
0|2021-11-09|6796.0|0|7645.0|0|113.0|0|0.0|100
0|2021-11-10|6796.0|0|7739.0|0|113.0|0|0.0|100
0|2021-11-11|6890.0|0|7739.0|0|114.0|0|0.0|100
0|2021-11-12|6951.0|0|7800.0|0|114.0|0|0.0|100
0|2021-11-13|6951.0|0|7800.0|0|114.0|0|0.0|100
0|2021-11-14|6951.0|0|7800.0|0|114.0|0|0.0|100
0|2021-11-15|7058.0|0|7907.0|0|114.0|0|0.0|100
0|2021-11-16|7058.0|0|7907.0|0|114.0|0|0.0|100
0|2021-11-17|7185.0|0|8034.0|0|116.0|0|0.0|100
0|2021-11-18|7185.0|0|8034.0|0|116.0|0|0.0|100
0|2021-11-19|7291.0|0|8140.0|0|117.0|0|0.0|100
0|2021-11-20|7291.0|0|8140.0|0|117.0|0|0.0|100
0|2021-11-21|7291.0|0|8140.0|0|117.0|0|0.0|100
0|2021-11-22|7399.0|0|8248.0|0|118.0|0|0.0|100
0|2021-11-23|7399.0|0|8248.0|0|118.0|0|0.0|100
0|2021-11-24|7507.0|0|8356.0|0|122.0|0|0.0|100
0|2021-11-25|7507.0|0|8356.0|0|122.0|0|0.0|100
0|2021-11-26|7507.0|0|8356.0|0|122.0|0|0.0|100
0|2021-11-27|7507.0|0|8356.0|0|122.0|0|0.0|100
0|2021-11-28|7507.0|0|8356.0|0|122.0|0|0.0|100
0|2021-11-29|7633.0|0|8482.0|0|122.0|0|0.0|100
0|2021-11-30|7633.0|0|8482.0|0|122.0|0|0.0|100
0|2021-12-01|7723.0|0|8572.0|0|126.0|0|0.0|100
0|2021-12-02|7723.0|0|8572.0|0|126.0|0|0.0|100
0|2021-12-03|7846.0|0|8695.0|0|127.0|0|0.0|100
0|2021-12-04|7846.0|0|8695.0|0|127.0|0|0.0|100
0|2021-12-05|7846.0|0|8695.0|0|127.0|0|0.0|100
0|2021-12-06|7948.0|0|8797.0|0|127.0|0|0.0|100
0|2021-12-07|7948.0|0|8797.0|0|127.0|0|0.0|100
0|2021-12-08|8040.0|0|8889.0|0|128.0|0|0.0|100
0|2021-12-09|8040.0|0|8889.0|0|128.0|0|0.0|100
0|2021-12-10|8115.0|0|8964.0|0|130.0|0|0.0|100
0|2021-12-11|8115.0|0|8964.0|0|130.0|0|0.0|100
0|2021-12-12|8115.0|0|8964.0|0|130.0|0|0.0|100
0|2021-12-13|8209.0|0|9058.0|0|131.0|0|0.0|100
0|2021-12-14|8209.0|0|9058.0|0|131.0|0|0.0|100
0|2021-12-15|8283.0|0|9132.0|0|131.0|0|0.0|100
0|2021-12-16|8283.0|0|9132.0|0|131.0|0|0.0|100
0|2021-12-17|8337.0|0|9186.0|0|132.0|0|0.0|100
0|2021-12-18|8337.0|0|9186.0|0|132.0|0|0.0|100
0|2021-12-19|8337.0|0|9186.0|0|132.0|0|0.0|100
0|2021-12-20|8370.0|0|9219.0|0|133.0|0|0.0|100
