|dates|Weston_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Weston_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Weston_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Weston_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Weston_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|1203.0|0|1203.0|0|14.0|0|0.0|100
0|2021-12-08|1208.0|0|1208.0|0|14.0|0|0.0|100
0|2021-12-09|1211.0|0|1211.0|0|14.0|0|0.0|100
0|2021-12-10|1218.0|0|1218.0|0|14.0|0|0.0|100
0|2021-12-11|1218.0|0|1218.0|0|14.0|0|0.0|100
0|2021-12-12|1218.0|0|1218.0|0|14.0|0|0.0|100
0|2021-12-13|1226.0|0|1226.0|0|14.0|0|0.0|100
0|2021-12-14|1226.0|0|1232.0|0|14.0|0|0.0|100
0|2021-12-15|1236.0|0|1236.0|0|14.0|0|0.0|100
0|2021-12-16|1236.0|0|1236.0|0|14.0|0|0.0|100
0|2021-12-17|1236.0|0|1236.0|0|14.0|0|0.0|100
0|2021-12-18|1236.0|0|1236.0|0|14.0|0|0.0|100
0|2021-12-19|1236.0|0|1236.0|0|14.0|0|0.0|100
0|2021-12-20|1241.0|0|1241.0|0|14.0|0|0.0|100
0|2021-12-21|1243.0|0|1243.0|0|14.0|0|0.0|100
0|2021-12-22|1243.0|0|1243.0|0|14.0|0|0.0|100
0|2021-12-23|1246.0|0|1246.0|0|14.0|0|0.0|100
0|2021-12-24|1246.0|0|1246.0|0|14.0|0|0.0|100
0|2021-12-25|1246.0|0|1246.0|0|14.0|0|0.0|100
0|2021-12-26|1246.0|0|1246.0|0|14.0|0|0.0|100
0|2021-12-27|1247.0|0|1247.0|0|14.0|0|0.0|100
0|2021-12-28|1249.0|0|1249.0|0|14.0|0|0.0|100
0|2021-12-29|1252.0|0|1252.0|0|14.0|0|0.0|100
0|2021-12-30|1252.0|0|1254.0|0|14.0|0|0.0|100
0|2021-12-31|1254.0|0|1254.0|0|14.0|0|0.0|100
0|2022-01-01|1254.0|0|1254.0|0|14.0|0|0.0|100
0|2022-01-02|1254.0|0|1254.0|0|14.0|0|0.0|100
0|2022-01-03|1257.0|0|1257.0|0|14.0|0|0.0|100
0|2022-01-04|1257.0|0|1257.0|0|16.0|0|0.0|100
0|2022-01-05|1260.0|0|1260.0|0|16.0|0|0.0|100
0|2022-01-06|1261.0|0|1261.0|0|16.0|0|0.0|100
0|2022-01-07|1263.0|0|1263.0|0|16.0|0|0.0|100
0|2022-01-08|1263.0|0|1263.0|0|16.0|0|0.0|100
0|2022-01-09|1263.0|0|1263.0|0|16.0|0|0.0|100
0|2022-01-10|1268.0|0|1268.0|0|16.0|0|0.0|100
0|2022-01-11|1275.0|0|1275.0|0|16.0|0|0.0|100
0|2022-01-12|1279.0|0|1279.0|0|16.0|0|0.0|100
0|2022-01-13|1279.0|0|1283.0|0|16.0|0|0.0|100
0|2022-01-14|1291.0|0|1291.0|0|16.0|0|0.0|100
0|2022-01-15|1291.0|0|1291.0|0|16.0|0|0.0|100
0|2022-01-16|1291.0|0|1291.0|0|16.0|0|0.0|100
0|2022-01-17|1291.0|0|0.0|100|16.0|0|0.0|100
