|dates|BoxElder_Utah_UnitedStates.JHU_ConfirmedCases.data|BoxElder_Utah_UnitedStates.JHU_ConfirmedCases.missing|BoxElder_Utah_UnitedStates.NYT_ConfirmedCases.data|BoxElder_Utah_UnitedStates.NYT_ConfirmedCases.missing|BoxElder_Utah_UnitedStates.JHU_ConfirmedDeaths.data|BoxElder_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|BoxElder_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|BoxElder_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|52.0|0|8132.0|0|0.0|0|0.0|100
0|2021-10-18|52.0|0|8132.0|0|0.0|0|0.0|100
0|2021-10-19|52.0|0|8272.0|0|0.0|0|0.0|100
0|2021-10-20|52.0|0|8321.0|0|0.0|0|0.0|100
0|2021-10-21|52.0|0|8321.0|0|0.0|0|0.0|100
0|2021-10-22|52.0|0|8456.0|0|0.0|0|0.0|100
0|2021-10-23|52.0|0|8456.0|0|0.0|0|0.0|100
0|2021-10-24|52.0|0|8456.0|0|0.0|0|0.0|100
0|2021-10-25|52.0|0|8552.0|0|0.0|0|0.0|100
0|2021-10-26|52.0|0|8620.0|0|0.0|0|0.0|100
0|2021-10-27|52.0|0|8676.0|0|0.0|0|0.0|100
0|2021-10-28|52.0|0|8676.0|0|0.0|0|0.0|100
0|2021-10-29|52.0|0|8773.0|0|0.0|0|0.0|100
0|2021-10-30|52.0|0|8773.0|0|0.0|0|0.0|100
0|2021-10-31|52.0|0|8773.0|0|0.0|0|0.0|100
0|2021-11-01|52.0|0|8773.0|0|0.0|0|0.0|100
0|2021-11-02|52.0|0|8866.0|0|0.0|0|0.0|100
0|2021-11-03|52.0|0|8918.0|0|0.0|0|0.0|100
0|2021-11-04|52.0|0|8995.0|0|0.0|0|0.0|100
0|2021-11-05|52.0|0|9047.0|0|0.0|0|0.0|100
0|2021-11-06|52.0|0|9047.0|0|0.0|0|0.0|100
0|2021-11-07|52.0|0|9047.0|0|0.0|0|0.0|100
0|2021-11-08|52.0|0|9047.0|0|0.0|0|0.0|100
0|2021-11-09|52.0|0|9136.0|0|0.0|0|0.0|100
0|2021-11-10|52.0|0|9136.0|0|0.0|0|0.0|100
0|2021-11-11|52.0|0|9184.0|0|0.0|0|0.0|100
0|2021-11-12|52.0|0|9282.0|0|0.0|0|0.0|100
0|2021-11-13|52.0|0|9282.0|0|0.0|0|0.0|100
0|2021-11-14|52.0|0|9282.0|0|0.0|0|0.0|100
0|2021-11-15|52.0|0|9282.0|0|0.0|0|0.0|100
0|2021-11-16|52.0|0|9406.0|0|0.0|0|0.0|100
0|2021-11-17|52.0|0|9406.0|0|0.0|0|0.0|100
0|2021-11-18|52.0|0|9500.0|0|0.0|0|0.0|100
0|2021-11-19|52.0|0|9536.0|0|0.0|0|0.0|100
0|2021-11-20|52.0|0|9536.0|0|0.0|0|0.0|100
0|2021-11-21|52.0|0|9536.0|0|0.0|0|0.0|100
0|2021-11-22|52.0|0|9634.0|0|0.0|0|0.0|100
0|2021-11-23|52.0|0|9647.0|0|0.0|0|0.0|100
0|2021-11-24|52.0|0|9690.0|0|0.0|0|0.0|100
0|2021-11-25|52.0|0|9690.0|0|0.0|0|0.0|100
0|2021-11-26|52.0|0|9744.0|0|0.0|0|0.0|100
0|2021-11-27|52.0|0|9744.0|0|0.0|0|0.0|100
0|2021-11-28|52.0|0|9744.0|0|0.0|0|0.0|100
0|2021-11-29|52.0|0|9792.0|0|0.0|0|0.0|100
0|2021-11-30|52.0|0|9809.0|0|0.0|0|0.0|100
0|2021-12-01|52.0|0|9809.0|0|0.0|0|0.0|100
0|2021-12-02|52.0|0|9899.0|0|0.0|0|0.0|100
0|2021-12-03|52.0|0|9919.0|0|0.0|0|0.0|100
0|2021-12-04|52.0|0|9919.0|0|0.0|0|0.0|100
0|2021-12-05|52.0|0|9919.0|0|0.0|0|0.0|100
0|2021-12-06|52.0|0|9919.0|0|0.0|0|0.0|100
0|2021-12-07|52.0|0|10030.0|0|0.0|0|0.0|100
0|2021-12-08|52.0|0|10057.0|0|0.0|0|0.0|100
0|2021-12-09|52.0|0|10076.0|0|0.0|0|0.0|100
0|2021-12-10|52.0|0|10094.0|0|0.0|0|0.0|100
0|2021-12-11|52.0|0|10094.0|0|0.0|0|0.0|100
0|2021-12-12|52.0|0|10094.0|0|0.0|0|0.0|100
0|2021-12-13|52.0|0|10140.0|0|0.0|0|0.0|100
0|2021-12-14|52.0|0|10155.0|0|0.0|0|0.0|100
0|2021-12-15|52.0|0|10180.0|0|0.0|0|0.0|100
0|2021-12-16|52.0|0|10197.0|0|0.0|0|0.0|100
0|2021-12-17|52.0|0|10207.0|0|0.0|0|0.0|100
0|2021-12-18|52.0|0|10207.0|0|0.0|0|0.0|100
0|2021-12-19|52.0|0|10207.0|0|0.0|0|0.0|100
0|2021-12-20|52.0|0|10236.0|0|0.0|0|0.0|100
0|2021-12-21|52.0|0|10252.0|0|0.0|0|0.0|100
0|2021-12-22|52.0|0|10271.0|0|0.0|0|0.0|100
0|2021-12-23|52.0|0|10283.0|0|0.0|0|0.0|100
0|2021-12-24|52.0|0|10283.0|0|0.0|0|0.0|100
0|2021-12-25|52.0|0|10283.0|0|0.0|0|0.0|100
0|2021-12-26|52.0|0|10283.0|0|0.0|0|0.0|100
0|2021-12-27|52.0|0|10329.0|0|0.0|0|0.0|100
0|2021-12-28|52.0|0|10339.0|0|0.0|0|0.0|100
0|2021-12-29|52.0|0|10364.0|0|0.0|0|0.0|100
0|2021-12-30|52.0|0|10364.0|0|0.0|0|0.0|100
0|2021-12-31|52.0|0|10393.0|0|0.0|0|0.0|100
0|2022-01-01|52.0|0|10393.0|0|0.0|0|0.0|100
