|dates|Hardin_Illinois_UnitedStates.BLS_EmployedPopulation.data|Hardin_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Hardin_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Hardin_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Hardin_Illinois_UnitedStates.BLS_UnemploymentRate.data|Hardin_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Hardin_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Hardin_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-18|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-19|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-20|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-21|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-22|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-23|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-24|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-25|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-26|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-27|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-28|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-29|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-30|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-10-31|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-01|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-02|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-03|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-04|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-05|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-06|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-07|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-08|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-09|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-10|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-11|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-12|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-13|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-14|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-15|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-16|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-17|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-18|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-19|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-20|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-21|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-22|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-23|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-24|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-25|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-26|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-27|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-28|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-29|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-11-30|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-01|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-02|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-03|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-04|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-05|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-06|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-07|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-08|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-09|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-10|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-11|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-12|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-13|1230.0|0|82.0|0|6.25|0|1312.0|0
