|dates|Hardin_Illinois_UnitedStates.BLS_EmployedPopulation.data|Hardin_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Hardin_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Hardin_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Hardin_Illinois_UnitedStates.BLS_UnemploymentRate.data|Hardin_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Hardin_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Hardin_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-14|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-15|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-16|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-17|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-18|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-19|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-20|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-21|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-22|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-23|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-24|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-25|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-26|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-27|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-28|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-29|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-30|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2021-12-31|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-01|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-02|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-03|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-04|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-05|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-06|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-07|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-08|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-09|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-10|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-11|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-12|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-13|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-14|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-15|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-16|1230.0|0|82.0|0|6.25|0|1312.0|0
0|2022-01-17|1230.0|0|82.0|0|6.25|0|1312.0|0
