|dates|Lawrence_Indiana_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Indiana_UnitedStates.NYT_ConfirmedCases.data|Lawrence_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Lawrence_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7379.0|0|7382.0|0|168.0|0|0.0|100
0|2021-10-18|7403.0|0|7406.0|0|170.0|0|0.0|100
0|2021-10-19|7414.0|0|7417.0|0|170.0|0|0.0|100
0|2021-10-20|7433.0|0|7436.0|0|171.0|0|0.0|100
0|2021-10-21|7447.0|0|7450.0|0|171.0|0|0.0|100
0|2021-10-22|7457.0|0|7460.0|0|171.0|0|0.0|100
0|2021-10-23|7457.0|0|7460.0|0|171.0|0|0.0|100
0|2021-10-24|7457.0|0|7460.0|0|171.0|0|0.0|100
0|2021-10-25|7479.0|0|7482.0|0|172.0|0|0.0|100
0|2021-10-26|7494.0|0|7497.0|0|172.0|0|0.0|100
0|2021-10-27|7502.0|0|7505.0|0|172.0|0|0.0|100
0|2021-10-28|7514.0|0|7517.0|0|172.0|0|0.0|100
0|2021-10-29|7527.0|0|7530.0|0|174.0|0|0.0|100
0|2021-10-30|7527.0|0|7530.0|0|174.0|0|0.0|100
0|2021-10-31|7527.0|0|7530.0|0|174.0|0|0.0|100
0|2021-11-01|7545.0|0|7548.0|0|175.0|0|0.0|100
0|2021-11-02|7558.0|0|7561.0|0|176.0|0|0.0|100
0|2021-11-03|7580.0|0|7583.0|0|177.0|0|0.0|100
0|2021-11-04|7594.0|0|7597.0|0|178.0|0|0.0|100
0|2021-11-05|7608.0|0|7611.0|0|178.0|0|0.0|100
0|2021-11-06|7608.0|0|7611.0|0|178.0|0|0.0|100
0|2021-11-07|7608.0|0|7611.0|0|178.0|0|0.0|100
0|2021-11-08|7632.0|0|7635.0|0|178.0|0|0.0|100
0|2021-11-09|7643.0|0|7646.0|0|179.0|0|0.0|100
0|2021-11-10|7643.0|0|7662.0|0|179.0|0|0.0|100
0|2021-11-11|7694.0|0|7697.0|0|180.0|0|0.0|100
0|2021-11-12|7705.0|0|7708.0|0|180.0|0|0.0|100
0|2021-11-13|7705.0|0|7708.0|0|180.0|0|0.0|100
0|2021-11-14|7705.0|0|7708.0|0|180.0|0|0.0|100
0|2021-11-15|7726.0|0|7729.0|0|180.0|0|0.0|100
0|2021-11-16|7734.0|0|7737.0|0|180.0|0|0.0|100
0|2021-11-17|7757.0|0|7760.0|0|180.0|0|0.0|100
0|2021-11-18|7775.0|0|7778.0|0|181.0|0|0.0|100
0|2021-11-19|7789.0|0|7792.0|0|182.0|0|0.0|100
0|2021-11-20|7789.0|0|7792.0|0|182.0|0|0.0|100
0|2021-11-21|7789.0|0|7792.0|0|182.0|0|0.0|100
0|2021-11-22|7818.0|0|7821.0|0|182.0|0|0.0|100
0|2021-11-23|7836.0|0|7839.0|0|182.0|0|0.0|100
0|2021-11-24|7861.0|0|7864.0|0|182.0|0|0.0|100
0|2021-11-25|7861.0|0|7864.0|0|182.0|0|0.0|100
0|2021-11-26|7861.0|0|7864.0|0|182.0|0|0.0|100
0|2021-11-27|7861.0|0|7864.0|0|182.0|0|0.0|100
0|2021-11-28|7861.0|0|7864.0|0|182.0|0|0.0|100
0|2021-11-29|7922.0|0|7925.0|0|182.0|0|0.0|100
0|2021-11-30|7939.0|0|7942.0|0|184.0|0|0.0|100
0|2021-12-01|7989.0|0|7992.0|0|184.0|0|0.0|100
0|2021-12-02|7989.0|0|8021.0|0|184.0|0|0.0|100
0|2021-12-03|8057.0|0|8060.0|0|185.0|0|0.0|100
0|2021-12-04|8057.0|0|8060.0|0|185.0|0|0.0|100
0|2021-12-05|8057.0|0|8060.0|0|185.0|0|0.0|100
0|2021-12-06|8134.0|0|8137.0|0|185.0|0|0.0|100
0|2021-12-07|8159.0|0|8162.0|0|187.0|0|0.0|100
0|2021-12-08|8199.0|0|8202.0|0|188.0|0|0.0|100
0|2021-12-09|8230.0|0|8233.0|0|188.0|0|0.0|100
0|2021-12-10|8273.0|0|8276.0|0|188.0|0|0.0|100
0|2021-12-11|8273.0|0|8276.0|0|188.0|0|0.0|100
0|2021-12-12|8273.0|0|8276.0|0|188.0|0|0.0|100
0|2021-12-13|8348.0|0|8351.0|0|189.0|0|0.0|100
0|2021-12-14|8348.0|0|8391.0|0|189.0|0|0.0|100
0|2021-12-15|8428.0|0|8431.0|0|194.0|0|0.0|100
0|2021-12-16|8454.0|0|8457.0|0|194.0|0|0.0|100
0|2021-12-17|8502.0|0|8505.0|0|197.0|0|0.0|100
0|2021-12-18|8502.0|0|8505.0|0|197.0|0|0.0|100
0|2021-12-19|8502.0|0|8505.0|0|197.0|0|0.0|100
0|2021-12-20|8563.0|0|8566.0|0|199.0|0|0.0|100
0|2021-12-21|8593.0|0|8596.0|0|202.0|0|0.0|100
0|2021-12-22|8631.0|0|8634.0|0|202.0|0|0.0|100
0|2021-12-23|8631.0|0|8634.0|0|202.0|0|0.0|100
0|2021-12-24|8631.0|0|8634.0|0|202.0|0|0.0|100
0|2021-12-25|8631.0|0|8634.0|0|202.0|0|0.0|100
0|2021-12-26|8631.0|0|8634.0|0|202.0|0|0.0|100
0|2021-12-27|8739.0|0|8742.0|0|202.0|0|0.0|100
0|2021-12-28|8762.0|0|8765.0|0|202.0|0|0.0|100
0|2021-12-29|8795.0|0|8798.0|0|204.0|0|0.0|100
0|2021-12-30|8849.0|0|8852.0|0|205.0|0|0.0|100
0|2021-12-31|8849.0|0|8852.0|0|205.0|0|0.0|100
0|2022-01-01|8849.0|0|8852.0|0|205.0|0|0.0|100
0|2022-01-02|8849.0|0|8852.0|0|205.0|0|0.0|100
0|2022-01-03|8959.0|0|8962.0|0|205.0|0|0.0|100
0|2022-01-04|8991.0|0|8994.0|0|206.0|0|0.0|100
0|2022-01-05|9042.0|0|9045.0|0|206.0|0|0.0|100
0|2022-01-06|9098.0|0|9101.0|0|208.0|0|0.0|100
0|2022-01-07|9158.0|0|9161.0|0|210.0|0|0.0|100
0|2022-01-08|9158.0|0|9161.0|0|210.0|0|0.0|100
0|2022-01-09|9158.0|0|9161.0|0|210.0|0|0.0|100
0|2022-01-10|9314.0|0|9317.0|0|211.0|0|0.0|100
0|2022-01-11|9367.0|0|9370.0|0|213.0|0|0.0|100
0|2022-01-12|9459.0|0|9462.0|0|216.0|0|0.0|100
0|2022-01-13|9459.0|0|9548.0|0|216.0|0|0.0|100
0|2022-01-14|9655.0|0|9658.0|0|219.0|0|0.0|100
0|2022-01-15|9655.0|0|9658.0|0|219.0|0|0.0|100
0|2022-01-16|9655.0|0|9658.0|0|219.0|0|0.0|100
0|2022-01-17|9914.0|0|0.0|100|219.0|0|0.0|100
