|dates|Washington_Maine_UnitedStates.JHU_ConfirmedCases.data|Washington_Maine_UnitedStates.JHU_ConfirmedCases.missing|Washington_Maine_UnitedStates.NYT_ConfirmedCases.data|Washington_Maine_UnitedStates.NYT_ConfirmedCases.missing|Washington_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1702.0|0|1702.0|0|20.0|0|0.0|100
0|2021-10-18|1702.0|0|1702.0|0|20.0|0|0.0|100
0|2021-10-19|1728.0|0|1728.0|0|20.0|0|0.0|100
0|2021-10-20|1755.0|0|1755.0|0|20.0|0|0.0|100
0|2021-10-21|1785.0|0|1785.0|0|20.0|0|0.0|100
0|2021-10-22|1810.0|0|1810.0|0|20.0|0|0.0|100
0|2021-10-23|1823.0|0|1823.0|0|20.0|0|0.0|100
0|2021-10-24|1823.0|0|1823.0|0|20.0|0|0.0|100
0|2021-10-25|1823.0|0|1823.0|0|20.0|0|0.0|100
0|2021-10-26|1844.0|0|1844.0|0|20.0|0|0.0|100
0|2021-10-27|1854.0|0|1854.0|0|20.0|0|0.0|100
0|2021-10-28|1889.0|0|1889.0|0|20.0|0|0.0|100
0|2021-10-29|1907.0|0|1907.0|0|20.0|0|0.0|100
0|2021-10-30|1928.0|0|1928.0|0|20.0|0|0.0|100
0|2021-10-31|1928.0|0|1928.0|0|20.0|0|0.0|100
0|2021-11-01|1928.0|0|1928.0|0|20.0|0|0.0|100
0|2021-11-02|1952.0|0|1952.0|0|20.0|0|0.0|100
0|2021-11-03|1992.0|0|1992.0|0|21.0|0|0.0|100
0|2021-11-04|2014.0|0|2014.0|0|21.0|0|0.0|100
0|2021-11-05|2035.0|0|2035.0|0|23.0|0|0.0|100
0|2021-11-06|2058.0|0|2058.0|0|23.0|0|0.0|100
0|2021-11-07|2058.0|0|2058.0|0|23.0|0|0.0|100
0|2021-11-08|2058.0|0|2058.0|0|23.0|0|0.0|100
0|2021-11-09|2085.0|0|2085.0|0|25.0|0|0.0|100
0|2021-11-10|2099.0|0|2099.0|0|25.0|0|0.0|100
0|2021-11-11|2126.0|0|2126.0|0|26.0|0|0.0|100
0|2021-11-12|2126.0|0|2126.0|0|26.0|0|0.0|100
0|2021-11-13|2142.0|0|2142.0|0|26.0|0|0.0|100
0|2021-11-14|2142.0|0|2142.0|0|26.0|0|0.0|100
0|2021-11-15|2142.0|0|2142.0|0|26.0|0|0.0|100
0|2021-11-16|2166.0|0|2166.0|0|26.0|0|0.0|100
0|2021-11-17|2180.0|0|2180.0|0|26.0|0|0.0|100
0|2021-11-18|2238.0|0|2238.0|0|27.0|0|0.0|100
0|2021-11-19|2272.0|0|2272.0|0|27.0|0|0.0|100
0|2021-11-20|2293.0|0|2293.0|0|28.0|0|0.0|100
0|2021-11-21|2293.0|0|2293.0|0|28.0|0|0.0|100
0|2021-11-22|2293.0|0|2293.0|0|28.0|0|0.0|100
0|2021-11-23|2317.0|0|2317.0|0|28.0|0|0.0|100
0|2021-11-24|2350.0|0|2350.0|0|28.0|0|0.0|100
0|2021-11-25|2355.0|0|2355.0|0|28.0|0|0.0|100
0|2021-11-26|2355.0|0|2355.0|0|28.0|0|0.0|100
0|2021-11-27|2355.0|0|2355.0|0|28.0|0|0.0|100
0|2021-11-28|2355.0|0|2355.0|0|28.0|0|0.0|100
0|2021-11-29|2355.0|0|2355.0|0|29.0|0|0.0|100
0|2021-11-30|2354.0|0|2354.0|0|30.0|0|0.0|100
0|2021-12-01|2368.0|0|2368.0|0|30.0|0|0.0|100
0|2021-12-02|2390.0|0|2390.0|0|31.0|0|0.0|100
0|2021-12-03|2397.0|0|2397.0|0|31.0|0|0.0|100
0|2021-12-04|2415.0|0|2415.0|0|32.0|0|0.0|100
0|2021-12-05|2415.0|0|2415.0|0|32.0|0|0.0|100
0|2021-12-06|2415.0|0|2415.0|0|32.0|0|0.0|100
0|2021-12-07|2422.0|0|2422.0|0|35.0|0|0.0|100
0|2021-12-08|2452.0|0|2452.0|0|36.0|0|0.0|100
0|2021-12-09|2458.0|0|2458.0|0|36.0|0|0.0|100
0|2021-12-10|2499.0|0|2499.0|0|36.0|0|0.0|100
0|2021-12-11|2536.0|0|2536.0|0|37.0|0|0.0|100
0|2021-12-12|2537.0|0|2537.0|0|37.0|0|0.0|100
0|2021-12-13|2537.0|0|2537.0|0|37.0|0|0.0|100
0|2021-12-14|2537.0|0|2603.0|0|37.0|0|0.0|100
0|2021-12-15|2614.0|0|2614.0|0|37.0|0|0.0|100
0|2021-12-16|2625.0|0|2625.0|0|38.0|0|0.0|100
0|2021-12-17|2635.0|0|2635.0|0|38.0|0|0.0|100
0|2021-12-18|2655.0|0|2655.0|0|38.0|0|0.0|100
0|2021-12-19|2655.0|0|2655.0|0|38.0|0|0.0|100
0|2021-12-20|2655.0|0|2655.0|0|38.0|0|0.0|100
0|2021-12-21|2667.0|0|2667.0|0|38.0|0|0.0|100
0|2021-12-22|2699.0|0|2699.0|0|38.0|0|0.0|100
0|2021-12-23|2701.0|0|2701.0|0|38.0|0|0.0|100
0|2021-12-24|2708.0|0|2708.0|0|38.0|0|0.0|100
0|2021-12-25|2708.0|0|2708.0|0|38.0|0|0.0|100
0|2021-12-26|2708.0|0|2708.0|0|38.0|0|0.0|100
0|2021-12-27|2708.0|0|2708.0|0|38.0|0|0.0|100
0|2021-12-28|2740.0|0|2740.0|0|38.0|0|0.0|100
0|2021-12-29|2781.0|0|2781.0|0|39.0|0|0.0|100
0|2021-12-30|2785.0|0|2785.0|0|39.0|0|0.0|100
0|2021-12-31|2790.0|0|2790.0|0|39.0|0|0.0|100
0|2022-01-01|2790.0|0|2790.0|0|39.0|0|0.0|100
0|2022-01-02|2790.0|0|2790.0|0|39.0|0|0.0|100
0|2022-01-03|2790.0|0|2790.0|0|39.0|0|0.0|100
0|2022-01-04|2810.0|0|2810.0|0|40.0|0|0.0|100
0|2022-01-05|2815.0|0|2815.0|0|41.0|0|0.0|100
0|2022-01-06|2829.0|0|2829.0|0|41.0|0|0.0|100
0|2022-01-07|2843.0|0|2843.0|0|41.0|0|0.0|100
0|2022-01-08|2861.0|0|2861.0|0|41.0|0|0.0|100
0|2022-01-09|2861.0|0|2861.0|0|41.0|0|0.0|100
0|2022-01-10|2861.0|0|2861.0|0|41.0|0|0.0|100
0|2022-01-11|2868.0|0|2868.0|0|41.0|0|0.0|100
0|2022-01-12|2874.0|0|2874.0|0|41.0|0|0.0|100
0|2022-01-13|2874.0|0|2886.0|0|41.0|0|0.0|100
0|2022-01-14|2914.0|0|2914.0|0|42.0|0|0.0|100
0|2022-01-15|2945.0|0|2945.0|0|43.0|0|0.0|100
0|2022-01-16|2945.0|0|2945.0|0|43.0|0|0.0|100
0|2022-01-17|2945.0|0|0.0|100|43.0|0|0.0|100
