|dates|Prairie_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Prairie_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Prairie_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Prairie_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Prairie_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Prairie_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Prairie_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Prairie_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|1322.0|0|1322.0|0|30.0|0|0.0|100
0|2021-12-22|1326.0|0|1326.0|0|30.0|0|0.0|100
0|2021-12-23|1328.0|0|1328.0|0|30.0|0|0.0|100
0|2021-12-24|1330.0|0|1330.0|0|30.0|0|0.0|100
0|2021-12-25|1330.0|0|1330.0|0|30.0|0|0.0|100
0|2021-12-26|1330.0|0|1330.0|0|30.0|0|0.0|100
0|2021-12-27|1336.0|0|1336.0|0|30.0|0|0.0|100
0|2021-12-28|1336.0|0|1336.0|0|30.0|0|0.0|100
0|2021-12-29|1346.0|0|1346.0|0|30.0|0|0.0|100
0|2021-12-30|1350.0|0|1350.0|0|31.0|0|0.0|100
0|2021-12-31|1355.0|0|1355.0|0|31.0|0|0.0|100
0|2022-01-01|1361.0|0|1361.0|0|31.0|0|0.0|100
0|2022-01-02|1366.0|0|1366.0|0|31.0|0|0.0|100
0|2022-01-03|1371.0|0|1371.0|0|31.0|0|0.0|100
0|2022-01-04|1385.0|0|1385.0|0|32.0|0|0.0|100
0|2022-01-05|1396.0|0|1396.0|0|32.0|0|0.0|100
0|2022-01-06|1408.0|0|1408.0|0|32.0|0|0.0|100
0|2022-01-07|1426.0|0|1426.0|0|32.0|0|0.0|100
0|2022-01-08|1442.0|0|1442.0|0|32.0|0|0.0|100
0|2022-01-09|1442.0|0|1442.0|0|32.0|0|0.0|100
0|2022-01-10|1451.0|0|1451.0|0|32.0|0|0.0|100
0|2022-01-11|1472.0|0|1472.0|0|32.0|0|0.0|100
0|2022-01-12|1498.0|0|1498.0|0|32.0|0|0.0|100
0|2022-01-13|1498.0|0|1529.0|0|32.0|0|0.0|100
0|2022-01-14|1571.0|0|1571.0|0|32.0|0|0.0|100
0|2022-01-15|1599.0|0|1599.0|0|32.0|0|0.0|100
0|2022-01-16|1612.0|0|1612.0|0|32.0|0|0.0|100
0|2022-01-17|1621.0|0|0.0|100|32.0|0|0.0|100
