|dates|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Mecklenburg_Virginia_UnitedStates.NYT_ConfirmedCases.data|Mecklenburg_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|3577.0|0|3577.0|0|89.0|0|0.0|100
0|2021-12-01|3595.0|0|3595.0|0|89.0|0|0.0|100
0|2021-12-02|3599.0|0|3599.0|0|89.0|0|0.0|100
0|2021-12-03|3606.0|0|3606.0|0|89.0|0|0.0|100
0|2021-12-04|3606.0|0|3606.0|0|89.0|0|0.0|100
0|2021-12-05|3606.0|0|3606.0|0|89.0|0|0.0|100
0|2021-12-06|3625.0|0|3625.0|0|90.0|0|0.0|100
0|2021-12-07|3626.0|0|3626.0|0|91.0|0|0.0|100
0|2021-12-08|3643.0|0|3643.0|0|91.0|0|0.0|100
0|2021-12-09|3650.0|0|3650.0|0|91.0|0|0.0|100
0|2021-12-10|3656.0|0|3656.0|0|91.0|0|0.0|100
0|2021-12-11|3656.0|0|3656.0|0|91.0|0|0.0|100
0|2021-12-12|3656.0|0|3656.0|0|91.0|0|0.0|100
0|2021-12-13|3665.0|0|3665.0|0|93.0|0|0.0|100
0|2021-12-14|3665.0|0|3675.0|0|93.0|0|0.0|100
0|2021-12-15|3671.0|0|3671.0|0|93.0|0|0.0|100
0|2021-12-16|3682.0|0|3682.0|0|93.0|0|0.0|100
0|2021-12-17|3686.0|0|3686.0|0|93.0|0|0.0|100
0|2021-12-18|3686.0|0|3686.0|0|93.0|0|0.0|100
0|2021-12-19|3686.0|0|3686.0|0|93.0|0|0.0|100
0|2021-12-20|3698.0|0|3698.0|0|94.0|0|0.0|100
0|2021-12-21|3710.0|0|3710.0|0|94.0|0|0.0|100
0|2021-12-22|3716.0|0|3716.0|0|94.0|0|0.0|100
0|2021-12-23|3727.0|0|3727.0|0|95.0|0|0.0|100
0|2021-12-24|3739.0|0|3739.0|0|95.0|0|0.0|100
0|2021-12-25|3739.0|0|3739.0|0|95.0|0|0.0|100
0|2021-12-26|3739.0|0|3739.0|0|95.0|0|0.0|100
0|2021-12-27|3745.0|0|3745.0|0|95.0|0|0.0|100
0|2021-12-28|3745.0|0|3745.0|0|97.0|0|0.0|100
0|2021-12-29|3749.0|0|3749.0|0|97.0|0|0.0|100
0|2021-12-30|3771.0|0|3771.0|0|98.0|0|0.0|100
0|2021-12-31|3827.0|0|3827.0|0|98.0|0|0.0|100
0|2022-01-01|3827.0|0|3827.0|0|98.0|0|0.0|100
0|2022-01-02|3827.0|0|3827.0|0|98.0|0|0.0|100
0|2022-01-03|3896.0|0|3896.0|0|98.0|0|0.0|100
0|2022-01-04|3929.0|0|3929.0|0|98.0|0|0.0|100
0|2022-01-05|3941.0|0|3941.0|0|98.0|0|0.0|100
0|2022-01-06|3972.0|0|3972.0|0|98.0|0|0.0|100
0|2022-01-07|4002.0|0|4002.0|0|98.0|0|0.0|100
0|2022-01-08|4002.0|0|4002.0|0|98.0|0|0.0|100
0|2022-01-09|4002.0|0|4002.0|0|98.0|0|0.0|100
0|2022-01-10|4131.0|0|4131.0|0|98.0|0|0.0|100
0|2022-01-11|4150.0|0|4150.0|0|98.0|0|0.0|100
0|2022-01-12|4194.0|0|4194.0|0|99.0|0|0.0|100
0|2022-01-13|4194.0|0|4261.0|0|99.0|0|0.0|100
0|2022-01-14|4292.0|0|4292.0|0|99.0|0|0.0|100
0|2022-01-15|4292.0|0|4292.0|0|99.0|0|0.0|100
0|2022-01-16|4292.0|0|4292.0|0|99.0|0|0.0|100
0|2022-01-17|4394.0|0|0.0|100|100.0|0|0.0|100
