|dates|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Mecklenburg_Virginia_UnitedStates.NYT_ConfirmedCases.data|Mecklenburg_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Mecklenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3320.0|0|3320.0|0|81.0|0|0.0|100
0|2021-10-18|3334.0|0|3334.0|0|81.0|0|0.0|100
0|2021-10-19|3341.0|0|3341.0|0|81.0|0|0.0|100
0|2021-10-20|3357.0|0|3357.0|0|81.0|0|0.0|100
0|2021-10-21|3366.0|0|3366.0|0|81.0|0|0.0|100
0|2021-10-22|3378.0|0|3378.0|0|82.0|0|0.0|100
0|2021-10-23|3378.0|0|3378.0|0|82.0|0|0.0|100
0|2021-10-24|3378.0|0|3378.0|0|82.0|0|0.0|100
0|2021-10-25|3387.0|0|3387.0|0|82.0|0|0.0|100
0|2021-10-26|3393.0|0|3393.0|0|83.0|0|0.0|100
0|2021-10-27|3407.0|0|3407.0|0|83.0|0|0.0|100
0|2021-10-28|3413.0|0|3413.0|0|83.0|0|0.0|100
0|2021-10-29|3417.0|0|3417.0|0|83.0|0|0.0|100
0|2021-10-30|3417.0|0|3417.0|0|83.0|0|0.0|100
0|2021-10-31|3417.0|0|3417.0|0|83.0|0|0.0|100
0|2021-11-01|3432.0|0|3432.0|0|84.0|0|0.0|100
0|2021-11-02|3438.0|0|3438.0|0|84.0|0|0.0|100
0|2021-11-03|3440.0|0|3440.0|0|84.0|0|0.0|100
0|2021-11-04|3441.0|0|3441.0|0|84.0|0|0.0|100
0|2021-11-05|3442.0|0|3442.0|0|84.0|0|0.0|100
0|2021-11-06|3442.0|0|3442.0|0|84.0|0|0.0|100
0|2021-11-07|3442.0|0|3442.0|0|84.0|0|0.0|100
0|2021-11-08|3455.0|0|3455.0|0|86.0|0|0.0|100
0|2021-11-09|3464.0|0|3464.0|0|86.0|0|0.0|100
0|2021-11-10|3464.0|0|3470.0|0|86.0|0|0.0|100
0|2021-11-11|3490.0|0|3490.0|0|86.0|0|0.0|100
0|2021-11-12|3511.0|0|3511.0|0|86.0|0|0.0|100
0|2021-11-13|3511.0|0|3511.0|0|86.0|0|0.0|100
0|2021-11-14|3511.0|0|3511.0|0|86.0|0|0.0|100
0|2021-11-15|3514.0|0|3514.0|0|86.0|0|0.0|100
0|2021-11-16|3523.0|0|3523.0|0|86.0|0|0.0|100
0|2021-11-17|3529.0|0|3529.0|0|86.0|0|0.0|100
0|2021-11-18|3530.0|0|3530.0|0|86.0|0|0.0|100
0|2021-11-19|3537.0|0|3537.0|0|86.0|0|0.0|100
0|2021-11-20|3537.0|0|3537.0|0|86.0|0|0.0|100
0|2021-11-21|3537.0|0|3537.0|0|86.0|0|0.0|100
0|2021-11-22|3547.0|0|3547.0|0|87.0|0|0.0|100
0|2021-11-23|3556.0|0|3556.0|0|87.0|0|0.0|100
0|2021-11-24|3557.0|0|3557.0|0|87.0|0|0.0|100
0|2021-11-25|3560.0|0|3560.0|0|88.0|0|0.0|100
0|2021-11-26|3565.0|0|3565.0|0|88.0|0|0.0|100
0|2021-11-27|3565.0|0|3565.0|0|88.0|0|0.0|100
0|2021-11-28|3565.0|0|3565.0|0|88.0|0|0.0|100
0|2021-11-29|3575.0|0|3575.0|0|89.0|0|0.0|100
