|dates|Fairfax_Virginia_UnitedStates.JHU_ConfirmedCases.data|Fairfax_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Fairfax_Virginia_UnitedStates.NYT_ConfirmedCases.data|Fairfax_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Fairfax_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Fairfax_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fairfax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fairfax_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|90382.0|0|90382.0|0|1170.0|0|0.0|100
0|2021-10-18|90793.0|0|90793.0|0|1173.0|0|0.0|100
0|2021-10-19|90936.0|0|90936.0|0|1176.0|0|0.0|100
0|2021-10-20|91057.0|0|91057.0|0|1177.0|0|0.0|100
0|2021-10-21|91190.0|0|91190.0|0|1177.0|0|0.0|100
0|2021-10-22|91314.0|0|91314.0|0|1178.0|0|0.0|100
0|2021-10-23|91314.0|0|91314.0|0|1178.0|0|0.0|100
0|2021-10-24|91314.0|0|91314.0|0|1178.0|0|0.0|100
0|2021-10-25|91545.0|0|91545.0|0|1181.0|0|0.0|100
0|2021-10-26|91628.0|0|91628.0|0|1181.0|0|0.0|100
0|2021-10-27|91747.0|0|91747.0|0|1182.0|0|0.0|100
0|2021-10-28|91844.0|0|91844.0|0|1183.0|0|0.0|100
0|2021-10-29|91963.0|0|91963.0|0|1183.0|0|0.0|100
0|2021-10-30|91963.0|0|91963.0|0|1183.0|0|0.0|100
0|2021-10-31|91963.0|0|91963.0|0|1183.0|0|0.0|100
0|2021-11-01|92128.0|0|92128.0|0|1180.0|0|0.0|100
0|2021-11-02|92182.0|0|92182.0|0|1177.0|0|0.0|100
0|2021-11-03|92312.0|0|92312.0|0|1177.0|0|0.0|100
0|2021-11-04|92377.0|0|92377.0|0|1178.0|0|0.0|100
0|2021-11-05|92427.0|0|92427.0|0|1177.0|0|0.0|100
0|2021-11-06|92427.0|0|92427.0|0|1177.0|0|0.0|100
0|2021-11-07|92427.0|0|92427.0|0|1177.0|0|0.0|100
0|2021-11-08|92594.0|0|92594.0|0|1172.0|0|0.0|100
0|2021-11-09|92658.0|0|92658.0|0|1172.0|0|0.0|100
0|2021-11-10|92723.0|0|92723.0|0|1171.0|0|0.0|100
0|2021-11-11|92793.0|0|92793.0|0|1166.0|0|0.0|100
0|2021-11-12|92907.0|0|92907.0|0|1168.0|0|0.0|100
0|2021-11-13|92907.0|0|92907.0|0|1168.0|0|0.0|100
0|2021-11-14|92907.0|0|92907.0|0|1168.0|0|0.0|100
0|2021-11-15|93134.0|0|93134.0|0|1171.0|0|0.0|100
0|2021-11-16|93142.0|0|93142.0|0|1172.0|0|0.0|100
0|2021-11-17|93355.0|0|93355.0|0|1173.0|0|0.0|100
0|2021-11-18|93462.0|0|93462.0|0|1175.0|0|0.0|100
0|2021-11-19|93639.0|0|93639.0|0|1176.0|0|0.0|100
0|2021-11-20|93639.0|0|93639.0|0|1176.0|0|0.0|100
0|2021-11-21|93639.0|0|93639.0|0|1176.0|0|0.0|100
0|2021-11-22|93998.0|0|93998.0|0|1176.0|0|0.0|100
0|2021-11-23|94121.0|0|94121.0|0|1176.0|0|0.0|100
0|2021-11-24|94292.0|0|94292.0|0|1176.0|0|0.0|100
0|2021-11-25|94453.0|0|94453.0|0|1176.0|0|0.0|100
0|2021-11-26|94555.0|0|94555.0|0|1177.0|0|0.0|100
0|2021-11-27|94555.0|0|94555.0|0|1177.0|0|0.0|100
0|2021-11-28|94555.0|0|94555.0|0|1177.0|0|0.0|100
0|2021-11-29|94835.0|0|94835.0|0|1177.0|0|0.0|100
0|2021-11-30|94982.0|0|94982.0|0|1177.0|0|0.0|100
0|2021-12-01|95238.0|0|95238.0|0|1178.0|0|0.0|100
0|2021-12-02|95470.0|0|95470.0|0|1178.0|0|0.0|100
0|2021-12-03|95666.0|0|95666.0|0|1178.0|0|0.0|100
0|2021-12-04|95666.0|0|95666.0|0|1178.0|0|0.0|100
0|2021-12-05|95666.0|0|95666.0|0|1178.0|0|0.0|100
0|2021-12-06|96161.0|0|96161.0|0|1178.0|0|0.0|100
0|2021-12-07|96309.0|0|96309.0|0|1178.0|0|0.0|100
0|2021-12-08|96647.0|0|96647.0|0|1179.0|0|0.0|100
0|2021-12-09|96870.0|0|96870.0|0|1178.0|0|0.0|100
0|2021-12-10|97108.0|0|97108.0|0|1178.0|0|0.0|100
0|2021-12-11|97108.0|0|97108.0|0|1178.0|0|0.0|100
0|2021-12-12|97108.0|0|97108.0|0|1178.0|0|0.0|100
0|2021-12-13|97678.0|0|97678.0|0|1179.0|0|0.0|100
0|2021-12-14|97678.0|0|97873.0|0|1179.0|0|0.0|100
0|2021-12-15|98198.0|0|98198.0|0|1184.0|0|0.0|100
0|2021-12-16|98517.0|0|98517.0|0|1185.0|0|0.0|100
0|2021-12-17|98953.0|0|98953.0|0|1187.0|0|0.0|100
0|2021-12-18|98953.0|0|98953.0|0|1187.0|0|0.0|100
0|2021-12-19|98953.0|0|98953.0|0|1187.0|0|0.0|100
