|dates|Suffolk_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Suffolk_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Suffolk_NewYork_UnitedStates.NYT_ConfirmedDeaths.data|Suffolk_NewYork_UnitedStates.NYT_ConfirmedDeaths.missing|Suffolk_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Suffolk_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Suffolk_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Suffolk_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|3590.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|3593.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|3596.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|3601.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|3605.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|3609.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|3611.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|3613.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|3616.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|3617.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|3620.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|3621.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|3624.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|3630.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|3631.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|3634.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|3635.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|3638.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|3639.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|3640.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|3641.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|3643.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|3644.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|3644.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|3645.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|3649.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|3652.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|3653.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|3657.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|3659.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|3660.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|3662.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|3666.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|3668.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|3669.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|3669.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|3669.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|3670.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|3673.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|3673.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|3673.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|3677.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|3681.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|3682.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|3688.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|3692.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|3694.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|3695.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|3697.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|3698.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|3701.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|3704.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|3705.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|3707.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|3710.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|3711.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|3712.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|3717.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|3721.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|3726.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|3731.0|0|0.0|100|0.0|100
