|dates|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Davidson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Davidson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Davidson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|26060.0|0|26060.0|0|311.0|0|0.0|100
0|2021-11-09|26083.0|0|26083.0|0|312.0|0|0.0|100
0|2021-11-10|26125.0|0|26125.0|0|312.0|0|0.0|100
0|2021-11-11|26125.0|0|26125.0|0|312.0|0|0.0|100
0|2021-11-12|26181.0|0|26181.0|0|311.0|0|0.0|100
0|2021-11-13|26181.0|0|26181.0|0|311.0|0|0.0|100
0|2021-11-14|26181.0|0|26181.0|0|311.0|0|0.0|100
0|2021-11-15|26288.0|0|26288.0|0|311.0|0|0.0|100
0|2021-11-16|26308.0|0|26308.0|0|311.0|0|0.0|100
0|2021-11-17|26349.0|0|26349.0|0|312.0|0|0.0|100
0|2021-11-18|26390.0|0|26390.0|0|314.0|0|0.0|100
0|2021-11-19|26438.0|0|26438.0|0|314.0|0|0.0|100
0|2021-11-20|26438.0|0|26438.0|0|314.0|0|0.0|100
0|2021-11-21|26438.0|0|26438.0|0|314.0|0|0.0|100
0|2021-11-22|26563.0|0|26563.0|0|314.0|0|0.0|100
0|2021-11-23|26603.0|0|26603.0|0|314.0|0|0.0|100
0|2021-11-24|26658.0|0|26658.0|0|314.0|0|0.0|100
0|2021-11-25|26658.0|0|26658.0|0|314.0|0|0.0|100
0|2021-11-26|26658.0|0|26658.0|0|314.0|0|0.0|100
0|2021-11-27|26658.0|0|26658.0|0|314.0|0|0.0|100
0|2021-11-28|26658.0|0|26658.0|0|314.0|0|0.0|100
0|2021-11-29|26823.0|0|26823.0|0|315.0|0|0.0|100
0|2021-11-30|26873.0|0|26873.0|0|316.0|0|0.0|100
0|2021-12-01|26920.0|0|26920.0|0|318.0|0|0.0|100
0|2021-12-02|26975.0|0|26975.0|0|319.0|0|0.0|100
0|2021-12-03|27058.0|0|27058.0|0|319.0|0|0.0|100
0|2021-12-04|27058.0|0|27058.0|0|319.0|0|0.0|100
0|2021-12-05|27058.0|0|27058.0|0|319.0|0|0.0|100
0|2021-12-06|27257.0|0|27257.0|0|320.0|0|0.0|100
0|2021-12-07|27323.0|0|27323.0|0|320.0|0|0.0|100
0|2021-12-08|27413.0|0|27413.0|0|322.0|0|0.0|100
0|2021-12-09|27494.0|0|27494.0|0|324.0|0|0.0|100
0|2021-12-10|27577.0|0|27577.0|0|326.0|0|0.0|100
0|2021-12-11|27577.0|0|27577.0|0|326.0|0|0.0|100
0|2021-12-12|27577.0|0|27577.0|0|326.0|0|0.0|100
0|2021-12-13|27787.0|0|27787.0|0|326.0|0|0.0|100
0|2021-12-14|27787.0|0|27826.0|0|326.0|0|0.0|100
0|2021-12-15|27892.0|0|27892.0|0|328.0|0|0.0|100
0|2021-12-16|27973.0|0|27973.0|0|328.0|0|0.0|100
0|2021-12-17|28053.0|0|28053.0|0|329.0|0|0.0|100
0|2021-12-18|28053.0|0|28053.0|0|329.0|0|0.0|100
0|2021-12-19|28053.0|0|28053.0|0|329.0|0|0.0|100
0|2021-12-20|28248.0|0|28248.0|0|330.0|0|0.0|100
0|2021-12-21|28317.0|0|28317.0|0|330.0|0|0.0|100
0|2021-12-22|28387.0|0|28387.0|0|332.0|0|0.0|100
0|2021-12-23|28387.0|0|28387.0|0|332.0|0|0.0|100
0|2021-12-24|28387.0|0|28387.0|0|332.0|0|0.0|100
0|2021-12-25|28387.0|0|28387.0|0|332.0|0|0.0|100
0|2021-12-26|28387.0|0|28387.0|0|332.0|0|0.0|100
0|2021-12-27|28387.0|0|28387.0|0|332.0|0|0.0|100
0|2021-12-28|28789.0|0|28789.0|0|336.0|0|0.0|100
0|2021-12-29|28883.0|0|28883.0|0|338.0|0|0.0|100
0|2021-12-30|29126.0|0|29126.0|0|339.0|0|0.0|100
0|2021-12-31|29126.0|0|29386.0|0|339.0|0|0.0|100
0|2022-01-01|29126.0|0|29386.0|0|339.0|0|0.0|100
0|2022-01-02|29126.0|0|29386.0|0|339.0|0|0.0|100
0|2022-01-03|29991.0|0|29991.0|0|343.0|0|0.0|100
0|2022-01-04|30177.0|0|30177.0|0|344.0|0|0.0|100
0|2022-01-05|30359.0|0|30359.0|0|344.0|0|0.0|100
0|2022-01-06|30700.0|0|30700.0|0|345.0|0|0.0|100
0|2022-01-07|30973.0|0|30973.0|0|347.0|0|0.0|100
0|2022-01-08|30973.0|0|30973.0|0|347.0|0|0.0|100
0|2022-01-09|30973.0|0|30973.0|0|347.0|0|0.0|100
0|2022-01-10|32071.0|0|32071.0|0|349.0|0|0.0|100
0|2022-01-11|32499.0|0|32499.0|0|350.0|0|0.0|100
0|2022-01-12|32836.0|0|32836.0|0|350.0|0|0.0|100
0|2022-01-13|32836.0|0|33279.0|0|350.0|0|0.0|100
0|2022-01-14|33827.0|0|33827.0|0|353.0|0|0.0|100
0|2022-01-15|33827.0|0|33827.0|0|353.0|0|0.0|100
0|2022-01-16|33827.0|0|33827.0|0|353.0|0|0.0|100
0|2022-01-17|33827.0|0|0.0|100|353.0|0|0.0|100
