|dates|Minidoka_Idaho_UnitedStates.JHU_ConfirmedCases.data|Minidoka_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Minidoka_Idaho_UnitedStates.NYT_ConfirmedCases.data|Minidoka_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Minidoka_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Minidoka_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Minidoka_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Minidoka_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3070.0|0|3070.0|0|44.0|0|0.0|100
0|2021-10-18|3073.0|0|3073.0|0|44.0|0|0.0|100
0|2021-10-19|3078.0|0|3078.0|0|45.0|0|0.0|100
0|2021-10-20|3088.0|0|3088.0|0|45.0|0|0.0|100
0|2021-10-21|3097.0|0|3097.0|0|45.0|0|0.0|100
0|2021-10-22|3106.0|0|3106.0|0|45.0|0|0.0|100
0|2021-10-23|3110.0|0|3110.0|0|45.0|0|0.0|100
0|2021-10-24|3110.0|0|3110.0|0|45.0|0|0.0|100
0|2021-10-25|3115.0|0|3115.0|0|45.0|0|0.0|100
0|2021-10-26|3121.0|0|3121.0|0|45.0|0|0.0|100
0|2021-10-27|3130.0|0|3130.0|0|45.0|0|0.0|100
0|2021-10-28|3143.0|0|3143.0|0|45.0|0|0.0|100
0|2021-10-29|3152.0|0|3152.0|0|46.0|0|0.0|100
0|2021-10-30|3162.0|0|3162.0|0|46.0|0|0.0|100
0|2021-10-31|3162.0|0|3162.0|0|46.0|0|0.0|100
0|2021-11-01|3167.0|0|3167.0|0|46.0|0|0.0|100
0|2021-11-02|3173.0|0|3173.0|0|46.0|0|0.0|100
0|2021-11-03|3178.0|0|3178.0|0|47.0|0|0.0|100
0|2021-11-04|3181.0|0|3181.0|0|48.0|0|0.0|100
0|2021-11-05|3192.0|0|3192.0|0|48.0|0|0.0|100
0|2021-11-06|3196.0|0|3196.0|0|48.0|0|0.0|100
0|2021-11-07|3196.0|0|3196.0|0|48.0|0|0.0|100
0|2021-11-08|3199.0|0|3199.0|0|48.0|0|0.0|100
0|2021-11-09|3202.0|0|3202.0|0|48.0|0|0.0|100
0|2021-11-10|3202.0|0|3204.0|0|48.0|0|0.0|100
0|2021-11-11|3204.0|0|3204.0|0|49.0|0|0.0|100
0|2021-11-12|3212.0|0|3204.0|0|49.0|0|0.0|100
0|2021-11-13|3213.0|0|3212.0|0|49.0|0|0.0|100
0|2021-11-14|3213.0|0|3213.0|0|49.0|0|0.0|100
0|2021-11-15|3215.0|0|3215.0|0|49.0|0|0.0|100
0|2021-11-16|3220.0|0|3220.0|0|49.0|0|0.0|100
0|2021-11-17|3222.0|0|3222.0|0|49.0|0|0.0|100
0|2021-11-18|3225.0|0|3225.0|0|49.0|0|0.0|100
0|2021-11-19|3229.0|0|3225.0|0|49.0|0|0.0|100
0|2021-11-20|3230.0|0|3230.0|0|49.0|0|0.0|100
0|2021-11-21|3230.0|0|3230.0|0|49.0|0|0.0|100
0|2021-11-22|3232.0|0|3232.0|0|49.0|0|0.0|100
0|2021-11-23|3235.0|0|3235.0|0|49.0|0|0.0|100
0|2021-11-24|3239.0|0|3239.0|0|49.0|0|0.0|100
0|2021-11-25|3239.0|0|3239.0|0|49.0|0|0.0|100
0|2021-11-26|3241.0|0|3241.0|0|49.0|0|0.0|100
0|2021-11-27|3243.0|0|3243.0|0|49.0|0|0.0|100
0|2021-11-28|3243.0|0|3243.0|0|49.0|0|0.0|100
0|2021-11-29|3244.0|0|3244.0|0|50.0|0|0.0|100
0|2021-11-30|3248.0|0|3248.0|0|50.0|0|0.0|100
0|2021-12-01|3249.0|0|3249.0|0|50.0|0|0.0|100
0|2021-12-02|3249.0|0|3253.0|0|50.0|0|0.0|100
0|2021-12-03|3254.0|0|3253.0|0|52.0|0|0.0|100
0|2021-12-04|3258.0|0|3258.0|0|52.0|0|0.0|100
0|2021-12-05|3258.0|0|3258.0|0|52.0|0|0.0|100
0|2021-12-06|3258.0|0|3258.0|0|52.0|0|0.0|100
0|2021-12-07|3261.0|0|3261.0|0|52.0|0|0.0|100
0|2021-12-08|3261.0|0|3261.0|0|52.0|0|0.0|100
0|2021-12-09|3263.0|0|3263.0|0|52.0|0|0.0|100
0|2021-12-10|3263.0|0|3263.0|0|52.0|0|0.0|100
0|2021-12-11|3265.0|0|3265.0|0|52.0|0|0.0|100
0|2021-12-12|3265.0|0|3265.0|0|52.0|0|0.0|100
0|2021-12-13|3276.0|0|3276.0|0|52.0|0|0.0|100
0|2021-12-14|3276.0|0|3277.0|0|52.0|0|0.0|100
0|2021-12-15|3283.0|0|3283.0|0|52.0|0|0.0|100
0|2021-12-16|3284.0|0|3284.0|0|52.0|0|0.0|100
0|2021-12-17|3287.0|0|3287.0|0|52.0|0|0.0|100
0|2021-12-18|3289.0|0|3289.0|0|52.0|0|0.0|100
0|2021-12-19|3289.0|0|3289.0|0|52.0|0|0.0|100
0|2021-12-20|3290.0|0|3290.0|0|52.0|0|0.0|100
0|2021-12-21|3293.0|0|3293.0|0|52.0|0|0.0|100
0|2021-12-22|3294.0|0|3294.0|0|52.0|0|0.0|100
0|2021-12-23|3296.0|0|3296.0|0|52.0|0|0.0|100
0|2021-12-24|3296.0|0|3296.0|0|52.0|0|0.0|100
0|2021-12-25|3296.0|0|3296.0|0|52.0|0|0.0|100
0|2021-12-26|3296.0|0|3296.0|0|52.0|0|0.0|100
0|2021-12-27|3298.0|0|3298.0|0|52.0|0|0.0|100
0|2021-12-28|3305.0|0|3305.0|0|53.0|0|0.0|100
0|2021-12-29|3310.0|0|3310.0|0|53.0|0|0.0|100
0|2021-12-30|3313.0|0|3313.0|0|53.0|0|0.0|100
0|2021-12-31|3313.0|0|3313.0|0|53.0|0|0.0|100
0|2022-01-01|3313.0|0|3313.0|0|53.0|0|0.0|100
0|2022-01-02|3313.0|0|3313.0|0|53.0|0|0.0|100
0|2022-01-03|3323.0|0|3323.0|0|53.0|0|0.0|100
0|2022-01-04|3326.0|0|3326.0|0|53.0|0|0.0|100
0|2022-01-05|3336.0|0|3336.0|0|53.0|0|0.0|100
0|2022-01-06|3347.0|0|3347.0|0|53.0|0|0.0|100
0|2022-01-07|3355.0|0|3355.0|0|54.0|0|0.0|100
0|2022-01-08|3361.0|0|3361.0|0|54.0|0|0.0|100
0|2022-01-09|3361.0|0|3361.0|0|54.0|0|0.0|100
0|2022-01-10|3363.0|0|3363.0|0|54.0|0|0.0|100
0|2022-01-11|3369.0|0|3369.0|0|54.0|0|0.0|100
0|2022-01-12|3371.0|0|3371.0|0|54.0|0|0.0|100
0|2022-01-13|3371.0|0|3381.0|0|54.0|0|0.0|100
0|2022-01-14|3382.0|0|3382.0|0|55.0|0|0.0|100
0|2022-01-15|3385.0|0|3385.0|0|55.0|0|0.0|100
0|2022-01-16|3385.0|0|3385.0|0|55.0|0|0.0|100
0|2022-01-17|3385.0|0|0.0|100|55.0|0|0.0|100
