|dates|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedCases.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Leavenworth_Kansas_UnitedStates.NYT_ConfirmedCases.data|Leavenworth_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10181.0|0|10181.0|0|121.0|0|0.0|100
0|2021-10-18|10218.0|0|10218.0|0|122.0|0|0.0|100
0|2021-10-19|10218.0|0|10218.0|0|122.0|0|0.0|100
0|2021-10-20|10246.0|0|10246.0|0|122.0|0|0.0|100
0|2021-10-21|10246.0|0|10246.0|0|122.0|0|0.0|100
0|2021-10-22|10279.0|0|10279.0|0|123.0|0|0.0|100
0|2021-10-23|10279.0|0|10279.0|0|123.0|0|0.0|100
0|2021-10-24|10279.0|0|10279.0|0|123.0|0|0.0|100
0|2021-10-25|10309.0|0|10309.0|0|125.0|0|0.0|100
0|2021-10-26|10309.0|0|10309.0|0|125.0|0|0.0|100
0|2021-10-27|10352.0|0|10352.0|0|130.0|0|0.0|100
0|2021-10-28|10352.0|0|10352.0|0|130.0|0|0.0|100
0|2021-10-29|10384.0|0|10384.0|0|131.0|0|0.0|100
0|2021-10-30|10384.0|0|10384.0|0|131.0|0|0.0|100
0|2021-10-31|10384.0|0|10384.0|0|131.0|0|0.0|100
0|2021-11-01|10410.0|0|10410.0|0|131.0|0|0.0|100
0|2021-11-02|10410.0|0|10410.0|0|131.0|0|0.0|100
0|2021-11-03|10456.0|0|10456.0|0|131.0|0|0.0|100
0|2021-11-04|10456.0|0|10456.0|0|131.0|0|0.0|100
0|2021-11-05|10498.0|0|10498.0|0|133.0|0|0.0|100
0|2021-11-06|10498.0|0|10498.0|0|133.0|0|0.0|100
0|2021-11-07|10498.0|0|10498.0|0|133.0|0|0.0|100
0|2021-11-08|10559.0|0|10559.0|0|133.0|0|0.0|100
0|2021-11-09|10559.0|0|10559.0|0|133.0|0|0.0|100
0|2021-11-10|10625.0|0|10625.0|0|134.0|0|0.0|100
0|2021-11-11|10625.0|0|10625.0|0|134.0|0|0.0|100
0|2021-11-12|10694.0|0|10694.0|0|134.0|0|0.0|100
0|2021-11-13|10694.0|0|10694.0|0|134.0|0|0.0|100
0|2021-11-14|10694.0|0|10694.0|0|134.0|0|0.0|100
0|2021-11-15|10749.0|0|10749.0|0|134.0|0|0.0|100
0|2021-11-16|10749.0|0|10749.0|0|134.0|0|0.0|100
0|2021-11-17|10800.0|0|10800.0|0|134.0|0|0.0|100
0|2021-11-18|10800.0|0|10800.0|0|134.0|0|0.0|100
0|2021-11-19|10875.0|0|10875.0|0|133.0|0|0.0|100
0|2021-11-20|10875.0|0|10875.0|0|133.0|0|0.0|100
0|2021-11-21|10875.0|0|10875.0|0|133.0|0|0.0|100
0|2021-11-22|10949.0|0|10949.0|0|133.0|0|0.0|100
0|2021-11-23|10949.0|0|10949.0|0|133.0|0|0.0|100
0|2021-11-24|10949.0|0|10988.0|0|133.0|0|0.0|100
0|2021-11-25|10988.0|0|10988.0|0|135.0|0|0.0|100
0|2021-11-26|10988.0|0|10988.0|0|135.0|0|0.0|100
0|2021-11-27|10988.0|0|10988.0|0|135.0|0|0.0|100
0|2021-11-28|10988.0|0|10988.0|0|135.0|0|0.0|100
0|2021-11-29|11139.0|0|11139.0|0|136.0|0|0.0|100
0|2021-11-30|11139.0|0|11139.0|0|136.0|0|0.0|100
0|2021-12-01|11227.0|0|11227.0|0|137.0|0|0.0|100
0|2021-12-02|11227.0|0|11227.0|0|137.0|0|0.0|100
0|2021-12-03|11227.0|0|11323.0|0|137.0|0|0.0|100
0|2021-12-04|11323.0|0|11323.0|0|137.0|0|0.0|100
0|2021-12-05|11323.0|0|11323.0|0|137.0|0|0.0|100
0|2021-12-06|11414.0|0|11414.0|0|137.0|0|0.0|100
0|2021-12-07|11414.0|0|11414.0|0|137.0|0|0.0|100
0|2021-12-08|11505.0|0|11505.0|0|137.0|0|0.0|100
0|2021-12-09|11505.0|0|11505.0|0|137.0|0|0.0|100
0|2021-12-10|11574.0|0|11574.0|0|137.0|0|0.0|100
0|2021-12-11|11574.0|0|11574.0|0|137.0|0|0.0|100
0|2021-12-12|11574.0|0|11574.0|0|137.0|0|0.0|100
0|2021-12-13|11637.0|0|11637.0|0|137.0|0|0.0|100
0|2021-12-14|11637.0|0|11637.0|0|137.0|0|0.0|100
0|2021-12-15|11746.0|0|11746.0|0|137.0|0|0.0|100
0|2021-12-16|11746.0|0|11746.0|0|137.0|0|0.0|100
0|2021-12-17|11833.0|0|11833.0|0|137.0|0|0.0|100
0|2021-12-18|11833.0|0|11833.0|0|137.0|0|0.0|100
0|2021-12-19|11833.0|0|11833.0|0|137.0|0|0.0|100
0|2021-12-20|11892.0|0|11892.0|0|137.0|0|0.0|100
0|2021-12-21|11892.0|0|11892.0|0|137.0|0|0.0|100
0|2021-12-22|11983.0|0|11983.0|0|137.0|0|0.0|100
0|2021-12-23|11983.0|0|11983.0|0|137.0|0|0.0|100
0|2021-12-24|11983.0|0|11983.0|0|137.0|0|0.0|100
0|2021-12-25|11983.0|0|11983.0|0|137.0|0|0.0|100
0|2021-12-26|11983.0|0|11983.0|0|137.0|0|0.0|100
0|2021-12-27|12113.0|0|12113.0|0|137.0|0|0.0|100
