|dates|SantaRosa_Florida_UnitedStates.JHU_ConfirmedCases.data|SantaRosa_Florida_UnitedStates.JHU_ConfirmedCases.missing|SantaRosa_Florida_UnitedStates.NYT_ConfirmedCases.data|SantaRosa_Florida_UnitedStates.NYT_ConfirmedCases.missing|SantaRosa_Florida_UnitedStates.JHU_ConfirmedDeaths.data|SantaRosa_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|SantaRosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|SantaRosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|32791.0|0|32530.0|0|291.0|0|0.0|100
0|2021-11-16|32791.0|0|32530.0|0|291.0|0|0.0|100
0|2021-11-17|32791.0|0|32530.0|0|291.0|0|0.0|100
0|2021-11-18|32791.0|0|32530.0|0|291.0|0|0.0|100
0|2021-11-19|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-20|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-21|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-22|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-23|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-24|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-25|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-26|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-27|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-28|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-29|32854.0|0|32593.0|0|291.0|0|0.0|100
0|2021-11-30|32906.0|0|32645.0|0|291.0|0|0.0|100
0|2021-12-01|32906.0|0|32645.0|0|291.0|0|0.0|100
0|2021-12-02|32906.0|0|32645.0|0|291.0|0|0.0|100
0|2021-12-03|32991.0|0|32730.0|0|291.0|0|0.0|100
0|2021-12-04|32991.0|0|32730.0|0|291.0|0|0.0|100
0|2021-12-05|32991.0|0|32730.0|0|291.0|0|0.0|100
0|2021-12-06|32991.0|0|32730.0|0|291.0|0|0.0|100
0|2021-12-07|32991.0|0|32730.0|0|291.0|0|0.0|100
0|2021-12-08|32991.0|0|32730.0|0|291.0|0|0.0|100
0|2021-12-09|32991.0|0|32730.0|0|291.0|0|0.0|100
0|2021-12-10|33077.0|0|32816.0|0|291.0|0|0.0|100
0|2021-12-11|33077.0|0|32816.0|0|291.0|0|0.0|100
0|2021-12-12|33077.0|0|32816.0|0|291.0|0|0.0|100
0|2021-12-13|33077.0|0|32816.0|0|291.0|0|0.0|100
0|2021-12-14|33077.0|0|32816.0|0|291.0|0|0.0|100
0|2021-12-15|33077.0|0|32816.0|0|291.0|0|0.0|100
0|2021-12-16|33077.0|0|32816.0|0|291.0|0|0.0|100
0|2021-12-17|33142.0|0|32881.0|0|291.0|0|0.0|100
0|2021-12-18|33142.0|0|32881.0|0|291.0|0|0.0|100
0|2021-12-19|33142.0|0|32881.0|0|291.0|0|0.0|100
0|2021-12-20|33142.0|0|32881.0|0|291.0|0|0.0|100
0|2021-12-21|33142.0|0|32881.0|0|291.0|0|0.0|100
0|2021-12-22|33142.0|0|32881.0|0|291.0|0|0.0|100
0|2021-12-23|33142.0|0|32881.0|0|291.0|0|0.0|100
0|2021-12-24|33142.0|0|33130.0|0|291.0|0|0.0|100
0|2021-12-25|33391.0|0|33130.0|0|291.0|0|0.0|100
0|2021-12-26|33391.0|0|33130.0|0|291.0|0|0.0|100
0|2021-12-27|33391.0|0|33130.0|0|291.0|0|0.0|100
0|2021-12-28|33391.0|0|33130.0|0|291.0|0|0.0|100
0|2021-12-29|33391.0|0|33130.0|0|291.0|0|0.0|100
0|2021-12-30|33391.0|0|33130.0|0|291.0|0|0.0|100
0|2021-12-31|34293.0|0|34032.0|0|291.0|0|0.0|100
0|2022-01-01|34293.0|0|34032.0|0|291.0|0|0.0|100
0|2022-01-02|34293.0|0|34032.0|0|291.0|0|0.0|100
0|2022-01-03|34293.0|0|34032.0|0|291.0|0|0.0|100
0|2022-01-04|34293.0|0|34032.0|0|291.0|0|0.0|100
0|2022-01-05|34293.0|0|34032.0|0|291.0|0|0.0|100
0|2022-01-06|34293.0|0|34032.0|0|291.0|0|0.0|100
0|2022-01-07|36210.0|0|35949.0|0|291.0|0|0.0|100
0|2022-01-08|36210.0|0|35949.0|0|291.0|0|0.0|100
0|2022-01-09|36210.0|0|35949.0|0|291.0|0|0.0|100
0|2022-01-10|36210.0|0|35949.0|0|291.0|0|0.0|100
0|2022-01-11|36210.0|0|35949.0|0|291.0|0|0.0|100
0|2022-01-12|36210.0|0|35949.0|0|531.0|0|0.0|100
0|2022-01-13|36210.0|0|35949.0|0|531.0|0|0.0|100
0|2022-01-14|36210.0|0|38814.0|0|531.0|0|0.0|100
0|2022-01-15|39075.0|0|38814.0|0|531.0|0|0.0|100
0|2022-01-16|39075.0|0|38814.0|0|531.0|0|0.0|100
0|2022-01-17|39075.0|0|0.0|100|531.0|0|0.0|100
