|dates|Dorchester_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Dorchester_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Dorchester_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Dorchester_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Dorchester_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Dorchester_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Dorchester_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Dorchester_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-18|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-19|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-20|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-21|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-22|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-23|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-24|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-25|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-26|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-27|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-28|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-29|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-30|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-10-31|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-01|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-02|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-03|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-04|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-05|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-06|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-07|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-08|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-09|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-10|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-11|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-12|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-13|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-14|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-15|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-16|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-17|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-18|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-19|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-20|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-21|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-22|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-23|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-24|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-25|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-26|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-27|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-28|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-29|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-11-30|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-01|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-02|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-03|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-04|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-05|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-06|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-07|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-08|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
0|2021-12-09|75646.0|0|2725.0|0|3.477051460361613|0|78371.0|0
