|dates|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Webster_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Webster_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2438.0|0|2438.0|0|34.0|0|0.0|100
0|2021-10-18|2444.0|0|2444.0|0|34.0|0|0.0|100
0|2021-10-19|2445.0|0|2445.0|0|34.0|0|0.0|100
0|2021-10-20|2449.0|0|2449.0|0|34.0|0|0.0|100
0|2021-10-21|2452.0|0|2452.0|0|34.0|0|0.0|100
0|2021-10-22|2459.0|0|2459.0|0|34.0|0|0.0|100
0|2021-10-23|2459.0|0|2459.0|0|34.0|0|0.0|100
0|2021-10-24|2459.0|0|2459.0|0|34.0|0|0.0|100
0|2021-10-25|2460.0|0|2460.0|0|35.0|0|0.0|100
0|2021-10-26|2464.0|0|2464.0|0|35.0|0|0.0|100
0|2021-10-27|2466.0|0|2466.0|0|35.0|0|0.0|100
0|2021-10-28|2469.0|0|2469.0|0|35.0|0|0.0|100
0|2021-10-29|2468.0|0|2468.0|0|36.0|0|0.0|100
0|2021-10-30|2468.0|0|2468.0|0|36.0|0|0.0|100
0|2021-10-31|2468.0|0|2468.0|0|36.0|0|0.0|100
0|2021-11-01|2474.0|0|2474.0|0|36.0|0|0.0|100
0|2021-11-02|2476.0|0|2476.0|0|36.0|0|0.0|100
0|2021-11-03|2480.0|0|2480.0|0|36.0|0|0.0|100
0|2021-11-04|2484.0|0|2484.0|0|37.0|0|0.0|100
0|2021-11-05|2488.0|0|2488.0|0|37.0|0|0.0|100
0|2021-11-06|2488.0|0|2488.0|0|37.0|0|0.0|100
0|2021-11-07|2488.0|0|2488.0|0|37.0|0|0.0|100
0|2021-11-08|2489.0|0|2489.0|0|38.0|0|0.0|100
0|2021-11-09|2492.0|0|2492.0|0|38.0|0|0.0|100
0|2021-11-10|2493.0|0|2493.0|0|38.0|0|0.0|100
0|2021-11-11|2493.0|0|2493.0|0|38.0|0|0.0|100
0|2021-11-12|2492.0|0|2492.0|0|38.0|0|0.0|100
0|2021-11-13|2492.0|0|2492.0|0|38.0|0|0.0|100
0|2021-11-14|2492.0|0|2492.0|0|38.0|0|0.0|100
0|2021-11-15|2496.0|0|2496.0|0|38.0|0|0.0|100
0|2021-11-16|2504.0|0|2504.0|0|38.0|0|0.0|100
0|2021-11-17|2508.0|0|2508.0|0|38.0|0|0.0|100
0|2021-11-18|2511.0|0|2511.0|0|38.0|0|0.0|100
0|2021-11-19|2508.0|0|2508.0|0|42.0|0|0.0|100
0|2021-11-20|2508.0|0|2508.0|0|42.0|0|0.0|100
0|2021-11-21|2508.0|0|2508.0|0|42.0|0|0.0|100
0|2021-11-22|2517.0|0|2517.0|0|42.0|0|0.0|100
0|2021-11-23|2519.0|0|2519.0|0|42.0|0|0.0|100
0|2021-11-24|2521.0|0|2521.0|0|42.0|0|0.0|100
0|2021-11-25|2521.0|0|2521.0|0|42.0|0|0.0|100
0|2021-11-26|2521.0|0|2521.0|0|42.0|0|0.0|100
0|2021-11-27|2521.0|0|2521.0|0|42.0|0|0.0|100
0|2021-11-28|2521.0|0|2521.0|0|42.0|0|0.0|100
0|2021-11-29|2527.0|0|2527.0|0|42.0|0|0.0|100
0|2021-11-30|2529.0|0|2529.0|0|42.0|0|0.0|100
0|2021-12-01|2542.0|0|2542.0|0|42.0|0|0.0|100
0|2021-12-02|2549.0|0|2549.0|0|42.0|0|0.0|100
0|2021-12-03|2556.0|0|2556.0|0|42.0|0|0.0|100
0|2021-12-04|2556.0|0|2556.0|0|42.0|0|0.0|100
0|2021-12-05|2556.0|0|2556.0|0|42.0|0|0.0|100
0|2021-12-06|2576.0|0|2576.0|0|42.0|0|0.0|100
0|2021-12-07|2582.0|0|2582.0|0|42.0|0|0.0|100
0|2021-12-08|2588.0|0|2588.0|0|42.0|0|0.0|100
0|2021-12-09|2592.0|0|2592.0|0|42.0|0|0.0|100
0|2021-12-10|2594.0|0|2594.0|0|42.0|0|0.0|100
0|2021-12-11|2594.0|0|2594.0|0|42.0|0|0.0|100
0|2021-12-12|2594.0|0|2594.0|0|42.0|0|0.0|100
0|2021-12-13|2599.0|0|2599.0|0|42.0|0|0.0|100
0|2021-12-14|2599.0|0|2600.0|0|42.0|0|0.0|100
0|2021-12-15|2606.0|0|2606.0|0|42.0|0|0.0|100
0|2021-12-16|2611.0|0|2611.0|0|42.0|0|0.0|100
0|2021-12-17|2612.0|0|2612.0|0|43.0|0|0.0|100
0|2021-12-18|2612.0|0|2612.0|0|43.0|0|0.0|100
0|2021-12-19|2612.0|0|2612.0|0|43.0|0|0.0|100
0|2021-12-20|2617.0|0|2617.0|0|43.0|0|0.0|100
0|2021-12-21|2623.0|0|2623.0|0|43.0|0|0.0|100
0|2021-12-22|2631.0|0|2631.0|0|43.0|0|0.0|100
0|2021-12-23|2631.0|0|2631.0|0|43.0|0|0.0|100
0|2021-12-24|2631.0|0|2631.0|0|43.0|0|0.0|100
0|2021-12-25|2631.0|0|2631.0|0|43.0|0|0.0|100
0|2021-12-26|2631.0|0|2631.0|0|43.0|0|0.0|100
0|2021-12-27|2658.0|0|2658.0|0|45.0|0|0.0|100
0|2021-12-28|2673.0|0|2673.0|0|45.0|0|0.0|100
0|2021-12-29|2676.0|0|2676.0|0|45.0|0|0.0|100
0|2021-12-30|2676.0|0|2676.0|0|45.0|0|0.0|100
0|2021-12-31|2676.0|0|2676.0|0|45.0|0|0.0|100
