|dates|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Webster_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Webster_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|2676.0|0|2676.0|0|45.0|0|0.0|100
0|2022-01-02|2676.0|0|2676.0|0|45.0|0|0.0|100
0|2022-01-03|2706.0|0|2706.0|0|46.0|0|0.0|100
0|2022-01-04|2723.0|0|2723.0|0|46.0|0|0.0|100
0|2022-01-05|2736.0|0|2736.0|0|46.0|0|0.0|100
0|2022-01-06|2749.0|0|2749.0|0|46.0|0|0.0|100
0|2022-01-07|2775.0|0|2775.0|0|46.0|0|0.0|100
0|2022-01-08|2775.0|0|2775.0|0|46.0|0|0.0|100
0|2022-01-09|2775.0|0|2775.0|0|46.0|0|0.0|100
0|2022-01-10|2793.0|0|2793.0|0|46.0|0|0.0|100
0|2022-01-11|2814.0|0|2814.0|0|46.0|0|0.0|100
0|2022-01-12|2855.0|0|2855.0|0|46.0|0|0.0|100
0|2022-01-13|2855.0|0|2887.0|0|46.0|0|0.0|100
0|2022-01-14|2946.0|0|2946.0|0|46.0|0|0.0|100
0|2022-01-15|2946.0|0|2946.0|0|46.0|0|0.0|100
0|2022-01-16|2946.0|0|2946.0|0|46.0|0|0.0|100
0|2022-01-17|2946.0|0|0.0|100|46.0|0|0.0|100
