|dates|Boulder_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boulder_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boulder_Colorado_UnitedStates.Male_Total_Population.data|Boulder_Colorado_UnitedStates.Male_Total_Population.missing|Boulder_Colorado_UnitedStates.Female_Total_Population.data|Boulder_Colorado_UnitedStates.Female_Total_Population.missing|Boulder_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Boulder_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-22|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-23|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-24|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-25|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-26|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-27|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-28|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-29|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-11-30|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-01|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-02|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-03|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-04|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-05|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-06|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-07|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-08|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-09|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-10|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-11|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-12|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-13|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-14|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-15|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-16|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-17|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-18|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-19|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-20|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-21|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-22|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-23|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-24|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-25|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-26|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-27|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-28|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-29|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-30|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2021-12-31|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-01|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-02|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-03|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-04|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-05|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-06|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-07|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-08|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-09|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-10|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-11|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-12|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-13|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-14|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-15|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-16|46486.0|0|164069.0|0|162009.0|0|61951.0|0
0|2022-01-17|46486.0|0|164069.0|0|162009.0|0|61951.0|0
