|dates|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.data|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Washington_Missouri_UnitedStates.NYT_ConfirmedCases.data|Washington_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|4117.0|0|4117.0|0|71.0|0|0.0|100
0|2021-11-27|4117.0|0|4117.0|0|71.0|0|0.0|100
0|2021-11-28|4117.0|0|4117.0|0|71.0|0|0.0|100
0|2021-11-29|4137.0|0|4137.0|0|71.0|0|0.0|100
0|2021-11-30|4139.0|0|4139.0|0|72.0|0|0.0|100
0|2021-12-01|4145.0|0|4145.0|0|72.0|0|0.0|100
0|2021-12-02|4155.0|0|4155.0|0|97.0|0|0.0|100
0|2021-12-03|4155.0|0|4155.0|0|97.0|0|0.0|100
0|2021-12-04|4176.0|0|4176.0|0|97.0|0|0.0|100
0|2021-12-05|4186.0|0|4186.0|0|97.0|0|0.0|100
0|2021-12-06|4195.0|0|4195.0|0|97.0|0|0.0|100
0|2021-12-07|4197.0|0|4197.0|0|99.0|0|0.0|100
0|2021-12-08|4224.0|0|4224.0|0|99.0|0|0.0|100
0|2021-12-09|4223.0|0|4223.0|0|98.0|0|0.0|100
0|2021-12-10|4243.0|0|4243.0|0|98.0|0|0.0|100
0|2021-12-11|4257.0|0|4257.0|0|98.0|0|0.0|100
0|2021-12-12|4265.0|0|4265.0|0|98.0|0|0.0|100
0|2021-12-13|4271.0|0|4271.0|0|98.0|0|0.0|100
0|2021-12-14|4271.0|0|4282.0|0|98.0|0|0.0|100
0|2021-12-15|4319.0|0|4319.0|0|100.0|0|0.0|100
0|2021-12-16|4340.0|0|4340.0|0|100.0|0|0.0|100
0|2021-12-17|4352.0|0|4352.0|0|100.0|0|0.0|100
0|2021-12-18|4371.0|0|4371.0|0|100.0|0|0.0|100
0|2021-12-19|4376.0|0|4376.0|0|100.0|0|0.0|100
0|2021-12-20|4380.0|0|4380.0|0|100.0|0|0.0|100
0|2021-12-21|4386.0|0|4386.0|0|100.0|0|0.0|100
0|2021-12-22|4399.0|0|4399.0|0|100.0|0|0.0|100
0|2021-12-23|4419.0|0|4419.0|0|100.0|0|0.0|100
0|2021-12-24|4419.0|0|4419.0|0|100.0|0|0.0|100
0|2021-12-25|4419.0|0|4419.0|0|100.0|0|0.0|100
0|2021-12-26|4419.0|0|4419.0|0|100.0|0|0.0|100
0|2021-12-27|4456.0|0|4456.0|0|100.0|0|0.0|100
0|2021-12-28|4462.0|0|4462.0|0|100.0|0|0.0|100
0|2021-12-29|4476.0|0|4476.0|0|102.0|0|0.0|100
0|2021-12-30|4489.0|0|4489.0|0|102.0|0|0.0|100
0|2021-12-31|4489.0|0|4489.0|0|102.0|0|0.0|100
0|2022-01-01|4489.0|0|4489.0|0|102.0|0|0.0|100
0|2022-01-02|4489.0|0|4489.0|0|102.0|0|0.0|100
0|2022-01-03|4489.0|0|4549.0|0|102.0|0|0.0|100
0|2022-01-04|4551.0|0|4551.0|0|106.0|0|0.0|100
0|2022-01-05|4578.0|0|4578.0|0|106.0|0|0.0|100
0|2022-01-06|4613.0|0|4613.0|0|106.0|0|0.0|100
0|2022-01-07|4636.0|0|4636.0|0|106.0|0|0.0|100
0|2022-01-08|4662.0|0|4662.0|0|106.0|0|0.0|100
0|2022-01-09|4666.0|0|4666.0|0|106.0|0|0.0|100
0|2022-01-10|4681.0|0|4681.0|0|106.0|0|0.0|100
0|2022-01-11|4715.0|0|4715.0|0|111.0|0|0.0|100
0|2022-01-12|4750.0|0|4750.0|0|111.0|0|0.0|100
0|2022-01-13|4750.0|0|4806.0|0|111.0|0|0.0|100
0|2022-01-14|4821.0|0|4821.0|0|111.0|0|0.0|100
0|2022-01-15|4867.0|0|4867.0|0|111.0|0|0.0|100
0|2022-01-16|4867.0|0|4867.0|0|111.0|0|0.0|100
0|2022-01-17|4867.0|0|0.0|100|111.0|0|0.0|100
