|dates|Charlotte_Florida_UnitedStates.JHU_ConfirmedCases.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedCases.missing|Charlotte_Florida_UnitedStates.NYT_ConfirmedCases.data|Charlotte_Florida_UnitedStates.NYT_ConfirmedCases.missing|Charlotte_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Charlotte_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|23191.0|0|22972.0|0|437.0|0|0.0|100
0|2021-10-18|23191.0|0|22972.0|0|437.0|0|0.0|100
0|2021-10-19|23191.0|0|22972.0|0|437.0|0|0.0|100
0|2021-10-20|23191.0|0|22972.0|0|437.0|0|0.0|100
0|2021-10-21|23191.0|0|22972.0|0|437.0|0|0.0|100
0|2021-10-22|23353.0|0|23134.0|0|437.0|0|0.0|100
0|2021-10-23|23353.0|0|23134.0|0|437.0|0|0.0|100
0|2021-10-24|23353.0|0|23134.0|0|437.0|0|0.0|100
0|2021-10-25|23353.0|0|23134.0|0|437.0|0|0.0|100
0|2021-10-26|23353.0|0|23134.0|0|437.0|0|0.0|100
0|2021-10-27|23353.0|0|23134.0|0|437.0|0|0.0|100
0|2021-10-28|23353.0|0|23134.0|0|437.0|0|0.0|100
0|2021-10-29|23461.0|0|23242.0|0|437.0|0|0.0|100
0|2021-10-30|23461.0|0|23242.0|0|437.0|0|0.0|100
0|2021-10-31|23461.0|0|23242.0|0|437.0|0|0.0|100
0|2021-11-01|23461.0|0|23242.0|0|437.0|0|0.0|100
0|2021-11-02|23461.0|0|23242.0|0|437.0|0|0.0|100
0|2021-11-03|23461.0|0|23242.0|0|437.0|0|0.0|100
0|2021-11-04|23461.0|0|23242.0|0|437.0|0|0.0|100
0|2021-11-05|23533.0|0|23314.0|0|437.0|0|0.0|100
0|2021-11-06|23533.0|0|23314.0|0|437.0|0|0.0|100
0|2021-11-07|23533.0|0|23314.0|0|437.0|0|0.0|100
0|2021-11-08|23533.0|0|23314.0|0|437.0|0|0.0|100
0|2021-11-09|23533.0|0|23314.0|0|437.0|0|0.0|100
0|2021-11-10|23533.0|0|23314.0|0|437.0|0|0.0|100
0|2021-11-11|23533.0|0|23314.0|0|437.0|0|0.0|100
0|2021-11-12|23607.0|0|23388.0|0|437.0|0|0.0|100
0|2021-11-13|23607.0|0|23388.0|0|437.0|0|0.0|100
0|2021-11-14|23607.0|0|23388.0|0|437.0|0|0.0|100
0|2021-11-15|23607.0|0|23388.0|0|437.0|0|0.0|100
0|2021-11-16|23607.0|0|23388.0|0|437.0|0|0.0|100
0|2021-11-17|23607.0|0|23388.0|0|437.0|0|0.0|100
0|2021-11-18|23607.0|0|23388.0|0|437.0|0|0.0|100
0|2021-11-19|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-20|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-21|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-22|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-23|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-24|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-25|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-26|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-27|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-28|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-29|23696.0|0|23477.0|0|437.0|0|0.0|100
0|2021-11-30|23775.0|0|23556.0|0|437.0|0|0.0|100
0|2021-12-01|23775.0|0|23556.0|0|437.0|0|0.0|100
0|2021-12-02|23775.0|0|23556.0|0|437.0|0|0.0|100
0|2021-12-03|23859.0|0|23640.0|0|437.0|0|0.0|100
0|2021-12-04|23859.0|0|23640.0|0|437.0|0|0.0|100
0|2021-12-05|23859.0|0|23640.0|0|437.0|0|0.0|100
0|2021-12-06|23859.0|0|23640.0|0|437.0|0|0.0|100
0|2021-12-07|23859.0|0|23640.0|0|437.0|0|0.0|100
0|2021-12-08|23859.0|0|23640.0|0|437.0|0|0.0|100
0|2021-12-09|23859.0|0|23640.0|0|437.0|0|0.0|100
0|2021-12-10|23977.0|0|23758.0|0|437.0|0|0.0|100
0|2021-12-11|23977.0|0|23758.0|0|437.0|0|0.0|100
0|2021-12-12|23977.0|0|23758.0|0|437.0|0|0.0|100
0|2021-12-13|23977.0|0|23758.0|0|437.0|0|0.0|100
0|2021-12-14|23977.0|0|23758.0|0|437.0|0|0.0|100
