|dates|Henry_Indiana_UnitedStates.JHU_ConfirmedCases.data|Henry_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Henry_Indiana_UnitedStates.NYT_ConfirmedCases.data|Henry_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Henry_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|8455.0|0|8473.0|0|159.0|0|0.0|100
0|2021-11-09|8475.0|0|8493.0|0|159.0|0|0.0|100
0|2021-11-10|8475.0|0|8524.0|0|159.0|0|0.0|100
0|2021-11-11|8592.0|0|8610.0|0|160.0|0|0.0|100
0|2021-11-12|8607.0|0|8625.0|0|161.0|0|0.0|100
0|2021-11-13|8607.0|0|8625.0|0|161.0|0|0.0|100
0|2021-11-14|8607.0|0|8625.0|0|161.0|0|0.0|100
0|2021-11-15|8670.0|0|8688.0|0|162.0|0|0.0|100
0|2021-11-16|8688.0|0|8706.0|0|162.0|0|0.0|100
0|2021-11-17|8713.0|0|8731.0|0|162.0|0|0.0|100
0|2021-11-18|8744.0|0|8762.0|0|162.0|0|0.0|100
0|2021-11-19|8785.0|0|8803.0|0|162.0|0|0.0|100
0|2021-11-20|8785.0|0|8803.0|0|162.0|0|0.0|100
0|2021-11-21|8785.0|0|8803.0|0|162.0|0|0.0|100
0|2021-11-22|8841.0|0|8859.0|0|162.0|0|0.0|100
0|2021-11-23|8872.0|0|8890.0|0|163.0|0|0.0|100
0|2021-11-24|8917.0|0|8935.0|0|163.0|0|0.0|100
0|2021-11-25|8917.0|0|8935.0|0|163.0|0|0.0|100
0|2021-11-26|8917.0|0|8935.0|0|163.0|0|0.0|100
0|2021-11-27|8917.0|0|8935.0|0|163.0|0|0.0|100
0|2021-11-28|8917.0|0|8935.0|0|163.0|0|0.0|100
0|2021-11-29|9002.0|0|9020.0|0|165.0|0|0.0|100
0|2021-11-30|9040.0|0|9058.0|0|165.0|0|0.0|100
0|2021-12-01|9093.0|0|9112.0|0|167.0|0|0.0|100
0|2021-12-02|9093.0|0|9160.0|0|167.0|0|0.0|100
0|2021-12-03|9177.0|0|9195.0|0|169.0|0|0.0|100
0|2021-12-04|9177.0|0|9195.0|0|169.0|0|0.0|100
0|2021-12-05|9177.0|0|9195.0|0|169.0|0|0.0|100
0|2021-12-06|9268.0|0|9286.0|0|169.0|0|0.0|100
0|2021-12-07|9286.0|0|9304.0|0|170.0|0|0.0|100
0|2021-12-08|9345.0|0|9363.0|0|170.0|0|0.0|100
0|2021-12-09|9408.0|0|9426.0|0|170.0|0|0.0|100
0|2021-12-10|9458.0|0|9476.0|0|171.0|0|0.0|100
0|2021-12-11|9458.0|0|9476.0|0|171.0|0|0.0|100
0|2021-12-12|9458.0|0|9476.0|0|171.0|0|0.0|100
0|2021-12-13|9542.0|0|9560.0|0|172.0|0|0.0|100
0|2021-12-14|9542.0|0|9600.0|0|172.0|0|0.0|100
0|2021-12-15|9627.0|0|9645.0|0|175.0|0|0.0|100
0|2021-12-16|9662.0|0|9680.0|0|177.0|0|0.0|100
0|2021-12-17|9697.0|0|9715.0|0|177.0|0|0.0|100
0|2021-12-18|9697.0|0|9715.0|0|177.0|0|0.0|100
0|2021-12-19|9697.0|0|9715.0|0|177.0|0|0.0|100
0|2021-12-20|9771.0|0|9789.0|0|178.0|0|0.0|100
0|2021-12-21|9794.0|0|9812.0|0|178.0|0|0.0|100
0|2021-12-22|9813.0|0|9831.0|0|179.0|0|0.0|100
0|2021-12-23|9813.0|0|9831.0|0|179.0|0|0.0|100
0|2021-12-24|9813.0|0|9831.0|0|179.0|0|0.0|100
0|2021-12-25|9813.0|0|9831.0|0|179.0|0|0.0|100
0|2021-12-26|9813.0|0|9831.0|0|179.0|0|0.0|100
0|2021-12-27|9910.0|0|9928.0|0|179.0|0|0.0|100
0|2021-12-28|9932.0|0|9950.0|0|181.0|0|0.0|100
0|2021-12-29|9972.0|0|9990.0|0|182.0|0|0.0|100
0|2021-12-30|10029.0|0|10047.0|0|182.0|0|0.0|100
0|2021-12-31|10029.0|0|10047.0|0|182.0|0|0.0|100
0|2022-01-01|10029.0|0|10047.0|0|182.0|0|0.0|100
0|2022-01-02|10029.0|0|10047.0|0|182.0|0|0.0|100
0|2022-01-03|10166.0|0|10184.0|0|182.0|0|0.0|100
0|2022-01-04|10225.0|0|10243.0|0|184.0|0|0.0|100
0|2022-01-05|10331.0|0|10349.0|0|184.0|0|0.0|100
0|2022-01-06|10424.0|0|10442.0|0|187.0|0|0.0|100
0|2022-01-07|10493.0|0|10511.0|0|187.0|0|0.0|100
0|2022-01-08|10493.0|0|10511.0|0|187.0|0|0.0|100
0|2022-01-09|10493.0|0|10511.0|0|187.0|0|0.0|100
0|2022-01-10|10684.0|0|10702.0|0|190.0|0|0.0|100
0|2022-01-11|10766.0|0|10784.0|0|191.0|0|0.0|100
0|2022-01-12|10894.0|0|10912.0|0|194.0|0|0.0|100
0|2022-01-13|10894.0|0|11028.0|0|194.0|0|0.0|100
0|2022-01-14|11126.0|0|11144.0|0|200.0|0|0.0|100
0|2022-01-15|11126.0|0|11144.0|0|200.0|0|0.0|100
0|2022-01-16|11126.0|0|11144.0|0|200.0|0|0.0|100
0|2022-01-17|11312.0|0|0.0|100|201.0|0|0.0|100
