|dates|LaPorte_Indiana_UnitedStates.JHU_ConfirmedCases.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedCases.missing|LaPorte_Indiana_UnitedStates.NYT_ConfirmedCases.data|LaPorte_Indiana_UnitedStates.NYT_ConfirmedCases.missing|LaPorte_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|LaPorte_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14987.0|0|14999.0|0|249.0|0|0.0|100
0|2021-10-18|15046.0|0|15058.0|0|250.0|0|0.0|100
0|2021-10-19|15077.0|0|15089.0|0|250.0|0|0.0|100
0|2021-10-20|15101.0|0|15113.0|0|250.0|0|0.0|100
0|2021-10-21|15124.0|0|15136.0|0|250.0|0|0.0|100
0|2021-10-22|15173.0|0|15185.0|0|250.0|0|0.0|100
0|2021-10-23|15173.0|0|15185.0|0|250.0|0|0.0|100
0|2021-10-24|15173.0|0|15185.0|0|250.0|0|0.0|100
0|2021-10-25|15230.0|0|15242.0|0|252.0|0|0.0|100
0|2021-10-26|15249.0|0|15261.0|0|252.0|0|0.0|100
0|2021-10-27|15279.0|0|15291.0|0|252.0|0|0.0|100
0|2021-10-28|15315.0|0|15327.0|0|252.0|0|0.0|100
0|2021-10-29|15362.0|0|15374.0|0|252.0|0|0.0|100
0|2021-10-30|15362.0|0|15374.0|0|252.0|0|0.0|100
0|2021-10-31|15362.0|0|15374.0|0|252.0|0|0.0|100
0|2021-11-01|15453.0|0|15465.0|0|253.0|0|0.0|100
0|2021-11-02|15487.0|0|15499.0|0|253.0|0|0.0|100
0|2021-11-03|15524.0|0|15536.0|0|253.0|0|0.0|100
0|2021-11-04|15564.0|0|15576.0|0|253.0|0|0.0|100
0|2021-11-05|15619.0|0|15631.0|0|253.0|0|0.0|100
0|2021-11-06|15619.0|0|15631.0|0|253.0|0|0.0|100
0|2021-11-07|15619.0|0|15631.0|0|253.0|0|0.0|100
0|2021-11-08|15731.0|0|15743.0|0|253.0|0|0.0|100
0|2021-11-09|15766.0|0|15778.0|0|253.0|0|0.0|100
0|2021-11-10|15808.0|0|15820.0|0|253.0|0|0.0|100
0|2021-11-11|15945.0|0|15958.0|0|253.0|0|0.0|100
0|2021-11-12|16005.0|0|16018.0|0|256.0|0|0.0|100
0|2021-11-13|16005.0|0|16018.0|0|256.0|0|0.0|100
0|2021-11-14|16005.0|0|16018.0|0|256.0|0|0.0|100
0|2021-11-15|16136.0|0|16149.0|0|256.0|0|0.0|100
0|2021-11-16|16184.0|0|16197.0|0|257.0|0|0.0|100
0|2021-11-17|16244.0|0|16257.0|0|259.0|0|0.0|100
0|2021-11-18|16313.0|0|16326.0|0|259.0|0|0.0|100
0|2021-11-19|16389.0|0|16402.0|0|260.0|0|0.0|100
0|2021-11-20|16389.0|0|16402.0|0|260.0|0|0.0|100
0|2021-11-21|16389.0|0|16402.0|0|260.0|0|0.0|100
0|2021-11-22|16519.0|0|16532.0|0|260.0|0|0.0|100
0|2021-11-23|16572.0|0|16585.0|0|260.0|0|0.0|100
0|2021-11-24|16638.0|0|16651.0|0|260.0|0|0.0|100
0|2021-11-25|16638.0|0|16651.0|0|260.0|0|0.0|100
0|2021-11-26|16638.0|0|16651.0|0|260.0|0|0.0|100
0|2021-11-27|16638.0|0|16651.0|0|260.0|0|0.0|100
0|2021-11-28|16638.0|0|16651.0|0|260.0|0|0.0|100
0|2021-11-29|16857.0|0|16870.0|0|260.0|0|0.0|100
0|2021-11-30|16924.0|0|16937.0|0|261.0|0|0.0|100
0|2021-12-01|17019.0|0|17032.0|0|261.0|0|0.0|100
0|2021-12-02|17115.0|0|17128.0|0|261.0|0|0.0|100
0|2021-12-03|17192.0|0|17205.0|0|261.0|0|0.0|100
0|2021-12-04|17192.0|0|17205.0|0|261.0|0|0.0|100
0|2021-12-05|17192.0|0|17205.0|0|261.0|0|0.0|100
0|2021-12-06|17405.0|0|17418.0|0|261.0|0|0.0|100
0|2021-12-07|17486.0|0|17499.0|0|266.0|0|0.0|100
0|2021-12-08|17564.0|0|17577.0|0|266.0|0|0.0|100
0|2021-12-09|17650.0|0|17663.0|0|268.0|0|0.0|100
0|2021-12-10|17769.0|0|17782.0|0|270.0|0|0.0|100
0|2021-12-11|17769.0|0|17782.0|0|270.0|0|0.0|100
0|2021-12-12|17769.0|0|17782.0|0|270.0|0|0.0|100
0|2021-12-13|17977.0|0|17990.0|0|271.0|0|0.0|100
0|2021-12-14|17977.0|0|18073.0|0|271.0|0|0.0|100
0|2021-12-15|18119.0|0|18132.0|0|276.0|0|0.0|100
0|2021-12-16|18179.0|0|18192.0|0|277.0|0|0.0|100
0|2021-12-17|18243.0|0|18256.0|0|277.0|0|0.0|100
0|2021-12-18|18243.0|0|18256.0|0|277.0|0|0.0|100
0|2021-12-19|18243.0|0|18256.0|0|277.0|0|0.0|100
0|2021-12-20|18440.0|0|18453.0|0|279.0|0|0.0|100
0|2021-12-21|18509.0|0|18522.0|0|280.0|0|0.0|100
0|2021-12-22|18566.0|0|18579.0|0|280.0|0|0.0|100
0|2021-12-23|18566.0|0|18579.0|0|280.0|0|0.0|100
0|2021-12-24|18566.0|0|18579.0|0|280.0|0|0.0|100
0|2021-12-25|18566.0|0|18579.0|0|280.0|0|0.0|100
0|2021-12-26|18566.0|0|18579.0|0|280.0|0|0.0|100
0|2021-12-27|18940.0|0|18953.0|0|280.0|0|0.0|100
0|2021-12-28|19020.0|0|19033.0|0|281.0|0|0.0|100
0|2021-12-29|19167.0|0|19180.0|0|281.0|0|0.0|100
0|2021-12-30|19356.0|0|19369.0|0|282.0|0|0.0|100
0|2021-12-31|19356.0|0|19369.0|0|282.0|0|0.0|100
0|2022-01-01|19356.0|0|19369.0|0|282.0|0|0.0|100
0|2022-01-02|19356.0|0|19369.0|0|282.0|0|0.0|100
0|2022-01-03|19982.0|0|19995.0|0|283.0|0|0.0|100
0|2022-01-04|20310.0|0|20323.0|0|287.0|0|0.0|100
0|2022-01-05|20492.0|0|20505.0|0|289.0|0|0.0|100
0|2022-01-06|20758.0|0|20771.0|0|293.0|0|0.0|100
0|2022-01-07|21029.0|0|21042.0|0|296.0|0|0.0|100
0|2022-01-08|21029.0|0|21042.0|0|296.0|0|0.0|100
0|2022-01-09|21029.0|0|21042.0|0|296.0|0|0.0|100
0|2022-01-10|21667.0|0|21680.0|0|300.0|0|0.0|100
0|2022-01-11|21805.0|0|21818.0|0|301.0|0|0.0|100
0|2022-01-12|21974.0|0|21987.0|0|301.0|0|0.0|100
0|2022-01-13|21974.0|0|22210.0|0|301.0|0|0.0|100
0|2022-01-14|22358.0|0|22371.0|0|306.0|0|0.0|100
0|2022-01-15|22358.0|0|22371.0|0|306.0|0|0.0|100
0|2022-01-16|22358.0|0|22371.0|0|306.0|0|0.0|100
0|2022-01-17|22894.0|0|0.0|100|307.0|0|0.0|100
