|dates|Mesa_Colorado_UnitedStates.JHU_ConfirmedCases.data|Mesa_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Mesa_Colorado_UnitedStates.NYT_ConfirmedCases.data|Mesa_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Mesa_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Mesa_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Mesa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Mesa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|22938.0|0|22938.0|0|312.0|0|0.0|100
0|2021-10-18|23136.0|0|23136.0|0|319.0|0|0.0|100
0|2021-10-19|23185.0|0|23185.0|0|319.0|0|0.0|100
0|2021-10-20|23324.0|0|23324.0|0|319.0|0|0.0|100
0|2021-10-21|23470.0|0|23470.0|0|321.0|0|0.0|100
0|2021-10-22|23575.0|0|23575.0|0|324.0|0|0.0|100
0|2021-10-23|23575.0|0|23575.0|0|324.0|0|0.0|100
0|2021-10-24|23575.0|0|23575.0|0|324.0|0|0.0|100
0|2021-10-25|23867.0|0|23867.0|0|326.0|0|0.0|100
0|2021-10-26|23911.0|0|23911.0|0|327.0|0|0.0|100
0|2021-10-27|23985.0|0|23985.0|0|327.0|0|0.0|100
0|2021-10-28|24168.0|0|24168.0|0|331.0|0|0.0|100
0|2021-10-29|24269.0|0|24269.0|0|332.0|0|0.0|100
0|2021-10-30|24269.0|0|24269.0|0|332.0|0|0.0|100
0|2021-10-31|24269.0|0|24269.0|0|332.0|0|0.0|100
0|2021-11-01|24612.0|0|24612.0|0|336.0|0|0.0|100
0|2021-11-02|24675.0|0|24675.0|0|337.0|0|0.0|100
0|2021-11-03|24763.0|0|24763.0|0|337.0|0|0.0|100
0|2021-11-04|24993.0|0|24993.0|0|340.0|0|0.0|100
0|2021-11-05|25151.0|0|25151.0|0|346.0|0|0.0|100
0|2021-11-06|25151.0|0|25151.0|0|346.0|0|0.0|100
0|2021-11-07|25151.0|0|25151.0|0|346.0|0|0.0|100
0|2021-11-08|25493.0|0|25493.0|0|356.0|0|0.0|100
0|2021-11-09|25582.0|0|25582.0|0|356.0|0|0.0|100
0|2021-11-10|25582.0|0|25804.0|0|356.0|0|0.0|100
0|2021-11-11|25992.0|0|25992.0|0|357.0|0|0.0|100
0|2021-11-12|26101.0|0|26101.0|0|359.0|0|0.0|100
0|2021-11-13|26101.0|0|26101.0|0|359.0|0|0.0|100
0|2021-11-14|26101.0|0|26101.0|0|359.0|0|0.0|100
0|2021-11-15|26386.0|0|26386.0|0|365.0|0|0.0|100
0|2021-11-16|26472.0|0|26472.0|0|365.0|0|0.0|100
0|2021-11-17|26618.0|0|26618.0|0|366.0|0|0.0|100
0|2021-11-18|26844.0|0|26844.0|0|370.0|0|0.0|100
0|2021-11-19|27006.0|0|27006.0|0|375.0|0|0.0|100
0|2021-11-20|27006.0|0|27006.0|0|375.0|0|0.0|100
0|2021-11-21|27006.0|0|27006.0|0|375.0|0|0.0|100
0|2021-11-22|27282.0|0|27282.0|0|386.0|0|0.0|100
0|2021-11-23|27341.0|0|27341.0|0|387.0|0|0.0|100
0|2021-11-24|27428.0|0|27428.0|0|390.0|0|0.0|100
0|2021-11-25|27569.0|0|27569.0|0|392.0|0|0.0|100
0|2021-11-26|27629.0|0|27569.0|0|392.0|0|0.0|100
0|2021-11-27|27629.0|0|27569.0|0|392.0|0|0.0|100
0|2021-11-28|27629.0|0|27629.0|0|392.0|0|0.0|100
0|2021-11-29|27788.0|0|27788.0|0|395.0|0|0.0|100
0|2021-11-30|27852.0|0|27852.0|0|396.0|0|0.0|100
0|2021-12-01|27852.0|0|27976.0|0|396.0|0|0.0|100
0|2021-12-02|28114.0|0|28114.0|0|410.0|0|0.0|100
0|2021-12-03|28240.0|0|28177.0|0|410.0|0|0.0|100
0|2021-12-04|28240.0|0|28240.0|0|410.0|0|0.0|100
0|2021-12-05|28240.0|0|28240.0|0|410.0|0|0.0|100
0|2021-12-06|28465.0|0|28465.0|0|413.0|0|0.0|100
0|2021-12-07|28565.0|0|28565.0|0|415.0|0|0.0|100
0|2021-12-08|28660.0|0|28660.0|0|415.0|0|0.0|100
0|2021-12-09|28793.0|0|28793.0|0|417.0|0|0.0|100
0|2021-12-10|28908.0|0|28908.0|0|424.0|0|0.0|100
0|2021-12-11|28908.0|0|28908.0|0|424.0|0|0.0|100
0|2021-12-12|28908.0|0|28908.0|0|424.0|0|0.0|100
0|2021-12-13|29048.0|0|29048.0|0|427.0|0|0.0|100
0|2021-12-14|29048.0|0|29116.0|0|427.0|0|0.0|100
0|2021-12-15|29243.0|0|29243.0|0|432.0|0|0.0|100
0|2021-12-16|29312.0|0|29312.0|0|437.0|0|0.0|100
0|2021-12-17|29416.0|0|29416.0|0|441.0|0|0.0|100
0|2021-12-18|29416.0|0|29416.0|0|441.0|0|0.0|100
0|2021-12-19|29416.0|0|29416.0|0|441.0|0|0.0|100
0|2021-12-20|29542.0|0|29542.0|0|445.0|0|0.0|100
0|2021-12-21|29613.0|0|29613.0|0|450.0|0|0.0|100
0|2021-12-22|29702.0|0|29702.0|0|452.0|0|0.0|100
0|2021-12-23|29776.0|0|29776.0|0|452.0|0|0.0|100
0|2021-12-24|29871.0|0|29871.0|0|453.0|0|0.0|100
0|2021-12-25|29871.0|0|29871.0|0|453.0|0|0.0|100
0|2021-12-26|29871.0|0|29871.0|0|453.0|0|0.0|100
0|2021-12-27|29998.0|0|29998.0|0|454.0|0|0.0|100
0|2021-12-28|30095.0|0|30095.0|0|458.0|0|0.0|100
0|2021-12-29|30260.0|0|30260.0|0|459.0|0|0.0|100
0|2021-12-30|30333.0|0|30333.0|0|463.0|0|0.0|100
0|2021-12-31|30474.0|0|30474.0|0|469.0|0|0.0|100
0|2022-01-01|30474.0|0|30474.0|0|469.0|0|0.0|100
0|2022-01-02|30474.0|0|30474.0|0|469.0|0|0.0|100
0|2022-01-03|30853.0|0|30853.0|0|471.0|0|0.0|100
0|2022-01-04|30929.0|0|30929.0|0|471.0|0|0.0|100
0|2022-01-05|31011.0|0|31011.0|0|472.0|0|0.0|100
0|2022-01-06|31107.0|0|31107.0|0|474.0|0|0.0|100
0|2022-01-07|31202.0|0|31202.0|0|477.0|0|0.0|100
0|2022-01-08|31202.0|0|31202.0|0|477.0|0|0.0|100
0|2022-01-09|31202.0|0|31202.0|0|477.0|0|0.0|100
0|2022-01-10|32024.0|0|32024.0|0|480.0|0|0.0|100
0|2022-01-11|32506.0|0|32506.0|0|480.0|0|0.0|100
0|2022-01-12|32710.0|0|32710.0|0|480.0|0|0.0|100
0|2022-01-13|32710.0|0|32998.0|0|480.0|0|0.0|100
0|2022-01-14|33287.0|0|33143.0|0|482.0|0|0.0|100
0|2022-01-15|33287.0|0|33287.0|0|482.0|0|0.0|100
0|2022-01-16|33287.0|0|33287.0|0|482.0|0|0.0|100
0|2022-01-17|34065.0|0|0.0|100|483.0|0|0.0|100
