|dates|Thurston_Nebraska_UnitedStates.AveragePrecipitationTotal.data|Thurston_Nebraska_UnitedStates.AveragePrecipitationTotal.missing|Thurston_Nebraska_UnitedStates.AveragePrecipitation.data|Thurston_Nebraska_UnitedStates.AveragePrecipitation.missing|Thurston_Nebraska_UnitedStates.AverageWindDirection.data|Thurston_Nebraska_UnitedStates.AverageWindDirection.missing|Thurston_Nebraska_UnitedStates.AverageWindSpeed.data|Thurston_Nebraska_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|131.04166666666666|0|6.8125|0
0|2021-10-18|0.0|0|0.0|0|135.83333333333334|0|10.541666666666666|0
0|2021-10-19|0.0|0|0.0|0|140.83333333333334|0|10.166666666666666|0
0|2021-10-20|0.00020833333333333335|0|0.0025347222222222225|0|250.17361111111111|0|13.03125|0
0|2021-10-21|0.0014583333333333334|0|0.0004166666666666667|0|287.84722222222223|0|11.256944444444443|0
0|2021-10-22|0.0|0|0.0|0|86.15972222222223|0|5.116666666666666|0
0|2021-10-23|0.0|0|0.0|0|83.75|0|9.0|0
0|2021-10-24|0.0016666666666666668|0|0.02041666666666667|0|62.986111111111114|0|10.624999999999998|0
0|2021-10-25|0.020416666666666666|0|0.0|0|182.91666666666666|0|8.083333333333334|0
0|2021-10-26|0.0|0|0.0|0|132.01388888888889|0|16.729166666666668|0
0|2021-10-27|0.0019444444444444446|0|0.05386111111111112|0|169.68055555555554|0|11.445833333333333|0
0|2021-10-28|0.03291666666666667|0|0.0027083333333333334|0|336.11111111111114|0|17.166666666666668|0
0|2021-10-29|0.0|0|0.0|0|292.5|0|9.25|0
0|2021-10-30|0.0|0|0.0|0|183.125|0|11.145833333333334|0
0|2021-10-31|0.0|0|0.0|0|303.75|0|11.583333333333334|0
0|2021-11-01|0.0|0|0.0|0|225.83333333333334|0|5.0|0
0|2021-11-02|0.0|0|0.0|0|91.66666666666667|0|2.5416666666666665|0
0|2021-11-03|0.0|0|0.0|0|143.4027777777778|0|7.729166666666667|0
0|2021-11-04|0.0|0|0.0|0|134.79166666666666|0|7.305555555555556|0
0|2021-11-05|0.0|0|0.0|0|172.29166666666666|0|14.6875|0
0|2021-11-06|0.0|0|0.0|0|131.25|0|7.416666666666667|0
0|2021-11-07|0.0|0|0.0|0|130.0|0|7.9375|0
0|2021-11-08|0.0|0|0.0|0|176.875|0|10.979166666666666|0
0|2021-11-09|0.0|0|0.0|0|181.25|0|6.0|0
0|2021-11-10|0.0|0|0.004791666666666667|0|174.44444444444443|0|8.965277777777777|0
0|2021-11-11|0.005416666666666667|0|0.0|0|296.25|0|21.104166666666668|0
0|2021-11-12|0.0|0|0.0|0|315.0|0|25.722222222222225|0
0|2021-11-13|0.0|0|0.0004166666666666667|0|241.66666666666666|0|11.083333333333334|0
0|2021-11-14|0.00020833333333333335|0|0.0|0|234.65277777777774|0|10.701388888888891|0
0|2021-11-15|0.0|0|0.0|0|102.08333333333333|0|7.458333333333333|0
0|2021-11-16|0.0|0|0.0|0|212.5|0|12.125|0
0|2021-11-17|0.0|0|0.0|0|305.0|0|15.458333333333334|0
0|2021-11-18|0.0|0|0.0|0|250.83333333333334|0|11.541666666666666|0
0|2021-11-19|0.0|0|0.0|0|154.58333333333334|0|12.5|0
0|2021-11-20|0.0|0|0.0|0|75.0|0|5.083333333333333|0
0|2021-11-21|0.0|0|0.0|0|279.1666666666667|0|11.541666666666666|0
0|2021-11-22|0.0|0|0.0|0|123.33333333333333|0|6.708333333333333|0
0|2021-11-23|0.0|0|0.0|0|144.16666666666666|0|13.0|0
0|2021-11-24|0.0|0|0.0|0|297.0833333333333|0|17.583333333333332|0
0|2021-11-25|0.0|0|0.0|0|246.25|0|11.645833333333334|0
0|2021-11-26|0.0|0|0.0|0|135.0|0|8.208333333333334|0
0|2021-11-27|0.0|0|0.0|0|260.8333333333333|0|10.958333333333334|0
0|2021-11-28|0.0|0|0.0|0|194.58333333333334|0|6.916666666666667|0
0|2021-11-29|0.0|0|0.0|0|169.58333333333334|0|7.75|0
0|2021-11-30|0.0|0|0.0|0|237.91666666666666|0|7.333333333333333|0
0|2021-12-01|0.0|0|0.0|0|238.33333333333334|0|8.541666666666666|0
0|2021-12-02|0.0|0|0.0|0|197.08333333333334|0|7.375|0
0|2021-12-03|0.0|0|0.0|0|206.25|0|9.8125|0
0|2021-12-04|0.0|0|0.0|0|118.125|0|8.958333333333334|0
0|2021-12-05|0.0|0|0.0|0|247.08333333333334|0|18.25|0
0|2021-12-06|0.0|0|0.0|0|247.70833333333334|0|14.916666666666666|0
0|2021-12-07|0.0|0|0.0|0|218.125|0|11.291666666666666|0
0|2021-12-08|0.0|0|0.0|0|112.5|0|10.0|0
0|2021-12-09|0.0|0|0.0|0|189.375|0|10.666666666666666|0
0|2021-12-10|0.0|0|0.005381944444444445|0|116.47222222222221|0|15.549305555555557|0
0|2021-12-11|0.006666666666666667|0|0.0|0|252.5|0|10.805555555555557|0
0|2021-12-12|0.0|0|0.0|0|160.83333333333334|0|8.0|0
