|dates|Columbia_Washington_UnitedStates.BLS_EmployedPopulation.data|Columbia_Washington_UnitedStates.BLS_EmployedPopulation.missing|Columbia_Washington_UnitedStates.BLS_UnemployedPopulation.data|Columbia_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Columbia_Washington_UnitedStates.BLS_UnemploymentRate.data|Columbia_Washington_UnitedStates.BLS_UnemploymentRate.missing|Columbia_Washington_UnitedStates.BLS_LaborForcePopulation.data|Columbia_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-21|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-22|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-23|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-24|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-25|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-26|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-27|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-28|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-29|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-11-30|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-01|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-02|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-03|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-04|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-05|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-06|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-07|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-08|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-09|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-10|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-11|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-12|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-13|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-14|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-15|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-16|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-17|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-18|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-19|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-20|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-21|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-22|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-23|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-24|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-25|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-26|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-27|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-28|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-29|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-30|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2021-12-31|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-01|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-02|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-03|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-04|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-05|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-06|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-07|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-08|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-09|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-10|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-11|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-12|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-13|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-14|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-15|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-16|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
0|2022-01-17|1663.0|0|87.0|0|4.9714285714285715|0|1750.0|0
