|dates|Waynesboro_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waynesboro_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waynesboro_Virginia_UnitedStates.Male_Total_Population.data|Waynesboro_Virginia_UnitedStates.Male_Total_Population.missing|Waynesboro_Virginia_UnitedStates.Female_Total_Population.data|Waynesboro_Virginia_UnitedStates.Female_Total_Population.missing|Waynesboro_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Waynesboro_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-18|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-19|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-20|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-21|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-22|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-23|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-24|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-25|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-26|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-27|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-28|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-29|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-30|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-10-31|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-01|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-02|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-03|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-04|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-05|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-06|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-07|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-08|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-09|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-10|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-11|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-12|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-13|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-14|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-15|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-16|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-17|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-18|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-19|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-20|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-21|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-22|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-23|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-24|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-25|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-26|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-27|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-28|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-29|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-11-30|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-01|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-02|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-03|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-04|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-05|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-06|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-07|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-08|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-09|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-10|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-11|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-12|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-13|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-14|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-15|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-16|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-17|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-18|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-19|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-20|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-21|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-22|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-23|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-24|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-25|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-26|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-27|4062.0|0|10802.0|0|11826.0|0|5346.0|0
