|dates|Waynesboro_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waynesboro_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waynesboro_Virginia_UnitedStates.Male_Total_Population.data|Waynesboro_Virginia_UnitedStates.Male_Total_Population.missing|Waynesboro_Virginia_UnitedStates.Female_Total_Population.data|Waynesboro_Virginia_UnitedStates.Female_Total_Population.missing|Waynesboro_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Waynesboro_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-28|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-29|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-30|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2021-12-31|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-01|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-02|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-03|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-04|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-05|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-06|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-07|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-08|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-09|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-10|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-11|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-12|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-13|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-14|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-15|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-16|4062.0|0|10802.0|0|11826.0|0|5346.0|0
0|2022-01-17|4062.0|0|10802.0|0|11826.0|0|5346.0|0
