|dates|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.data|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Cass_Missouri_UnitedStates.NYT_ConfirmedCases.data|Cass_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14134.0|0|14134.0|0|158.0|0|0.0|100
0|2021-10-18|14141.0|0|14141.0|0|158.0|0|0.0|100
0|2021-10-19|14163.0|0|14163.0|0|162.0|0|0.0|100
0|2021-10-20|14186.0|0|14186.0|0|162.0|0|0.0|100
0|2021-10-21|14238.0|0|14238.0|0|162.0|0|0.0|100
0|2021-10-22|14264.0|0|14264.0|0|162.0|0|0.0|100
0|2021-10-23|14282.0|0|14282.0|0|162.0|0|0.0|100
0|2021-10-24|14298.0|0|14298.0|0|162.0|0|0.0|100
0|2021-10-25|14305.0|0|14305.0|0|162.0|0|0.0|100
0|2021-10-26|14331.0|0|14331.0|0|164.0|0|0.0|100
0|2021-10-27|14354.0|0|14354.0|0|164.0|0|0.0|100
0|2021-10-28|14379.0|0|14379.0|0|164.0|0|0.0|100
0|2021-10-29|14397.0|0|14397.0|0|164.0|0|0.0|100
0|2021-10-30|14411.0|0|14411.0|0|164.0|0|0.0|100
0|2021-10-31|14422.0|0|14422.0|0|164.0|0|0.0|100
0|2021-11-01|14437.0|0|14437.0|0|164.0|0|0.0|100
0|2021-11-02|14457.0|0|14457.0|0|168.0|0|0.0|100
0|2021-11-03|14482.0|0|14482.0|0|168.0|0|0.0|100
0|2021-11-04|14500.0|0|14500.0|0|168.0|0|0.0|100
0|2021-11-05|14511.0|0|14511.0|0|168.0|0|0.0|100
0|2021-11-06|14540.0|0|14540.0|0|168.0|0|0.0|100
0|2021-11-07|14554.0|0|14554.0|0|168.0|0|0.0|100
0|2021-11-08|14561.0|0|14561.0|0|168.0|0|0.0|100
0|2021-11-09|14583.0|0|14583.0|0|170.0|0|0.0|100
0|2021-11-10|14623.0|0|14623.0|0|170.0|0|0.0|100
0|2021-11-11|14623.0|0|14623.0|0|170.0|0|0.0|100
0|2021-11-12|14698.0|0|14698.0|0|171.0|0|0.0|100
0|2021-11-13|14724.0|0|14724.0|0|171.0|0|0.0|100
0|2021-11-14|14742.0|0|14742.0|0|171.0|0|0.0|100
0|2021-11-15|14756.0|0|14756.0|0|171.0|0|0.0|100
0|2021-11-16|14789.0|0|14789.0|0|171.0|0|0.0|100
0|2021-11-17|14823.0|0|14823.0|0|172.0|0|0.0|100
0|2021-11-18|15044.0|0|15044.0|0|172.0|0|0.0|100
0|2021-11-19|15079.0|0|15079.0|0|172.0|0|0.0|100
0|2021-11-20|15108.0|0|15108.0|0|172.0|0|0.0|100
0|2021-11-21|15130.0|0|15130.0|0|172.0|0|0.0|100
0|2021-11-22|15135.0|0|15135.0|0|171.0|0|0.0|100
0|2021-11-23|15193.0|0|15193.0|0|174.0|0|0.0|100
0|2021-11-24|15229.0|0|15229.0|0|174.0|0|0.0|100
0|2021-11-25|15229.0|0|15229.0|0|174.0|0|0.0|100
0|2021-11-26|15229.0|0|15229.0|0|174.0|0|0.0|100
0|2021-11-27|15229.0|0|15229.0|0|174.0|0|0.0|100
0|2021-11-28|15229.0|0|15229.0|0|174.0|0|0.0|100
0|2021-11-29|15353.0|0|15353.0|0|175.0|0|0.0|100
0|2021-11-30|15436.0|0|15436.0|0|179.0|0|0.0|100
0|2021-12-01|15506.0|0|15506.0|0|179.0|0|0.0|100
0|2021-12-02|15576.0|0|15576.0|0|207.0|0|0.0|100
0|2021-12-03|15576.0|0|15576.0|0|207.0|0|0.0|100
0|2021-12-04|15704.0|0|15704.0|0|207.0|0|0.0|100
0|2021-12-05|15733.0|0|15733.0|0|207.0|0|0.0|100
0|2021-12-06|15791.0|0|15791.0|0|207.0|0|0.0|100
0|2021-12-07|15843.0|0|15843.0|0|211.0|0|0.0|100
0|2021-12-08|15942.0|0|15942.0|0|211.0|0|0.0|100
0|2021-12-09|16040.0|0|16040.0|0|211.0|0|0.0|100
0|2021-12-10|16113.0|0|16113.0|0|212.0|0|0.0|100
0|2021-12-11|16164.0|0|16164.0|0|213.0|0|0.0|100
0|2021-12-12|16207.0|0|16207.0|0|213.0|0|0.0|100
0|2021-12-13|16222.0|0|16222.0|0|213.0|0|0.0|100
0|2021-12-14|16222.0|0|16298.0|0|213.0|0|0.0|100
0|2021-12-15|16395.0|0|16395.0|0|215.0|0|0.0|100
0|2021-12-16|16479.0|0|16479.0|0|215.0|0|0.0|100
0|2021-12-17|16559.0|0|16559.0|0|216.0|0|0.0|100
0|2021-12-18|16644.0|0|16644.0|0|216.0|0|0.0|100
0|2021-12-19|16682.0|0|16682.0|0|216.0|0|0.0|100
0|2021-12-20|16703.0|0|16703.0|0|216.0|0|0.0|100
0|2021-12-21|16777.0|0|16777.0|0|220.0|0|0.0|100
0|2021-12-22|16862.0|0|16862.0|0|221.0|0|0.0|100
0|2021-12-23|17010.0|0|17010.0|0|221.0|0|0.0|100
0|2021-12-24|17010.0|0|17010.0|0|221.0|0|0.0|100
0|2021-12-25|17010.0|0|17010.0|0|221.0|0|0.0|100
0|2021-12-26|17010.0|0|17010.0|0|221.0|0|0.0|100
0|2021-12-27|17157.0|0|17157.0|0|221.0|0|0.0|100
0|2021-12-28|17260.0|0|17260.0|0|224.0|0|0.0|100
0|2021-12-29|17385.0|0|17385.0|0|225.0|0|0.0|100
0|2021-12-30|17537.0|0|17537.0|0|225.0|0|0.0|100
0|2021-12-31|17537.0|0|17537.0|0|225.0|0|0.0|100
0|2022-01-01|17537.0|0|17537.0|0|225.0|0|0.0|100
0|2022-01-02|17537.0|0|17537.0|0|225.0|0|0.0|100
0|2022-01-03|17537.0|0|17935.0|0|225.0|0|0.0|100
