|dates|Scurry_Texas_UnitedStates.JHU_ConfirmedCases.data|Scurry_Texas_UnitedStates.JHU_ConfirmedCases.missing|Scurry_Texas_UnitedStates.NYT_ConfirmedCases.data|Scurry_Texas_UnitedStates.NYT_ConfirmedCases.missing|Scurry_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Scurry_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Scurry_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Scurry_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|3474.0|0|3474.0|0|84.0|0|0.0|100
0|2021-11-21|3474.0|0|3474.0|0|84.0|0|0.0|100
0|2021-11-22|3481.0|0|3481.0|0|84.0|0|0.0|100
0|2021-11-23|3489.0|0|3489.0|0|84.0|0|0.0|100
0|2021-11-24|3496.0|0|3496.0|0|84.0|0|0.0|100
0|2021-11-25|3496.0|0|3496.0|0|84.0|0|0.0|100
0|2021-11-26|3496.0|0|3496.0|0|84.0|0|0.0|100
0|2021-11-27|3496.0|0|3496.0|0|84.0|0|0.0|100
0|2021-11-28|3496.0|0|3496.0|0|84.0|0|0.0|100
0|2021-11-29|3513.0|0|3513.0|0|85.0|0|0.0|100
0|2021-11-30|3521.0|0|3521.0|0|85.0|0|0.0|100
0|2021-12-01|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-02|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-03|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-04|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-05|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-06|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-07|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-08|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-09|3522.0|0|3522.0|0|85.0|0|0.0|100
0|2021-12-10|3573.0|0|3573.0|0|85.0|0|0.0|100
0|2021-12-11|3578.0|0|3578.0|0|85.0|0|0.0|100
0|2021-12-12|3582.0|0|3582.0|0|85.0|0|0.0|100
0|2021-12-13|3582.0|0|3582.0|0|85.0|0|0.0|100
0|2021-12-14|3582.0|0|3588.0|0|85.0|0|0.0|100
0|2021-12-15|3595.0|0|3595.0|0|85.0|0|0.0|100
0|2021-12-16|3597.0|0|3597.0|0|86.0|0|0.0|100
0|2021-12-17|3608.0|0|3608.0|0|87.0|0|0.0|100
0|2021-12-18|3616.0|0|3616.0|0|87.0|0|0.0|100
0|2021-12-19|3616.0|0|3616.0|0|87.0|0|0.0|100
0|2021-12-20|3628.0|0|3628.0|0|87.0|0|0.0|100
0|2021-12-21|3635.0|0|3635.0|0|87.0|0|0.0|100
0|2021-12-22|3645.0|0|3645.0|0|87.0|0|0.0|100
0|2021-12-23|3645.0|0|3645.0|0|87.0|0|0.0|100
0|2021-12-24|3645.0|0|3645.0|0|87.0|0|0.0|100
0|2021-12-25|3645.0|0|3645.0|0|87.0|0|0.0|100
0|2021-12-26|3645.0|0|3645.0|0|87.0|0|0.0|100
0|2021-12-27|3680.0|0|3680.0|0|89.0|0|0.0|100
0|2021-12-28|3683.0|0|3683.0|0|90.0|0|0.0|100
0|2021-12-29|3688.0|0|3688.0|0|90.0|0|0.0|100
0|2021-12-30|3688.0|0|3688.0|0|92.0|0|0.0|100
0|2021-12-31|3688.0|0|3688.0|0|92.0|0|0.0|100
0|2022-01-01|3688.0|0|3688.0|0|92.0|0|0.0|100
0|2022-01-02|3688.0|0|3688.0|0|92.0|0|0.0|100
0|2022-01-03|3807.0|0|3807.0|0|92.0|0|0.0|100
0|2022-01-04|3825.0|0|3825.0|0|92.0|0|0.0|100
0|2022-01-05|3825.0|0|3864.0|0|92.0|0|0.0|100
0|2022-01-06|3895.0|0|3895.0|0|93.0|0|0.0|100
0|2022-01-07|3937.0|0|3937.0|0|94.0|0|0.0|100
0|2022-01-08|3989.0|0|3989.0|0|94.0|0|0.0|100
0|2022-01-09|4033.0|0|4033.0|0|94.0|0|0.0|100
0|2022-01-10|4063.0|0|4063.0|0|94.0|0|0.0|100
0|2022-01-11|4068.0|0|4068.0|0|95.0|0|0.0|100
0|2022-01-12|4079.0|0|4079.0|0|95.0|0|0.0|100
0|2022-01-13|4079.0|0|4325.0|0|95.0|0|0.0|100
0|2022-01-14|4325.0|0|4143.0|0|95.0|0|0.0|100
0|2022-01-15|4325.0|0|4222.0|0|95.0|0|0.0|100
0|2022-01-16|4266.0|0|4266.0|0|95.0|0|0.0|100
0|2022-01-17|4275.0|0|0.0|100|95.0|0|0.0|100
