|dates|Sedgwick_Kansas_UnitedStates.BLS_EmployedPopulation.data|Sedgwick_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Sedgwick_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Sedgwick_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Sedgwick_Kansas_UnitedStates.BLS_UnemploymentRate.data|Sedgwick_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Sedgwick_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Sedgwick_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-18|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-19|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-20|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-21|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-22|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-23|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-24|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-25|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-26|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-27|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-28|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-29|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-30|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-10-31|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-01|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-02|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-03|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-04|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-05|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-06|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-07|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-08|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-09|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-10|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-11|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-12|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-13|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-14|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-15|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-16|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-17|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-18|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-19|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-20|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-21|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-22|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-23|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-24|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-25|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-26|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-27|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-28|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-29|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
0|2021-11-30|242424.0|0|13854.0|0|5.405848336572004|0|256278.0|0
