|dates|Guilford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Guilford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Guilford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Guilford_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Guilford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Guilford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Guilford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Guilford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|72981.0|0|72981.0|0|932.0|0|0.0|100
0|2021-12-17|73138.0|0|73138.0|0|932.0|0|0.0|100
0|2021-12-18|73138.0|0|73138.0|0|932.0|0|0.0|100
0|2021-12-19|73138.0|0|73138.0|0|932.0|0|0.0|100
0|2021-12-20|73685.0|0|73685.0|0|936.0|0|0.0|100
0|2021-12-21|73826.0|0|73826.0|0|936.0|0|0.0|100
0|2021-12-22|74053.0|0|74053.0|0|936.0|0|0.0|100
0|2021-12-23|74053.0|0|74053.0|0|936.0|0|0.0|100
0|2021-12-24|74053.0|0|74053.0|0|936.0|0|0.0|100
0|2021-12-25|74053.0|0|74053.0|0|936.0|0|0.0|100
0|2021-12-26|74053.0|0|74053.0|0|936.0|0|0.0|100
0|2021-12-27|74053.0|0|74053.0|0|936.0|0|0.0|100
0|2021-12-28|75651.0|0|75651.0|0|937.0|0|0.0|100
0|2021-12-29|76072.0|0|76072.0|0|937.0|0|0.0|100
0|2021-12-30|76722.0|0|76722.0|0|943.0|0|0.0|100
0|2021-12-31|76722.0|0|77557.0|0|943.0|0|0.0|100
0|2022-01-01|76722.0|0|77557.0|0|943.0|0|0.0|100
0|2022-01-02|76722.0|0|77557.0|0|943.0|0|0.0|100
0|2022-01-03|79667.0|0|79667.0|0|947.0|0|0.0|100
0|2022-01-04|80005.0|0|80005.0|0|947.0|0|0.0|100
0|2022-01-05|80654.0|0|80654.0|0|947.0|0|0.0|100
0|2022-01-06|81576.0|0|81576.0|0|950.0|0|0.0|100
0|2022-01-07|82668.0|0|82668.0|0|950.0|0|0.0|100
0|2022-01-08|82668.0|0|82668.0|0|950.0|0|0.0|100
0|2022-01-09|82668.0|0|82668.0|0|950.0|0|0.0|100
0|2022-01-10|85477.0|0|85477.0|0|955.0|0|0.0|100
0|2022-01-11|86252.0|0|86252.0|0|955.0|0|0.0|100
0|2022-01-12|87716.0|0|87716.0|0|957.0|0|0.0|100
0|2022-01-13|87716.0|0|88802.0|0|957.0|0|0.0|100
0|2022-01-14|90012.0|0|90012.0|0|964.0|0|0.0|100
0|2022-01-15|90012.0|0|90012.0|0|964.0|0|0.0|100
0|2022-01-16|90012.0|0|90012.0|0|964.0|0|0.0|100
0|2022-01-17|90012.0|0|0.0|100|964.0|0|0.0|100
