|dates|Fauquier_Virginia_UnitedStates.BLS_EmployedPopulation.data|Fauquier_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Fauquier_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Fauquier_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Fauquier_Virginia_UnitedStates.BLS_UnemploymentRate.data|Fauquier_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Fauquier_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Fauquier_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-18|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-19|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-20|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-21|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-22|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-23|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-24|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-25|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-26|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-27|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-28|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-29|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-30|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-10-31|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-01|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-02|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-03|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-04|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-05|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-06|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-07|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-08|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-09|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-10|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-11|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-12|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-13|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-14|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-15|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-16|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-17|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-18|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-19|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-20|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-21|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-22|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-23|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-24|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-25|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-26|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-27|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-28|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
0|2021-11-29|34820.0|0|1100.0|0|3.062360801781737|0|35920.0|0
