|dates|Rowan_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Rowan_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Rowan_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Rowan_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Rowan_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Rowan_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Rowan_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Rowan_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-18|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-19|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-20|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-21|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-22|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-23|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-24|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-25|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-26|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-27|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-28|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-29|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-30|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-10-31|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-01|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-02|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-03|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-04|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-05|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-06|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-07|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-08|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-09|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-10|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-11|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-12|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-13|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-14|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-15|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-16|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-17|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-18|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-19|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-20|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-21|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-22|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
0|2021-11-23|61934.0|0|2989.0|0|4.60391540748271|0|64923.0|0
