|dates|Loiza_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Loiza_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Loiza_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Loiza_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Loiza_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Loiza_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Loiza_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Loiza_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-02|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-03|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-04|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-05|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-06|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-07|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-08|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-09|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-10|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-11|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-12|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-13|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-14|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-15|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-16|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-17|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-18|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-19|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-20|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-21|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-22|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-23|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-24|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-25|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-26|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-27|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-28|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-29|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-30|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-01-31|7256.0|0|740.5|0|9.26030138185456|0|7996.5|0
0|2020-02-01|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-02|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-03|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-04|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-05|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-06|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-07|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-08|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-09|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-10|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-11|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-12|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-13|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-14|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-15|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-16|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-17|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-18|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-19|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-20|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-21|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-22|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-23|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-24|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-25|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-26|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-27|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-28|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-02-29|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-01|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-02|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-03|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-04|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-05|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-06|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-07|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-08|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-09|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-10|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-11|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-12|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-13|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-14|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-15|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-16|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-17|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-18|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-19|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-20|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-21|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-22|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-23|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-24|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-25|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-26|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-27|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-28|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-29|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-30|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-03-31|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-01|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-02|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-03|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-04|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-05|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-06|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-07|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-08|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-09|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-10|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-11|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-12|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-13|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-14|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-15|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-16|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-17|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-18|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-19|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-20|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-21|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-22|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-23|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-24|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-25|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
0|2020-04-26|7468.0|0|613.0|0|7.585694839747556|0|8081.0|0
