|dates|Richmond_NewYork_UnitedStates.BLS_EmployedPopulation.data|Richmond_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Richmond_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Richmond_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Richmond_NewYork_UnitedStates.BLS_UnemploymentRate.data|Richmond_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Richmond_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Richmond_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-18|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-19|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-20|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-21|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-22|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-23|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-24|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-25|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-26|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-27|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-28|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-29|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-30|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-10-31|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-01|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-02|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-03|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-04|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-05|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-06|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-07|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-08|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-09|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-10|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-11|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-12|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-13|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-14|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-15|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-16|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-17|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-18|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-19|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-20|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-21|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
0|2021-11-22|197242.0|0|18435.0|0|8.547503906304335|0|215677.0|0
