|dates|Cache_Utah_UnitedStates.JHU_ConfirmedCases.data|Cache_Utah_UnitedStates.JHU_ConfirmedCases.missing|Cache_Utah_UnitedStates.NYT_ConfirmedCases.data|Cache_Utah_UnitedStates.NYT_ConfirmedCases.missing|Cache_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Cache_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Cache_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Cache_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|37.0|0|23218.0|0|0.0|0|0.0|100
0|2021-11-22|37.0|0|23371.0|0|0.0|0|0.0|100
0|2021-11-23|37.0|0|23390.0|0|0.0|0|0.0|100
0|2021-11-24|37.0|0|23483.0|0|0.0|0|0.0|100
0|2021-11-25|37.0|0|23483.0|0|0.0|0|0.0|100
0|2021-11-26|37.0|0|23592.0|0|0.0|0|0.0|100
0|2021-11-27|37.0|0|23592.0|0|0.0|0|0.0|100
0|2021-11-28|37.0|0|23592.0|0|0.0|0|0.0|100
0|2021-11-29|37.0|0|23695.0|0|0.0|0|0.0|100
0|2021-11-30|37.0|0|23724.0|0|0.0|0|0.0|100
0|2021-12-01|37.0|0|23724.0|0|0.0|0|0.0|100
0|2021-12-02|37.0|0|23879.0|0|0.0|0|0.0|100
0|2021-12-03|37.0|0|23940.0|0|0.0|0|0.0|100
0|2021-12-04|37.0|0|23940.0|0|0.0|0|0.0|100
0|2021-12-05|37.0|0|23940.0|0|0.0|0|0.0|100
0|2021-12-06|37.0|0|23940.0|0|0.0|0|0.0|100
0|2021-12-07|37.0|0|24064.0|0|0.0|0|0.0|100
0|2021-12-08|37.0|0|24105.0|0|0.0|0|0.0|100
0|2021-12-09|37.0|0|24161.0|0|0.0|0|0.0|100
0|2021-12-10|37.0|0|24236.0|0|0.0|0|0.0|100
0|2021-12-11|37.0|0|24236.0|0|0.0|0|0.0|100
0|2021-12-12|37.0|0|24236.0|0|0.0|0|0.0|100
0|2021-12-13|37.0|0|24343.0|0|0.0|0|0.0|100
0|2021-12-14|37.0|0|24367.0|0|0.0|0|0.0|100
0|2021-12-15|37.0|0|24418.0|0|0.0|0|0.0|100
0|2021-12-16|37.0|0|24459.0|0|0.0|0|0.0|100
0|2021-12-17|37.0|0|24492.0|0|0.0|0|0.0|100
0|2021-12-18|37.0|0|24492.0|0|0.0|0|0.0|100
0|2021-12-19|37.0|0|24492.0|0|0.0|0|0.0|100
0|2021-12-20|37.0|0|24570.0|0|0.0|0|0.0|100
0|2021-12-21|37.0|0|24596.0|0|0.0|0|0.0|100
0|2021-12-22|37.0|0|24658.0|0|0.0|0|0.0|100
0|2021-12-23|37.0|0|24702.0|0|0.0|0|0.0|100
0|2021-12-24|37.0|0|24702.0|0|0.0|0|0.0|100
0|2021-12-25|37.0|0|24702.0|0|0.0|0|0.0|100
0|2021-12-26|37.0|0|24702.0|0|0.0|0|0.0|100
0|2021-12-27|37.0|0|24896.0|0|0.0|0|0.0|100
0|2021-12-28|37.0|0|24943.0|0|0.0|0|0.0|100
0|2021-12-29|37.0|0|25077.0|0|0.0|0|0.0|100
0|2021-12-30|37.0|0|25077.0|0|0.0|0|0.0|100
0|2021-12-31|37.0|0|25185.0|0|0.0|0|0.0|100
0|2022-01-01|37.0|0|25185.0|0|0.0|0|0.0|100
0|2022-01-02|37.0|0|25185.0|0|0.0|0|0.0|100
0|2022-01-03|37.0|0|25533.0|0|0.0|0|0.0|100
0|2022-01-04|37.0|0|25533.0|0|0.0|0|0.0|100
0|2022-01-05|37.0|0|25534.0|0|0.0|0|0.0|100
0|2022-01-06|37.0|0|26464.0|0|0.0|0|0.0|100
0|2022-01-07|37.0|0|26686.0|0|0.0|0|0.0|100
0|2022-01-08|37.0|0|26686.0|0|0.0|0|0.0|100
0|2022-01-09|37.0|0|26686.0|0|0.0|0|0.0|100
0|2022-01-10|37.0|0|26686.0|0|0.0|0|0.0|100
0|2022-01-11|37.0|0|27490.0|0|0.0|0|0.0|100
0|2022-01-12|37.0|0|27490.0|0|0.0|0|0.0|100
0|2022-01-13|37.0|0|28408.0|0|0.0|0|0.0|100
0|2022-01-14|37.0|0|28678.0|0|0.0|0|0.0|100
0|2022-01-15|37.0|0|28678.0|0|0.0|0|0.0|100
0|2022-01-16|37.0|0|28678.0|0|0.0|0|0.0|100
0|2022-01-17|37.0|0|0.0|100|0.0|0|0.0|100
