|dates|Montrose_Colorado_UnitedStates.JHU_ConfirmedCases.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Montrose_Colorado_UnitedStates.NYT_ConfirmedCases.data|Montrose_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Montrose_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Montrose_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|6578.0|0|6578.0|0|107.0|0|0.0|100
0|2021-11-26|6584.0|0|6578.0|0|107.0|0|0.0|100
0|2021-11-27|6584.0|0|6578.0|0|107.0|0|0.0|100
0|2021-11-28|6584.0|0|6584.0|0|107.0|0|0.0|100
0|2021-11-29|6623.0|0|6623.0|0|109.0|0|0.0|100
0|2021-11-30|6647.0|0|6647.0|0|110.0|0|0.0|100
0|2021-12-01|6647.0|0|6677.0|0|110.0|0|0.0|100
0|2021-12-02|6698.0|0|6698.0|0|113.0|0|0.0|100
0|2021-12-03|6726.0|0|6712.0|0|113.0|0|0.0|100
0|2021-12-04|6726.0|0|6726.0|0|113.0|0|0.0|100
0|2021-12-05|6726.0|0|6726.0|0|113.0|0|0.0|100
0|2021-12-06|6760.0|0|6760.0|0|115.0|0|0.0|100
0|2021-12-07|6784.0|0|6784.0|0|119.0|0|0.0|100
0|2021-12-08|6807.0|0|6807.0|0|120.0|0|0.0|100
0|2021-12-09|6821.0|0|6821.0|0|120.0|0|0.0|100
0|2021-12-10|6850.0|0|6850.0|0|122.0|0|0.0|100
0|2021-12-11|6850.0|0|6850.0|0|122.0|0|0.0|100
0|2021-12-12|6850.0|0|6850.0|0|122.0|0|0.0|100
0|2021-12-13|6876.0|0|6876.0|0|125.0|0|0.0|100
0|2021-12-14|6876.0|0|6886.0|0|125.0|0|0.0|100
0|2021-12-15|6899.0|0|6899.0|0|128.0|0|0.0|100
0|2021-12-16|6907.0|0|6907.0|0|130.0|0|0.0|100
0|2021-12-17|6914.0|0|6914.0|0|131.0|0|0.0|100
0|2021-12-18|6914.0|0|6914.0|0|131.0|0|0.0|100
0|2021-12-19|6914.0|0|6914.0|0|131.0|0|0.0|100
0|2021-12-20|6919.0|0|6919.0|0|131.0|0|0.0|100
0|2021-12-21|6936.0|0|6936.0|0|137.0|0|0.0|100
0|2021-12-22|6946.0|0|6946.0|0|137.0|0|0.0|100
0|2021-12-23|6955.0|0|6955.0|0|138.0|0|0.0|100
0|2021-12-24|6962.0|0|6962.0|0|138.0|0|0.0|100
0|2021-12-25|6962.0|0|6962.0|0|138.0|0|0.0|100
0|2021-12-26|6962.0|0|6962.0|0|138.0|0|0.0|100
0|2021-12-27|6979.0|0|6979.0|0|138.0|0|0.0|100
0|2021-12-28|6988.0|0|6988.0|0|142.0|0|0.0|100
0|2021-12-29|7010.0|0|7010.0|0|143.0|0|0.0|100
0|2021-12-30|7025.0|0|7025.0|0|144.0|0|0.0|100
0|2021-12-31|7030.0|0|7030.0|0|144.0|0|0.0|100
0|2022-01-01|7030.0|0|7030.0|0|144.0|0|0.0|100
0|2022-01-02|7030.0|0|7030.0|0|144.0|0|0.0|100
0|2022-01-03|7097.0|0|7097.0|0|145.0|0|0.0|100
0|2022-01-04|7133.0|0|7133.0|0|146.0|0|0.0|100
0|2022-01-05|7187.0|0|7187.0|0|146.0|0|0.0|100
0|2022-01-06|7204.0|0|7204.0|0|146.0|0|0.0|100
0|2022-01-07|7223.0|0|7223.0|0|146.0|0|0.0|100
0|2022-01-08|7223.0|0|7223.0|0|146.0|0|0.0|100
0|2022-01-09|7223.0|0|7223.0|0|146.0|0|0.0|100
0|2022-01-10|7346.0|0|7346.0|0|147.0|0|0.0|100
0|2022-01-11|7413.0|0|7413.0|0|149.0|0|0.0|100
0|2022-01-12|7474.0|0|7474.0|0|149.0|0|0.0|100
0|2022-01-13|7474.0|0|7544.0|0|149.0|0|0.0|100
0|2022-01-14|7619.0|0|7582.0|0|150.0|0|0.0|100
0|2022-01-15|7619.0|0|7619.0|0|150.0|0|0.0|100
0|2022-01-16|7619.0|0|7619.0|0|150.0|0|0.0|100
0|2022-01-17|7739.0|0|0.0|100|150.0|0|0.0|100
