|dates|Vigo_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vigo_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vigo_Indiana_UnitedStates.Male_Total_Population.data|Vigo_Indiana_UnitedStates.Male_Total_Population.missing|Vigo_Indiana_UnitedStates.Female_Total_Population.data|Vigo_Indiana_UnitedStates.Female_Total_Population.missing|Vigo_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Vigo_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-09|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-10|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-11|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-12|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-13|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-14|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-15|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-16|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-17|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-18|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-19|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-20|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-21|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-22|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-23|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-24|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-25|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-26|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-27|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-28|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-29|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-11-30|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-01|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-02|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-03|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-04|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-05|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-06|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-07|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-08|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-09|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-10|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-11|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-12|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-13|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-14|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-15|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-16|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-17|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-18|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-19|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-20|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-21|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-22|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-23|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-24|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-25|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-26|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-27|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-28|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-29|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-30|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2021-12-31|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-01|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-02|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-03|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-04|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-05|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-06|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-07|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-08|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-09|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-10|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-11|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-12|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-13|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-14|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-15|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-16|17517.0|0|54405.0|0|52981.0|0|21965.0|0
0|2022-01-17|17517.0|0|54405.0|0|52981.0|0|21965.0|0
