|dates|Mendocino_California_UnitedStates.JHU_ConfirmedCases.data|Mendocino_California_UnitedStates.JHU_ConfirmedCases.missing|Mendocino_California_UnitedStates.NYT_ConfirmedCases.data|Mendocino_California_UnitedStates.NYT_ConfirmedCases.missing|Mendocino_California_UnitedStates.JHU_ConfirmedDeaths.data|Mendocino_California_UnitedStates.JHU_ConfirmedDeaths.missing|Mendocino_California_UnitedStates.JHU_ConfirmedRecoveries.data|Mendocino_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|8817.0|0|8817.0|0|100.0|0|0.0|100
0|2021-12-12|8817.0|0|8817.0|0|100.0|0|0.0|100
0|2021-12-13|8877.0|0|8877.0|0|100.0|0|0.0|100
0|2021-12-14|8877.0|0|8883.0|0|100.0|0|0.0|100
0|2021-12-15|8893.0|0|8893.0|0|103.0|0|0.0|100
0|2021-12-16|8900.0|0|8900.0|0|103.0|0|0.0|100
0|2021-12-17|8910.0|0|8910.0|0|103.0|0|0.0|100
0|2021-12-18|8910.0|0|8910.0|0|103.0|0|0.0|100
0|2021-12-19|8910.0|0|8910.0|0|103.0|0|0.0|100
0|2021-12-20|8948.0|0|8948.0|0|103.0|0|0.0|100
0|2021-12-21|8955.0|0|8955.0|0|103.0|0|0.0|100
0|2021-12-22|8973.0|0|8973.0|0|105.0|0|0.0|100
0|2021-12-23|8995.0|0|8995.0|0|105.0|0|0.0|100
0|2021-12-24|9010.0|0|9010.0|0|105.0|0|0.0|100
0|2021-12-25|9010.0|0|9010.0|0|105.0|0|0.0|100
0|2021-12-26|9010.0|0|9010.0|0|105.0|0|0.0|100
0|2021-12-27|9010.0|0|9010.0|0|105.0|0|0.0|100
0|2021-12-28|9047.0|0|9047.0|0|105.0|0|0.0|100
0|2021-12-29|9062.0|0|9062.0|0|105.0|0|0.0|100
0|2021-12-30|9085.0|0|9085.0|0|105.0|0|0.0|100
0|2021-12-31|9121.0|0|9121.0|0|105.0|0|0.0|100
0|2022-01-01|9121.0|0|9121.0|0|105.0|0|0.0|100
0|2022-01-02|9121.0|0|9121.0|0|105.0|0|0.0|100
0|2022-01-03|9121.0|0|9121.0|0|105.0|0|0.0|100
0|2022-01-04|9272.0|0|9272.0|0|105.0|0|0.0|100
0|2022-01-05|9335.0|0|9335.0|0|105.0|0|0.0|100
0|2022-01-06|9385.0|0|9385.0|0|106.0|0|0.0|100
0|2022-01-07|9552.0|0|9552.0|0|106.0|0|0.0|100
0|2022-01-08|9552.0|0|9552.0|0|106.0|0|0.0|100
0|2022-01-09|9552.0|0|9552.0|0|106.0|0|0.0|100
0|2022-01-10|9857.0|0|9857.0|0|109.0|0|0.0|100
0|2022-01-11|9923.0|0|9923.0|0|109.0|0|0.0|100
0|2022-01-12|10417.0|0|10061.0|0|109.0|0|0.0|100
0|2022-01-13|10417.0|0|10417.0|0|109.0|0|0.0|100
0|2022-01-14|10572.0|0|10572.0|0|102.0|0|0.0|100
0|2022-01-15|9534.0|0|10572.0|0|102.0|0|0.0|100
0|2022-01-16|10572.0|0|10572.0|0|102.0|0|0.0|100
0|2022-01-17|11030.0|0|0.0|100|102.0|0|0.0|100
