|dates|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Marlboro_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Marlboro_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|5018.0|0|5018.0|0|86.0|0|0.0|100
0|2021-12-26|5018.0|0|5018.0|0|86.0|0|0.0|100
0|2021-12-27|5018.0|0|5018.0|0|86.0|0|0.0|100
0|2021-12-28|5018.0|0|5018.0|0|86.0|0|0.0|100
0|2021-12-29|5085.0|0|5085.0|0|86.0|0|0.0|100
0|2021-12-30|5118.0|0|5118.0|0|86.0|0|0.0|100
0|2021-12-31|5198.0|0|5198.0|0|86.0|0|0.0|100
0|2022-01-01|5198.0|0|5198.0|0|86.0|0|0.0|100
0|2022-01-02|5198.0|0|5198.0|0|86.0|0|0.0|100
0|2022-01-03|5198.0|0|5198.0|0|86.0|0|0.0|100
0|2022-01-04|5410.0|0|5410.0|0|86.0|0|0.0|100
0|2022-01-05|5452.0|0|5452.0|0|86.0|0|0.0|100
0|2022-01-06|5588.0|0|5588.0|0|86.0|0|0.0|100
0|2022-01-07|5643.0|0|5643.0|0|86.0|0|0.0|100
0|2022-01-08|5643.0|0|5643.0|0|86.0|0|0.0|100
0|2022-01-09|5643.0|0|5643.0|0|86.0|0|0.0|100
0|2022-01-10|5871.0|0|5871.0|0|86.0|0|0.0|100
0|2022-01-11|5914.0|0|5914.0|0|86.0|0|0.0|100
0|2022-01-12|5985.0|0|5985.0|0|86.0|0|0.0|100
0|2022-01-13|5985.0|0|6092.0|0|86.0|0|0.0|100
0|2022-01-14|6181.0|0|6181.0|0|86.0|0|0.0|100
0|2022-01-15|6181.0|0|6181.0|0|86.0|0|0.0|100
0|2022-01-16|6181.0|0|6181.0|0|86.0|0|0.0|100
0|2022-01-17|6181.0|0|0.0|100|86.0|0|0.0|100
