|dates|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Marlboro_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Marlboro_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Marlboro_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4775.0|0|4775.0|0|77.0|0|0.0|100
0|2021-10-18|4786.0|0|4786.0|0|77.0|0|0.0|100
0|2021-10-19|4789.0|0|4789.0|0|77.0|0|0.0|100
0|2021-10-20|4790.0|0|4790.0|0|77.0|0|0.0|100
0|2021-10-21|4795.0|0|4795.0|0|78.0|0|0.0|100
0|2021-10-22|4797.0|0|4797.0|0|80.0|0|0.0|100
0|2021-10-23|4797.0|0|4797.0|0|80.0|0|0.0|100
0|2021-10-24|4797.0|0|4797.0|0|80.0|0|0.0|100
0|2021-10-25|4805.0|0|4805.0|0|80.0|0|0.0|100
0|2021-10-26|4809.0|0|4809.0|0|80.0|0|0.0|100
0|2021-10-27|4811.0|0|4811.0|0|81.0|0|0.0|100
0|2021-10-28|4817.0|0|4817.0|0|82.0|0|0.0|100
0|2021-10-29|4819.0|0|4819.0|0|82.0|0|0.0|100
0|2021-10-30|4819.0|0|4819.0|0|82.0|0|0.0|100
0|2021-10-31|4819.0|0|4819.0|0|82.0|0|0.0|100
0|2021-11-01|4824.0|0|4824.0|0|82.0|0|0.0|100
0|2021-11-02|4825.0|0|4825.0|0|82.0|0|0.0|100
0|2021-11-03|4840.0|0|4840.0|0|82.0|0|0.0|100
0|2021-11-04|4845.0|0|4845.0|0|82.0|0|0.0|100
0|2021-11-05|4855.0|0|4855.0|0|82.0|0|0.0|100
0|2021-11-06|4855.0|0|4855.0|0|82.0|0|0.0|100
0|2021-11-07|4855.0|0|4855.0|0|82.0|0|0.0|100
0|2021-11-08|4860.0|0|4860.0|0|82.0|0|0.0|100
0|2021-11-09|4860.0|0|4860.0|0|82.0|0|0.0|100
0|2021-11-10|4863.0|0|4863.0|0|82.0|0|0.0|100
0|2021-11-11|4863.0|0|4863.0|0|82.0|0|0.0|100
0|2021-11-12|4872.0|0|4872.0|0|83.0|0|0.0|100
0|2021-11-13|4872.0|0|4872.0|0|83.0|0|0.0|100
0|2021-11-14|4872.0|0|4872.0|0|83.0|0|0.0|100
0|2021-11-15|4880.0|0|4880.0|0|83.0|0|0.0|100
0|2021-11-16|4881.0|0|4881.0|0|83.0|0|0.0|100
0|2021-11-17|4884.0|0|4884.0|0|83.0|0|0.0|100
0|2021-11-18|4888.0|0|4888.0|0|83.0|0|0.0|100
0|2021-11-19|4888.0|0|4888.0|0|83.0|0|0.0|100
0|2021-11-20|4888.0|0|4888.0|0|83.0|0|0.0|100
0|2021-11-21|4888.0|0|4888.0|0|83.0|0|0.0|100
0|2021-11-22|4897.0|0|4897.0|0|83.0|0|0.0|100
0|2021-11-23|4897.0|0|4897.0|0|83.0|0|0.0|100
0|2021-11-24|4897.0|0|4897.0|0|83.0|0|0.0|100
0|2021-11-25|4897.0|0|4897.0|0|83.0|0|0.0|100
0|2021-11-26|4897.0|0|4898.0|0|83.0|0|0.0|100
0|2021-11-27|4898.0|0|4898.0|0|83.0|0|0.0|100
0|2021-11-28|4898.0|0|4898.0|0|83.0|0|0.0|100
0|2021-11-29|4905.0|0|4905.0|0|83.0|0|0.0|100
0|2021-11-30|4906.0|0|4906.0|0|83.0|0|0.0|100
0|2021-12-01|4913.0|0|4913.0|0|83.0|0|0.0|100
0|2021-12-02|4923.0|0|4923.0|0|83.0|0|0.0|100
0|2021-12-03|4930.0|0|4930.0|0|83.0|0|0.0|100
0|2021-12-04|4930.0|0|4930.0|0|83.0|0|0.0|100
0|2021-12-05|4930.0|0|4930.0|0|83.0|0|0.0|100
0|2021-12-06|4947.0|0|4947.0|0|84.0|0|0.0|100
0|2021-12-07|4947.0|0|4947.0|0|84.0|0|0.0|100
0|2021-12-08|4954.0|0|4954.0|0|84.0|0|0.0|100
0|2021-12-09|4954.0|0|4954.0|0|84.0|0|0.0|100
0|2021-12-10|4955.0|0|4955.0|0|84.0|0|0.0|100
0|2021-12-11|4955.0|0|4955.0|0|84.0|0|0.0|100
0|2021-12-12|4955.0|0|4955.0|0|84.0|0|0.0|100
0|2021-12-13|4965.0|0|4965.0|0|84.0|0|0.0|100
0|2021-12-14|4965.0|0|4968.0|0|84.0|0|0.0|100
0|2021-12-15|4971.0|0|4971.0|0|85.0|0|0.0|100
0|2021-12-16|4975.0|0|4975.0|0|86.0|0|0.0|100
0|2021-12-17|4986.0|0|4986.0|0|86.0|0|0.0|100
0|2021-12-18|4986.0|0|4986.0|0|86.0|0|0.0|100
0|2021-12-19|4986.0|0|4986.0|0|86.0|0|0.0|100
0|2021-12-20|4999.0|0|4999.0|0|86.0|0|0.0|100
0|2021-12-21|5001.0|0|5001.0|0|86.0|0|0.0|100
0|2021-12-22|5007.0|0|5007.0|0|86.0|0|0.0|100
0|2021-12-23|5018.0|0|5018.0|0|86.0|0|0.0|100
0|2021-12-24|5018.0|0|5018.0|0|86.0|0|0.0|100
