|dates|Guaynabo_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Guaynabo_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Guaynabo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Guaynabo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Guaynabo_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Guaynabo_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Guaynabo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Guaynabo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-02|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-03|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-04|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-05|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-06|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-07|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-08|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-09|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-10|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-11|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-12|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-13|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-14|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-15|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-16|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-17|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-18|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
0|2020-01-19|33766.5|0|1621.5|0|4.582061715835876|0|35388.0|0
