|dates|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Tucker_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Tucker_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|1249.0|0|1250.0|0|31.0|0|0.0|100
0|2021-12-06|1255.0|0|1255.0|0|31.0|0|0.0|100
0|2021-12-07|1257.0|0|1257.0|0|31.0|0|0.0|100
0|2021-12-08|1257.0|0|1257.0|0|31.0|0|0.0|100
0|2021-12-09|1260.0|0|1260.0|0|31.0|0|0.0|100
0|2021-12-10|1260.0|0|1260.0|0|31.0|0|0.0|100
0|2021-12-11|1261.0|0|1261.0|0|31.0|0|0.0|100
0|2021-12-12|1264.0|0|1264.0|0|31.0|0|0.0|100
0|2021-12-13|1265.0|0|1265.0|0|31.0|0|0.0|100
0|2021-12-14|1265.0|0|1267.0|0|31.0|0|0.0|100
0|2021-12-15|1268.0|0|1268.0|0|31.0|0|0.0|100
0|2021-12-16|1268.0|0|1268.0|0|31.0|0|0.0|100
0|2021-12-17|1277.0|0|1277.0|0|31.0|0|0.0|100
0|2021-12-18|1285.0|0|1285.0|0|31.0|0|0.0|100
0|2021-12-19|1285.0|0|1285.0|0|31.0|0|0.0|100
0|2021-12-20|1285.0|0|1285.0|0|31.0|0|0.0|100
0|2021-12-21|1290.0|0|1290.0|0|31.0|0|0.0|100
0|2021-12-22|1297.0|0|1297.0|0|31.0|0|0.0|100
0|2021-12-23|1307.0|0|1307.0|0|31.0|0|0.0|100
0|2021-12-24|1307.0|0|1307.0|0|31.0|0|0.0|100
0|2021-12-25|1307.0|0|1307.0|0|31.0|0|0.0|100
0|2021-12-26|1307.0|0|1307.0|0|31.0|0|0.0|100
0|2021-12-27|1312.0|0|1312.0|0|31.0|0|0.0|100
0|2021-12-28|1312.0|0|1312.0|0|31.0|0|0.0|100
0|2021-12-29|1315.0|0|1315.0|0|32.0|0|0.0|100
0|2021-12-30|1317.0|0|1317.0|0|32.0|0|0.0|100
0|2021-12-31|1317.0|0|1317.0|0|32.0|0|0.0|100
0|2022-01-01|1317.0|0|1317.0|0|32.0|0|0.0|100
0|2022-01-02|1317.0|0|1317.0|0|32.0|0|0.0|100
0|2022-01-03|1332.0|0|1332.0|0|32.0|0|0.0|100
0|2022-01-04|1339.0|0|1339.0|0|32.0|0|0.0|100
0|2022-01-05|1352.0|0|1352.0|0|32.0|0|0.0|100
0|2022-01-06|1372.0|0|1372.0|0|32.0|0|0.0|100
0|2022-01-07|1390.0|0|1390.0|0|32.0|0|0.0|100
0|2022-01-08|1405.0|0|1405.0|0|32.0|0|0.0|100
0|2022-01-09|1410.0|0|1410.0|0|32.0|0|0.0|100
0|2022-01-10|1418.0|0|1418.0|0|32.0|0|0.0|100
0|2022-01-11|1426.0|0|1426.0|0|32.0|0|0.0|100
0|2022-01-12|1442.0|0|1442.0|0|32.0|0|0.0|100
0|2022-01-13|1442.0|0|1456.0|0|32.0|0|0.0|100
0|2022-01-14|1475.0|0|1475.0|0|32.0|0|0.0|100
0|2022-01-15|1490.0|0|1490.0|0|32.0|0|0.0|100
0|2022-01-16|1513.0|0|1513.0|0|32.0|0|0.0|100
0|2022-01-17|1518.0|0|0.0|100|32.0|0|0.0|100
