|dates|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Tucker_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Tucker_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1051.0|0|1051.0|0|20.0|0|0.0|100
0|2021-10-18|1055.0|0|1055.0|0|22.0|0|0.0|100
0|2021-10-19|1060.0|0|1060.0|0|22.0|0|0.0|100
0|2021-10-20|1063.0|0|1063.0|0|24.0|0|0.0|100
0|2021-10-21|1067.0|0|1067.0|0|24.0|0|0.0|100
0|2021-10-22|1075.0|0|1075.0|0|25.0|0|0.0|100
0|2021-10-23|1080.0|0|1080.0|0|25.0|0|0.0|100
0|2021-10-24|1081.0|0|1081.0|0|25.0|0|0.0|100
0|2021-10-25|1083.0|0|1083.0|0|26.0|0|0.0|100
0|2021-10-26|1089.0|0|1089.0|0|26.0|0|0.0|100
0|2021-10-27|1097.0|0|1097.0|0|26.0|0|0.0|100
0|2021-10-28|1105.0|0|1105.0|0|29.0|0|0.0|100
0|2021-10-29|1113.0|0|1113.0|0|29.0|0|0.0|100
0|2021-10-30|1122.0|0|1122.0|0|29.0|0|0.0|100
0|2021-10-31|1124.0|0|1124.0|0|29.0|0|0.0|100
0|2021-11-01|1125.0|0|1125.0|0|29.0|0|0.0|100
0|2021-11-02|1135.0|0|1135.0|0|29.0|0|0.0|100
0|2021-11-03|1145.0|0|1145.0|0|29.0|0|0.0|100
0|2021-11-04|1151.0|0|1151.0|0|29.0|0|0.0|100
0|2021-11-05|1160.0|0|1160.0|0|29.0|0|0.0|100
0|2021-11-06|1160.0|0|1160.0|0|29.0|0|0.0|100
0|2021-11-07|1160.0|0|1160.0|0|29.0|0|0.0|100
0|2021-11-08|1162.0|0|1162.0|0|30.0|0|0.0|100
0|2021-11-09|1167.0|0|1167.0|0|30.0|0|0.0|100
0|2021-11-10|1167.0|0|1175.0|0|30.0|0|0.0|100
0|2021-11-11|1180.0|0|1180.0|0|30.0|0|0.0|100
0|2021-11-12|1188.0|0|1188.0|0|30.0|0|0.0|100
0|2021-11-13|1195.0|0|1195.0|0|30.0|0|0.0|100
0|2021-11-14|1200.0|0|1200.0|0|30.0|0|0.0|100
0|2021-11-15|1202.0|0|1202.0|0|30.0|0|0.0|100
0|2021-11-16|1202.0|0|1202.0|0|30.0|0|0.0|100
0|2021-11-17|1211.0|0|1211.0|0|30.0|0|0.0|100
0|2021-11-18|1214.0|0|1214.0|0|30.0|0|0.0|100
0|2021-11-19|1217.0|0|1217.0|0|30.0|0|0.0|100
0|2021-11-20|1226.0|0|1226.0|0|30.0|0|0.0|100
0|2021-11-21|1226.0|0|1226.0|0|30.0|0|0.0|100
0|2021-11-22|1228.0|0|1228.0|0|30.0|0|0.0|100
0|2021-11-23|1226.0|0|1226.0|0|31.0|0|0.0|100
0|2021-11-24|1227.0|0|1227.0|0|31.0|0|0.0|100
0|2021-11-25|1227.0|0|1227.0|0|31.0|0|0.0|100
0|2021-11-26|1227.0|0|1227.0|0|31.0|0|0.0|100
0|2021-11-27|1227.0|0|1227.0|0|31.0|0|0.0|100
0|2021-11-28|1227.0|0|1227.0|0|31.0|0|0.0|100
0|2021-11-29|1232.0|0|1232.0|0|31.0|0|0.0|100
0|2021-11-30|1233.0|0|1233.0|0|31.0|0|0.0|100
0|2021-12-01|1236.0|0|1236.0|0|31.0|0|0.0|100
0|2021-12-02|1240.0|0|1240.0|0|31.0|0|0.0|100
0|2021-12-03|1243.0|0|1243.0|0|31.0|0|0.0|100
0|2021-12-04|1249.0|0|1249.0|0|31.0|0|0.0|100
