|dates|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Carlisle_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Carlisle_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|668.0|0|668.0|0|12.0|0|0.0|100
0|2021-11-22|670.0|0|670.0|0|12.0|0|0.0|100
0|2021-11-23|672.0|0|672.0|0|12.0|0|0.0|100
0|2021-11-24|672.0|0|672.0|0|12.0|0|0.0|100
0|2021-11-25|672.0|0|672.0|0|12.0|0|0.0|100
0|2021-11-26|672.0|0|672.0|0|12.0|0|0.0|100
0|2021-11-27|672.0|0|672.0|0|12.0|0|0.0|100
0|2021-11-28|672.0|0|672.0|0|12.0|0|0.0|100
0|2021-11-29|679.0|0|679.0|0|12.0|0|0.0|100
0|2021-11-30|680.0|0|680.0|0|12.0|0|0.0|100
0|2021-12-01|684.0|0|684.0|0|12.0|0|0.0|100
0|2021-12-02|684.0|0|685.0|0|12.0|0|0.0|100
0|2021-12-03|690.0|0|690.0|0|12.0|0|0.0|100
0|2021-12-04|690.0|0|690.0|0|12.0|0|0.0|100
0|2021-12-05|690.0|0|690.0|0|12.0|0|0.0|100
0|2021-12-06|693.0|0|693.0|0|12.0|0|0.0|100
0|2021-12-07|695.0|0|695.0|0|12.0|0|0.0|100
0|2021-12-08|700.0|0|700.0|0|12.0|0|0.0|100
0|2021-12-09|702.0|0|702.0|0|12.0|0|0.0|100
0|2021-12-10|705.0|0|705.0|0|12.0|0|0.0|100
0|2021-12-11|705.0|0|705.0|0|12.0|0|0.0|100
0|2021-12-12|705.0|0|705.0|0|12.0|0|0.0|100
0|2021-12-13|709.0|0|709.0|0|12.0|0|0.0|100
0|2021-12-14|709.0|0|715.0|0|12.0|0|0.0|100
0|2021-12-15|716.0|0|716.0|0|12.0|0|0.0|100
0|2021-12-16|719.0|0|719.0|0|12.0|0|0.0|100
0|2021-12-17|719.0|0|719.0|0|12.0|0|0.0|100
0|2021-12-18|719.0|0|719.0|0|12.0|0|0.0|100
0|2021-12-19|719.0|0|719.0|0|12.0|0|0.0|100
0|2021-12-20|725.0|0|725.0|0|12.0|0|0.0|100
0|2021-12-21|726.0|0|726.0|0|12.0|0|0.0|100
0|2021-12-22|728.0|0|728.0|0|12.0|0|0.0|100
0|2021-12-23|728.0|0|728.0|0|12.0|0|0.0|100
0|2021-12-24|728.0|0|728.0|0|12.0|0|0.0|100
0|2021-12-25|728.0|0|728.0|0|12.0|0|0.0|100
0|2021-12-26|728.0|0|728.0|0|12.0|0|0.0|100
0|2021-12-27|733.0|0|733.0|0|13.0|0|0.0|100
0|2021-12-28|743.0|0|743.0|0|13.0|0|0.0|100
0|2021-12-29|749.0|0|749.0|0|13.0|0|0.0|100
0|2021-12-30|749.0|0|749.0|0|13.0|0|0.0|100
0|2021-12-31|749.0|0|749.0|0|13.0|0|0.0|100
0|2022-01-01|749.0|0|749.0|0|13.0|0|0.0|100
0|2022-01-02|749.0|0|749.0|0|13.0|0|0.0|100
0|2022-01-03|771.0|0|771.0|0|14.0|0|0.0|100
0|2022-01-04|771.0|0|771.0|0|14.0|0|0.0|100
0|2022-01-05|772.0|0|772.0|0|14.0|0|0.0|100
0|2022-01-06|773.0|0|773.0|0|14.0|0|0.0|100
0|2022-01-07|774.0|0|774.0|0|14.0|0|0.0|100
0|2022-01-08|774.0|0|774.0|0|14.0|0|0.0|100
0|2022-01-09|774.0|0|774.0|0|14.0|0|0.0|100
0|2022-01-10|779.0|0|779.0|0|14.0|0|0.0|100
0|2022-01-11|784.0|0|784.0|0|14.0|0|0.0|100
0|2022-01-12|788.0|0|788.0|0|14.0|0|0.0|100
0|2022-01-13|788.0|0|792.0|0|14.0|0|0.0|100
0|2022-01-14|803.0|0|803.0|0|15.0|0|0.0|100
0|2022-01-15|803.0|0|803.0|0|15.0|0|0.0|100
0|2022-01-16|803.0|0|803.0|0|15.0|0|0.0|100
0|2022-01-17|803.0|0|0.0|100|15.0|0|0.0|100
