|dates|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beaufort_SouthCarolina_UnitedStates.Male_Total_Population.data|Beaufort_SouthCarolina_UnitedStates.Male_Total_Population.missing|Beaufort_SouthCarolina_UnitedStates.Female_Total_Population.data|Beaufort_SouthCarolina_UnitedStates.Female_Total_Population.missing|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-20|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-21|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-22|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-23|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-24|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-25|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-26|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-27|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-28|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-29|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-11-30|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-01|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-02|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-03|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-04|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-05|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-06|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-07|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-08|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-09|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-10|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-11|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-12|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-13|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-14|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-15|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-16|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-17|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-18|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-19|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-20|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-21|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-22|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-23|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-24|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-25|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-26|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-27|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-28|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-29|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-30|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2021-12-31|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-01|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-02|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-03|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-04|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-05|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-06|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-07|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-08|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-09|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-10|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-11|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-12|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-13|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-14|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-15|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-16|51442.0|0|92476.0|0|96239.0|0|35023.0|0
0|2022-01-17|51442.0|0|92476.0|0|96239.0|0|35023.0|0
