|dates|York_Maine_UnitedStates.JHU_ConfirmedCases.data|York_Maine_UnitedStates.JHU_ConfirmedCases.missing|York_Maine_UnitedStates.NYT_ConfirmedCases.data|York_Maine_UnitedStates.NYT_ConfirmedCases.missing|York_Maine_UnitedStates.JHU_ConfirmedDeaths.data|York_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|York_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|York_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|17310.0|0|17310.0|0|149.0|0|0.0|100
0|2021-10-18|17310.0|0|17310.0|0|149.0|0|0.0|100
0|2021-10-19|17469.0|0|17469.0|0|149.0|0|0.0|100
0|2021-10-20|17531.0|0|17531.0|0|150.0|0|0.0|100
0|2021-10-21|17609.0|0|17609.0|0|150.0|0|0.0|100
0|2021-10-22|17669.0|0|17669.0|0|150.0|0|0.0|100
0|2021-10-23|17760.0|0|17760.0|0|151.0|0|0.0|100
0|2021-10-24|17760.0|0|17760.0|0|151.0|0|0.0|100
0|2021-10-25|17760.0|0|17760.0|0|151.0|0|0.0|100
0|2021-10-26|17870.0|0|17870.0|0|157.0|0|0.0|100
0|2021-10-27|17923.0|0|17923.0|0|157.0|0|0.0|100
0|2021-10-28|17970.0|0|17970.0|0|158.0|0|0.0|100
0|2021-10-29|18050.0|0|18050.0|0|158.0|0|0.0|100
0|2021-10-30|18123.0|0|18123.0|0|159.0|0|0.0|100
0|2021-10-31|18123.0|0|18123.0|0|159.0|0|0.0|100
0|2021-11-01|18123.0|0|18123.0|0|159.0|0|0.0|100
0|2021-11-02|18213.0|0|18213.0|0|160.0|0|0.0|100
0|2021-11-03|18292.0|0|18292.0|0|161.0|0|0.0|100
0|2021-11-04|18384.0|0|18384.0|0|162.0|0|0.0|100
0|2021-11-05|18417.0|0|18417.0|0|162.0|0|0.0|100
0|2021-11-06|18518.0|0|18518.0|0|162.0|0|0.0|100
0|2021-11-07|18518.0|0|18518.0|0|162.0|0|0.0|100
0|2021-11-08|18518.0|0|18518.0|0|162.0|0|0.0|100
0|2021-11-09|18601.0|0|18601.0|0|162.0|0|0.0|100
0|2021-11-10|18677.0|0|18677.0|0|163.0|0|0.0|100
0|2021-11-11|18768.0|0|18768.0|0|163.0|0|0.0|100
0|2021-11-12|18768.0|0|18768.0|0|163.0|0|0.0|100
0|2021-11-13|18840.0|0|18840.0|0|163.0|0|0.0|100
0|2021-11-14|18840.0|0|18840.0|0|163.0|0|0.0|100
0|2021-11-15|18840.0|0|18840.0|0|163.0|0|0.0|100
0|2021-11-16|18947.0|0|18947.0|0|164.0|0|0.0|100
0|2021-11-17|19043.0|0|19043.0|0|164.0|0|0.0|100
0|2021-11-18|19144.0|0|19144.0|0|166.0|0|0.0|100
0|2021-11-19|19304.0|0|19304.0|0|167.0|0|0.0|100
0|2021-11-20|19366.0|0|19366.0|0|168.0|0|0.0|100
0|2021-11-21|19365.0|0|19365.0|0|169.0|0|0.0|100
0|2021-11-22|19365.0|0|19365.0|0|169.0|0|0.0|100
0|2021-11-23|19464.0|0|19464.0|0|170.0|0|0.0|100
0|2021-11-24|19585.0|0|19585.0|0|170.0|0|0.0|100
0|2021-11-25|19648.0|0|19648.0|0|170.0|0|0.0|100
0|2021-11-26|19648.0|0|19648.0|0|170.0|0|0.0|100
0|2021-11-27|19648.0|0|19648.0|0|170.0|0|0.0|100
0|2021-11-28|19648.0|0|19648.0|0|170.0|0|0.0|100
0|2021-11-29|19688.0|0|19688.0|0|170.0|0|0.0|100
0|2021-11-30|19808.0|0|19808.0|0|171.0|0|0.0|100
0|2021-12-01|19943.0|0|19943.0|0|173.0|0|0.0|100
0|2021-12-02|20064.0|0|20064.0|0|173.0|0|0.0|100
0|2021-12-03|20166.0|0|20166.0|0|173.0|0|0.0|100
0|2021-12-04|20306.0|0|20306.0|0|173.0|0|0.0|100
0|2021-12-05|20306.0|0|20306.0|0|173.0|0|0.0|100
0|2021-12-06|20306.0|0|20306.0|0|173.0|0|0.0|100
0|2021-12-07|20502.0|0|20502.0|0|173.0|0|0.0|100
0|2021-12-08|20724.0|0|20724.0|0|173.0|0|0.0|100
0|2021-12-09|20837.0|0|20837.0|0|173.0|0|0.0|100
0|2021-12-10|21095.0|0|21095.0|0|173.0|0|0.0|100
0|2021-12-11|21178.0|0|21178.0|0|173.0|0|0.0|100
0|2021-12-12|21178.0|0|21178.0|0|173.0|0|0.0|100
0|2021-12-13|21178.0|0|21178.0|0|173.0|0|0.0|100
0|2021-12-14|21178.0|0|21371.0|0|173.0|0|0.0|100
0|2021-12-15|21622.0|0|21622.0|0|173.0|0|0.0|100
0|2021-12-16|21774.0|0|21774.0|0|179.0|0|0.0|100
0|2021-12-17|22007.0|0|22007.0|0|182.0|0|0.0|100
0|2021-12-18|22194.0|0|22194.0|0|183.0|0|0.0|100
0|2021-12-19|22194.0|0|22194.0|0|183.0|0|0.0|100
0|2021-12-20|22194.0|0|22194.0|0|183.0|0|0.0|100
0|2021-12-21|22480.0|0|22480.0|0|185.0|0|0.0|100
0|2021-12-22|22724.0|0|22724.0|0|185.0|0|0.0|100
0|2021-12-23|22913.0|0|22913.0|0|185.0|0|0.0|100
0|2021-12-24|23157.0|0|23157.0|0|185.0|0|0.0|100
0|2021-12-25|23157.0|0|23157.0|0|185.0|0|0.0|100
0|2021-12-26|23157.0|0|23157.0|0|185.0|0|0.0|100
0|2021-12-27|23157.0|0|23157.0|0|185.0|0|0.0|100
0|2021-12-28|23346.0|0|23346.0|0|186.0|0|0.0|100
0|2021-12-29|23517.0|0|23517.0|0|187.0|0|0.0|100
0|2021-12-30|23677.0|0|23677.0|0|190.0|0|0.0|100
0|2021-12-31|23836.0|0|23836.0|0|190.0|0|0.0|100
0|2022-01-01|23836.0|0|23836.0|0|190.0|0|0.0|100
0|2022-01-02|23836.0|0|23836.0|0|190.0|0|0.0|100
0|2022-01-03|23836.0|0|23836.0|0|190.0|0|0.0|100
0|2022-01-04|24146.0|0|24146.0|0|190.0|0|0.0|100
0|2022-01-05|24426.0|0|24426.0|0|193.0|0|0.0|100
0|2022-01-06|24704.0|0|24704.0|0|194.0|0|0.0|100
0|2022-01-07|24975.0|0|24975.0|0|194.0|0|0.0|100
0|2022-01-08|25227.0|0|25227.0|0|195.0|0|0.0|100
0|2022-01-09|25227.0|0|25227.0|0|195.0|0|0.0|100
0|2022-01-10|25227.0|0|25227.0|0|195.0|0|0.0|100
0|2022-01-11|25506.0|0|25506.0|0|195.0|0|0.0|100
0|2022-01-12|25737.0|0|25737.0|0|195.0|0|0.0|100
0|2022-01-13|25737.0|0|26063.0|0|195.0|0|0.0|100
0|2022-01-14|26404.0|0|26404.0|0|197.0|0|0.0|100
0|2022-01-15|26714.0|0|26714.0|0|200.0|0|0.0|100
0|2022-01-16|26714.0|0|26714.0|0|200.0|0|0.0|100
0|2022-01-17|26714.0|0|0.0|100|200.0|0|0.0|100
