|dates|Jasper_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Missouri_UnitedStates.NYT_ConfirmedCases.data|Jasper_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Jasper_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|22261.0|0|13617.0|0|346.0|0|0.0|100
0|2021-10-18|22266.0|0|13621.0|0|346.0|0|0.0|100
0|2021-10-19|22285.0|0|13631.0|0|346.0|0|0.0|100
0|2021-10-20|22298.0|0|13637.0|0|346.0|0|0.0|100
0|2021-10-21|22321.0|0|13646.0|0|346.0|0|0.0|100
0|2021-10-22|22341.0|0|13660.0|0|346.0|0|0.0|100
0|2021-10-23|22357.0|0|13665.0|0|346.0|0|0.0|100
0|2021-10-24|22372.0|0|13671.0|0|346.0|0|0.0|100
0|2021-10-25|22378.0|0|13674.0|0|346.0|0|0.0|100
0|2021-10-26|22405.0|0|13690.0|0|347.0|0|0.0|100
0|2021-10-27|22433.0|0|13706.0|0|347.0|0|0.0|100
0|2021-10-28|22454.0|0|13718.0|0|347.0|0|0.0|100
0|2021-10-29|22470.0|0|13731.0|0|349.0|0|0.0|100
0|2021-10-30|22494.0|0|13745.0|0|349.0|0|0.0|100
0|2021-10-31|22500.0|0|13746.0|0|349.0|0|0.0|100
0|2021-11-01|22505.0|0|13748.0|0|349.0|0|0.0|100
0|2021-11-02|22520.0|0|13757.0|0|354.0|0|0.0|100
0|2021-11-03|22537.0|0|13768.0|0|354.0|0|0.0|100
0|2021-11-04|22561.0|0|13784.0|0|354.0|0|0.0|100
0|2021-11-05|22585.0|0|13799.0|0|356.0|0|0.0|100
0|2021-11-06|22610.0|0|13815.0|0|356.0|0|0.0|100
0|2021-11-07|22613.0|0|13817.0|0|356.0|0|0.0|100
0|2021-11-08|22621.0|0|13822.0|0|356.0|0|0.0|100
0|2021-11-09|22647.0|0|13841.0|0|356.0|0|0.0|100
0|2021-11-10|22671.0|0|13851.0|0|356.0|0|0.0|100
0|2021-11-11|22671.0|0|13851.0|0|356.0|0|0.0|100
0|2021-11-12|22716.0|0|13882.0|0|356.0|0|0.0|100
0|2021-11-13|22745.0|0|13898.0|0|357.0|0|0.0|100
0|2021-11-14|22753.0|0|13902.0|0|357.0|0|0.0|100
0|2021-11-15|22760.0|0|13905.0|0|357.0|0|0.0|100
0|2021-11-16|22792.0|0|13924.0|0|358.0|0|0.0|100
0|2021-11-17|22823.0|0|13941.0|0|358.0|0|0.0|100
0|2021-11-18|23085.0|0|14074.0|0|362.0|0|0.0|100
0|2021-11-19|23107.0|0|14084.0|0|362.0|0|0.0|100
0|2021-11-20|23143.0|0|14111.0|0|362.0|0|0.0|100
0|2021-11-21|23158.0|0|14120.0|0|362.0|0|0.0|100
0|2021-11-22|23163.0|0|14124.0|0|358.0|0|0.0|100
0|2021-11-23|23207.0|0|14150.0|0|358.0|0|0.0|100
0|2021-11-24|23249.0|0|14175.0|0|360.0|0|0.0|100
0|2021-11-25|23249.0|0|14175.0|0|360.0|0|0.0|100
0|2021-11-26|23249.0|0|14175.0|0|360.0|0|0.0|100
0|2021-11-27|23249.0|0|14175.0|0|360.0|0|0.0|100
0|2021-11-28|23249.0|0|14175.0|0|360.0|0|0.0|100
0|2021-11-29|23349.0|0|14229.0|0|360.0|0|0.0|100
0|2021-11-30|23411.0|0|14278.0|0|362.0|0|0.0|100
0|2021-12-01|23470.0|0|14312.0|0|362.0|0|0.0|100
0|2021-12-02|23546.0|0|14365.0|0|440.0|0|0.0|100
0|2021-12-03|23546.0|0|14365.0|0|440.0|0|0.0|100
0|2021-12-04|23619.0|0|14412.0|0|441.0|0|0.0|100
0|2021-12-05|23658.0|0|14430.0|0|441.0|0|0.0|100
0|2021-12-06|23698.0|0|14446.0|0|441.0|0|0.0|100
0|2021-12-07|23749.0|0|14482.0|0|441.0|0|0.0|100
0|2021-12-08|23832.0|0|14534.0|0|441.0|0|0.0|100
0|2021-12-09|23895.0|0|14577.0|0|445.0|0|0.0|100
0|2021-12-10|23942.0|0|14609.0|0|445.0|0|0.0|100
0|2021-12-11|23984.0|0|14637.0|0|445.0|0|0.0|100
0|2021-12-12|24018.0|0|14650.0|0|445.0|0|0.0|100
0|2021-12-13|24035.0|0|14654.0|0|445.0|0|0.0|100
0|2021-12-14|24035.0|0|14695.0|0|445.0|0|0.0|100
0|2021-12-15|24150.0|0|14728.0|0|446.0|0|0.0|100
0|2021-12-16|24212.0|0|14768.0|0|446.0|0|0.0|100
0|2021-12-17|24279.0|0|14814.0|0|446.0|0|0.0|100
0|2021-12-18|24328.0|0|14846.0|0|448.0|0|0.0|100
0|2021-12-19|24346.0|0|14853.0|0|448.0|0|0.0|100
0|2021-12-20|24378.0|0|14875.0|0|448.0|0|0.0|100
0|2021-12-21|24420.0|0|14900.0|0|448.0|0|0.0|100
0|2021-12-22|24473.0|0|14930.0|0|448.0|0|0.0|100
0|2021-12-23|24541.0|0|14971.0|0|449.0|0|0.0|100
0|2021-12-24|24541.0|0|14971.0|0|449.0|0|0.0|100
0|2021-12-25|24541.0|0|14971.0|0|449.0|0|0.0|100
0|2021-12-26|24541.0|0|14971.0|0|449.0|0|0.0|100
0|2021-12-27|24664.0|0|15042.0|0|449.0|0|0.0|100
0|2021-12-28|24740.0|0|15090.0|0|450.0|0|0.0|100
0|2021-12-29|24841.0|0|15170.0|0|450.0|0|0.0|100
0|2021-12-30|24952.0|0|15229.0|0|452.0|0|0.0|100
0|2021-12-31|24952.0|0|15229.0|0|452.0|0|0.0|100
0|2022-01-01|24952.0|0|15229.0|0|452.0|0|0.0|100
0|2022-01-02|24952.0|0|15229.0|0|452.0|0|0.0|100
0|2022-01-03|24952.0|0|15366.0|0|452.0|0|0.0|100
0|2022-01-04|25423.0|0|15484.0|0|455.0|0|0.0|100
0|2022-01-05|25617.0|0|15597.0|0|456.0|0|0.0|100
0|2022-01-06|25834.0|0|15731.0|0|456.0|0|0.0|100
