|dates|Berks_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Berks_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Berks_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Berks_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Berks_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Berks_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Berks_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Berks_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-09|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-10|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-11|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-12|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-13|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-14|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-15|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-16|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-17|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-18|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-19|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-20|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-21|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-22|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-23|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-24|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-25|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-26|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-27|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-28|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-29|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-11-30|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-01|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-02|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-03|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-04|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-05|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-06|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-07|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-08|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-09|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-10|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-11|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-12|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-13|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-14|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-15|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-16|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-17|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-18|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-19|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-20|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-21|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-22|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-23|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-24|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-25|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-26|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-27|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-28|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-29|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-30|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2021-12-31|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-01|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-02|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-03|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-04|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-05|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-06|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-07|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-08|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-09|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-10|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-11|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-12|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-13|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-14|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-15|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-16|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
0|2022-01-17|190870.0|0|12297.0|0|6.052656189243332|0|203167.0|0
