|dates|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Washington_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Washington_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|1633.0|0|1633.0|0|37.0|0|0.0|100
0|2021-11-26|1633.0|0|1633.0|0|37.0|0|0.0|100
0|2021-11-27|1633.0|0|1633.0|0|37.0|0|0.0|100
0|2021-11-28|1633.0|0|1633.0|0|37.0|0|0.0|100
0|2021-11-29|1641.0|0|1641.0|0|37.0|0|0.0|100
0|2021-11-30|1642.0|0|1642.0|0|37.0|0|0.0|100
0|2021-12-01|1642.0|0|1642.0|0|37.0|0|0.0|100
0|2021-12-02|1645.0|0|1645.0|0|37.0|0|0.0|100
0|2021-12-03|1645.0|0|1651.0|0|37.0|0|0.0|100
0|2021-12-04|1651.0|0|1651.0|0|37.0|0|0.0|100
0|2021-12-05|1651.0|0|1651.0|0|37.0|0|0.0|100
0|2021-12-06|1657.0|0|1657.0|0|37.0|0|0.0|100
0|2021-12-07|1658.0|0|1658.0|0|37.0|0|0.0|100
0|2021-12-08|1662.0|0|1662.0|0|37.0|0|0.0|100
0|2021-12-09|1666.0|0|1666.0|0|37.0|0|0.0|100
0|2021-12-10|1667.0|0|1667.0|0|37.0|0|0.0|100
0|2021-12-11|1667.0|0|1667.0|0|37.0|0|0.0|100
0|2021-12-12|1667.0|0|1667.0|0|37.0|0|0.0|100
0|2021-12-13|1673.0|0|1673.0|0|37.0|0|0.0|100
0|2021-12-14|1673.0|0|1673.0|0|37.0|0|0.0|100
0|2021-12-15|1675.0|0|1675.0|0|37.0|0|0.0|100
0|2021-12-16|1675.0|0|1675.0|0|37.0|0|0.0|100
0|2021-12-17|1677.0|0|1677.0|0|37.0|0|0.0|100
0|2021-12-18|1677.0|0|1677.0|0|37.0|0|0.0|100
0|2021-12-19|1677.0|0|1677.0|0|37.0|0|0.0|100
0|2021-12-20|1679.0|0|1679.0|0|38.0|0|0.0|100
0|2021-12-21|1682.0|0|1682.0|0|38.0|0|0.0|100
0|2021-12-22|1684.0|0|1684.0|0|38.0|0|0.0|100
0|2021-12-23|1684.0|0|1684.0|0|38.0|0|0.0|100
0|2021-12-24|1684.0|0|1684.0|0|38.0|0|0.0|100
0|2021-12-25|1684.0|0|1684.0|0|38.0|0|0.0|100
0|2021-12-26|1684.0|0|1684.0|0|38.0|0|0.0|100
0|2021-12-27|1684.0|0|1684.0|0|38.0|0|0.0|100
0|2021-12-28|1702.0|0|1702.0|0|38.0|0|0.0|100
0|2021-12-29|1723.0|0|1723.0|0|39.0|0|0.0|100
0|2021-12-30|1729.0|0|1729.0|0|39.0|0|0.0|100
0|2021-12-31|1729.0|0|1748.0|0|39.0|0|0.0|100
0|2022-01-01|1729.0|0|1748.0|0|39.0|0|0.0|100
0|2022-01-02|1729.0|0|1748.0|0|39.0|0|0.0|100
0|2022-01-03|1800.0|0|1800.0|0|39.0|0|0.0|100
0|2022-01-04|1809.0|0|1809.0|0|39.0|0|0.0|100
0|2022-01-05|1840.0|0|1840.0|0|39.0|0|0.0|100
0|2022-01-06|1919.0|0|1919.0|0|39.0|0|0.0|100
0|2022-01-07|1953.0|0|1953.0|0|39.0|0|0.0|100
0|2022-01-08|1953.0|0|1953.0|0|39.0|0|0.0|100
0|2022-01-09|1953.0|0|1953.0|0|39.0|0|0.0|100
0|2022-01-10|2062.0|0|2062.0|0|39.0|0|0.0|100
0|2022-01-11|2095.0|0|2095.0|0|39.0|0|0.0|100
0|2022-01-12|2132.0|0|2132.0|0|39.0|0|0.0|100
0|2022-01-13|2132.0|0|2201.0|0|39.0|0|0.0|100
0|2022-01-14|2243.0|0|2243.0|0|40.0|0|0.0|100
0|2022-01-15|2243.0|0|2243.0|0|40.0|0|0.0|100
0|2022-01-16|2243.0|0|2243.0|0|40.0|0|0.0|100
0|2022-01-17|2243.0|0|0.0|100|40.0|0|0.0|100
