|dates|Spink_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Spink_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Spink_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Spink_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Spink_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Spink_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Spink_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Spink_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1080.0|0|1080.0|0|29.0|0|0.0|100
0|2021-12-03|1082.0|0|1082.0|0|29.0|0|0.0|100
0|2021-12-04|1082.0|0|1082.0|0|29.0|0|0.0|100
0|2021-12-05|1082.0|0|1082.0|0|29.0|0|0.0|100
0|2021-12-06|1085.0|0|1085.0|0|29.0|0|0.0|100
0|2021-12-07|1088.0|0|1088.0|0|29.0|0|0.0|100
0|2021-12-08|1091.0|0|1091.0|0|29.0|0|0.0|100
0|2021-12-09|1092.0|0|1092.0|0|29.0|0|0.0|100
0|2021-12-10|1096.0|0|1096.0|0|29.0|0|0.0|100
0|2021-12-11|1096.0|0|1096.0|0|29.0|0|0.0|100
0|2021-12-12|1096.0|0|1096.0|0|29.0|0|0.0|100
0|2021-12-13|1097.0|0|1097.0|0|29.0|0|0.0|100
0|2021-12-14|1097.0|0|1102.0|0|29.0|0|0.0|100
0|2021-12-15|1105.0|0|1105.0|0|29.0|0|0.0|100
0|2021-12-16|1110.0|0|1110.0|0|29.0|0|0.0|100
0|2021-12-17|1112.0|0|1112.0|0|30.0|0|0.0|100
0|2021-12-18|1112.0|0|1112.0|0|30.0|0|0.0|100
0|2021-12-19|1112.0|0|1112.0|0|30.0|0|0.0|100
0|2021-12-20|1115.0|0|1115.0|0|30.0|0|0.0|100
0|2021-12-21|1127.0|0|1127.0|0|30.0|0|0.0|100
0|2021-12-22|1131.0|0|1131.0|0|30.0|0|0.0|100
0|2021-12-23|1130.0|0|1130.0|0|31.0|0|0.0|100
0|2021-12-24|1130.0|0|1130.0|0|31.0|0|0.0|100
0|2021-12-25|1130.0|0|1130.0|0|31.0|0|0.0|100
0|2021-12-26|1130.0|0|1130.0|0|31.0|0|0.0|100
0|2021-12-27|1138.0|0|1138.0|0|31.0|0|0.0|100
0|2021-12-28|1148.0|0|1148.0|0|31.0|0|0.0|100
0|2021-12-29|1153.0|0|1153.0|0|31.0|0|0.0|100
0|2021-12-30|1154.0|0|1154.0|0|31.0|0|0.0|100
0|2021-12-31|1154.0|0|1154.0|0|31.0|0|0.0|100
0|2022-01-01|1154.0|0|1154.0|0|31.0|0|0.0|100
0|2022-01-02|1154.0|0|1154.0|0|31.0|0|0.0|100
0|2022-01-03|1154.0|0|1154.0|0|31.0|0|0.0|100
0|2022-01-04|1169.0|0|1169.0|0|31.0|0|0.0|100
0|2022-01-05|1173.0|0|1173.0|0|31.0|0|0.0|100
0|2022-01-06|1182.0|0|1182.0|0|31.0|0|0.0|100
0|2022-01-07|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2022-01-08|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2022-01-09|1189.0|0|1189.0|0|31.0|0|0.0|100
0|2022-01-10|1196.0|0|1196.0|0|31.0|0|0.0|100
0|2022-01-11|1213.0|0|1213.0|0|31.0|0|0.0|100
0|2022-01-12|1224.0|0|1224.0|0|31.0|0|0.0|100
0|2022-01-13|1224.0|0|1234.0|0|31.0|0|0.0|100
0|2022-01-14|1234.0|0|1239.0|0|31.0|0|0.0|100
0|2022-01-15|1239.0|0|1239.0|0|32.0|0|0.0|100
0|2022-01-16|1239.0|0|1239.0|0|32.0|0|0.0|100
0|2022-01-17|1239.0|0|0.0|100|32.0|0|0.0|100
