|dates|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Mayes_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Mayes_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Mayes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6642.0|0|6642.0|0|105.0|0|0.0|100
0|2021-10-18|6642.0|0|6642.0|0|105.0|0|0.0|100
0|2021-10-19|6642.0|0|6642.0|0|105.0|0|0.0|100
0|2021-10-20|6703.0|0|6703.0|0|122.0|0|0.0|100
0|2021-10-21|6703.0|0|6703.0|0|122.0|0|0.0|100
0|2021-10-22|6703.0|0|6703.0|0|122.0|0|0.0|100
0|2021-10-23|6703.0|0|6703.0|0|122.0|0|0.0|100
0|2021-10-24|6703.0|0|6703.0|0|122.0|0|0.0|100
0|2021-10-25|6703.0|0|6703.0|0|122.0|0|0.0|100
0|2021-10-26|6703.0|0|6703.0|0|122.0|0|0.0|100
0|2021-10-27|6768.0|0|6768.0|0|124.0|0|0.0|100
0|2021-10-28|6768.0|0|6768.0|0|124.0|0|0.0|100
0|2021-10-29|6768.0|0|6768.0|0|124.0|0|0.0|100
0|2021-10-30|6768.0|0|6768.0|0|124.0|0|0.0|100
0|2021-10-31|6768.0|0|6768.0|0|124.0|0|0.0|100
0|2021-11-01|6768.0|0|6768.0|0|124.0|0|0.0|100
0|2021-11-02|6768.0|0|6768.0|0|124.0|0|0.0|100
0|2021-11-03|6823.0|0|6823.0|0|126.0|0|0.0|100
0|2021-11-04|6823.0|0|6823.0|0|126.0|0|0.0|100
0|2021-11-05|6823.0|0|6823.0|0|126.0|0|0.0|100
0|2021-11-06|6823.0|0|6823.0|0|126.0|0|0.0|100
0|2021-11-07|6823.0|0|6823.0|0|126.0|0|0.0|100
0|2021-11-08|6823.0|0|6823.0|0|126.0|0|0.0|100
0|2021-11-09|6823.0|0|6823.0|0|126.0|0|0.0|100
0|2021-11-10|6823.0|0|6869.0|0|126.0|0|0.0|100
0|2021-11-11|6823.0|0|6869.0|0|126.0|0|0.0|100
0|2021-11-12|6869.0|0|6869.0|0|126.0|0|0.0|100
0|2021-11-13|6869.0|0|6869.0|0|126.0|0|0.0|100
0|2021-11-14|6869.0|0|6869.0|0|126.0|0|0.0|100
0|2021-11-15|6869.0|0|6869.0|0|126.0|0|0.0|100
0|2021-11-16|6869.0|0|6869.0|0|126.0|0|0.0|100
0|2021-11-17|6914.0|0|6914.0|0|126.0|0|0.0|100
0|2021-11-18|6914.0|0|6914.0|0|126.0|0|0.0|100
0|2021-11-19|6914.0|0|6914.0|0|126.0|0|0.0|100
0|2021-11-20|6914.0|0|6914.0|0|126.0|0|0.0|100
0|2021-11-21|6914.0|0|6914.0|0|126.0|0|0.0|100
0|2021-11-22|6914.0|0|6914.0|0|126.0|0|0.0|100
0|2021-11-23|6914.0|0|6914.0|0|126.0|0|0.0|100
0|2021-11-24|6973.0|0|6973.0|0|126.0|0|0.0|100
0|2021-11-25|6973.0|0|6973.0|0|126.0|0|0.0|100
0|2021-11-26|6973.0|0|6973.0|0|126.0|0|0.0|100
0|2021-11-27|6973.0|0|6973.0|0|126.0|0|0.0|100
0|2021-11-28|6973.0|0|6973.0|0|126.0|0|0.0|100
0|2021-11-29|6973.0|0|6973.0|0|126.0|0|0.0|100
