|dates|Taylor_Texas_UnitedStates.JHU_ConfirmedCases.data|Taylor_Texas_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Texas_UnitedStates.NYT_ConfirmedCases.data|Taylor_Texas_UnitedStates.NYT_ConfirmedCases.missing|Taylor_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|24226.0|0|24518.0|0|612.0|0|0.0|100
0|2021-12-29|24267.0|0|24620.0|0|616.0|0|0.0|100
0|2021-12-30|24329.0|0|24733.0|0|618.0|0|0.0|100
0|2021-12-31|24329.0|0|24733.0|0|618.0|0|0.0|100
0|2022-01-01|24329.0|0|24733.0|0|618.0|0|0.0|100
0|2022-01-02|24329.0|0|24733.0|0|618.0|0|0.0|100
0|2022-01-03|24682.0|0|24733.0|0|623.0|0|0.0|100
0|2022-01-04|24794.0|0|24794.0|0|624.0|0|0.0|100
0|2022-01-05|24898.0|0|25349.0|0|627.0|0|0.0|100
0|2022-01-06|25061.0|0|25545.0|0|629.0|0|0.0|100
0|2022-01-07|25185.0|0|25751.0|0|629.0|0|0.0|100
0|2022-01-08|25336.0|0|25751.0|0|630.0|0|0.0|100
0|2022-01-09|25430.0|0|25751.0|0|630.0|0|0.0|100
0|2022-01-10|25566.0|0|25751.0|0|630.0|0|0.0|100
0|2022-01-11|25763.0|0|26354.0|0|630.0|0|0.0|100
0|2022-01-12|26094.0|0|26730.0|0|631.0|0|0.0|100
0|2022-01-13|26094.0|0|26978.0|0|631.0|0|0.0|100
0|2022-01-14|26471.0|0|27329.0|0|632.0|0|0.0|100
0|2022-01-15|26471.0|0|27329.0|0|632.0|0|0.0|100
0|2022-01-16|25466.0|0|27329.0|0|633.0|0|0.0|100
0|2022-01-17|25951.0|0|0.0|100|633.0|0|0.0|100
