|dates|Franklin_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Franklin_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Franklin_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-18|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-19|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-20|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-21|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-22|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-23|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-24|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-25|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-26|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-27|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-28|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-29|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-30|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-10-31|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-01|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-02|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-03|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-04|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-05|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-06|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-07|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-08|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-09|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-10|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-11|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-12|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-13|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
0|2021-11-14|18810.0|0|811.0|0|4.1333265378930735|0|19621.0|0
