|dates|Shasta_California_UnitedStates.BLS_EmployedPopulation.data|Shasta_California_UnitedStates.BLS_EmployedPopulation.missing|Shasta_California_UnitedStates.BLS_UnemployedPopulation.data|Shasta_California_UnitedStates.BLS_UnemployedPopulation.missing|Shasta_California_UnitedStates.BLS_UnemploymentRate.data|Shasta_California_UnitedStates.BLS_UnemploymentRate.missing|Shasta_California_UnitedStates.BLS_LaborForcePopulation.data|Shasta_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-18|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-19|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-20|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-21|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-22|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-23|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-24|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-25|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-26|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-27|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-28|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-29|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-30|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-10-31|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-01|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-02|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-03|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-04|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-05|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-06|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-07|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-08|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-09|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-10|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-11|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-12|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-13|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-14|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-15|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-16|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-17|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-18|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
0|2021-11-19|68559.0|0|4663.0|0|6.3683046079047285|0|73222.0|0
