|dates|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pickens_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Pickens_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|27275.0|0|27275.0|0|443.0|0|0.0|100
0|2021-10-18|27434.0|0|27434.0|0|447.0|0|0.0|100
0|2021-10-19|27463.0|0|27463.0|0|447.0|0|0.0|100
0|2021-10-20|27484.0|0|27484.0|0|448.0|0|0.0|100
0|2021-10-21|27518.0|0|27518.0|0|449.0|0|0.0|100
0|2021-10-22|27578.0|0|27578.0|0|454.0|0|0.0|100
0|2021-10-23|27578.0|0|27578.0|0|454.0|0|0.0|100
0|2021-10-24|27578.0|0|27578.0|0|454.0|0|0.0|100
0|2021-10-25|27707.0|0|27707.0|0|460.0|0|0.0|100
0|2021-10-26|27728.0|0|27728.0|0|460.0|0|0.0|100
0|2021-10-27|27753.0|0|27753.0|0|464.0|0|0.0|100
0|2021-10-28|27781.0|0|27781.0|0|465.0|0|0.0|100
0|2021-10-29|27821.0|0|27821.0|0|468.0|0|0.0|100
0|2021-10-30|27821.0|0|27821.0|0|468.0|0|0.0|100
0|2021-10-31|27821.0|0|27821.0|0|468.0|0|0.0|100
0|2021-11-01|27901.0|0|27901.0|0|472.0|0|0.0|100
0|2021-11-02|27921.0|0|27921.0|0|474.0|0|0.0|100
0|2021-11-03|27935.0|0|27935.0|0|475.0|0|0.0|100
0|2021-11-04|27957.0|0|27957.0|0|476.0|0|0.0|100
0|2021-11-05|27985.0|0|27985.0|0|477.0|0|0.0|100
0|2021-11-06|27985.0|0|27985.0|0|477.0|0|0.0|100
0|2021-11-07|27985.0|0|27985.0|0|477.0|0|0.0|100
0|2021-11-08|28075.0|0|28075.0|0|477.0|0|0.0|100
0|2021-11-09|28085.0|0|28085.0|0|477.0|0|0.0|100
0|2021-11-10|28085.0|0|28093.0|0|477.0|0|0.0|100
0|2021-11-11|28093.0|0|28093.0|0|477.0|0|0.0|100
0|2021-11-12|28148.0|0|28148.0|0|483.0|0|0.0|100
0|2021-11-13|28148.0|0|28148.0|0|483.0|0|0.0|100
0|2021-11-14|28148.0|0|28148.0|0|483.0|0|0.0|100
0|2021-11-15|28222.0|0|28222.0|0|483.0|0|0.0|100
0|2021-11-16|28234.0|0|28234.0|0|483.0|0|0.0|100
0|2021-11-17|28251.0|0|28251.0|0|484.0|0|0.0|100
0|2021-11-18|28273.0|0|28273.0|0|484.0|0|0.0|100
0|2021-11-19|28306.0|0|28306.0|0|484.0|0|0.0|100
0|2021-11-20|28306.0|0|28306.0|0|484.0|0|0.0|100
0|2021-11-21|28306.0|0|28306.0|0|484.0|0|0.0|100
0|2021-11-22|28383.0|0|28383.0|0|487.0|0|0.0|100
0|2021-11-23|28399.0|0|28399.0|0|487.0|0|0.0|100
0|2021-11-24|28412.0|0|28409.0|0|488.0|0|0.0|100
0|2021-11-25|28409.0|0|28409.0|0|488.0|0|0.0|100
0|2021-11-26|28432.0|0|28432.0|0|491.0|0|0.0|100
0|2021-11-27|28432.0|0|28432.0|0|491.0|0|0.0|100
0|2021-11-28|28432.0|0|28432.0|0|491.0|0|0.0|100
0|2021-11-29|28494.0|0|28494.0|0|491.0|0|0.0|100
0|2021-11-30|28502.0|0|28502.0|0|491.0|0|0.0|100
0|2021-12-01|28530.0|0|28530.0|0|492.0|0|0.0|100
0|2021-12-02|28558.0|0|28558.0|0|493.0|0|0.0|100
0|2021-12-03|28620.0|0|28620.0|0|494.0|0|0.0|100
0|2021-12-04|28620.0|0|28620.0|0|494.0|0|0.0|100
0|2021-12-05|28620.0|0|28620.0|0|494.0|0|0.0|100
0|2021-12-06|28754.0|0|28754.0|0|494.0|0|0.0|100
0|2021-12-07|28781.0|0|28781.0|0|495.0|0|0.0|100
0|2021-12-08|28811.0|0|28811.0|0|496.0|0|0.0|100
0|2021-12-09|28844.0|0|28844.0|0|496.0|0|0.0|100
0|2021-12-10|28881.0|0|28881.0|0|499.0|0|0.0|100
0|2021-12-11|28881.0|0|28881.0|0|499.0|0|0.0|100
0|2021-12-12|28881.0|0|28881.0|0|499.0|0|0.0|100
0|2021-12-13|29002.0|0|29002.0|0|499.0|0|0.0|100
0|2021-12-14|29002.0|0|29023.0|0|499.0|0|0.0|100
0|2021-12-15|29051.0|0|29051.0|0|500.0|0|0.0|100
0|2021-12-16|29082.0|0|29082.0|0|501.0|0|0.0|100
0|2021-12-17|29128.0|0|29128.0|0|503.0|0|0.0|100
0|2021-12-18|29128.0|0|29128.0|0|503.0|0|0.0|100
0|2021-12-19|29128.0|0|29128.0|0|503.0|0|0.0|100
0|2021-12-20|29246.0|0|29246.0|0|503.0|0|0.0|100
0|2021-12-21|29286.0|0|29286.0|0|504.0|0|0.0|100
0|2021-12-22|29299.0|0|29299.0|0|504.0|0|0.0|100
0|2021-12-23|29362.0|0|29362.0|0|505.0|0|0.0|100
0|2021-12-24|29362.0|0|29362.0|0|505.0|0|0.0|100
0|2021-12-25|29362.0|0|29362.0|0|505.0|0|0.0|100
0|2021-12-26|29362.0|0|29362.0|0|505.0|0|0.0|100
0|2021-12-27|29362.0|0|29362.0|0|505.0|0|0.0|100
0|2021-12-28|29362.0|0|29362.0|0|505.0|0|0.0|100
0|2021-12-29|29700.0|0|29700.0|0|510.0|0|0.0|100
0|2021-12-30|29785.0|0|29785.0|0|510.0|0|0.0|100
0|2021-12-31|29986.0|0|29986.0|0|512.0|0|0.0|100
0|2022-01-01|29986.0|0|29986.0|0|512.0|0|0.0|100
0|2022-01-02|29986.0|0|29986.0|0|512.0|0|0.0|100
0|2022-01-03|29986.0|0|29986.0|0|512.0|0|0.0|100
0|2022-01-04|30938.0|0|30938.0|0|512.0|0|0.0|100
0|2022-01-05|31043.0|0|31043.0|0|513.0|0|0.0|100
0|2022-01-06|31390.0|0|31390.0|0|513.0|0|0.0|100
0|2022-01-07|31978.0|0|31978.0|0|515.0|0|0.0|100
0|2022-01-08|31978.0|0|31978.0|0|515.0|0|0.0|100
0|2022-01-09|31978.0|0|31978.0|0|515.0|0|0.0|100
0|2022-01-10|33325.0|0|33325.0|0|518.0|0|0.0|100
